Iteration	Posterior	Likelihood	Prior	is_irreverisible	rates[1]	rates[2]
0	-13.32704	-12.58679	-0.7402509	0	0.338268	0.134649
1	-13.14872	-12.32187	-0.8268507	0	0.255404	0.282079
2	-13.98922	-11.18555	-2.803671	0	0.639787	1.37157
3	-14.75923	-10.79073	-3.9685	0	1.40831	1.47152
4	-16.54326	-10.81786	-5.725396	0	1.81799	2.37174
5	-15.95989	-10.87204	-5.087845	0	1.81799	1.8964
6	-15.74106	-11.02089	-4.720165	0	1.13285	2.3074
7	-15.99692	-11.98723	-4.009688	0	0.603138	2.3074
8	-13.88178	-10.8468	-3.034986	0	1.24865	0.935173
9	-13.25158	-11.20573	-2.045843	0	0.511165	0.935173
10	-12.94245	-10.93534	-2.007108	0	0.804012	0.613445
11	-14.87365	-11.16989	-3.703763	0	1.71634	0.966108
12	-13.42639	-10.79446	-2.631927	0	0.9172	0.966108
13	-13.81584	-10.84414	-2.971706	0	0.884946	1.25169
14	-15.18872	-11.44721	-3.741513	0	1.86756	0.843036
15	-16.33582	-11.21902	-5.1168	0	1.07217	2.66381
16	-13.3537	-10.96369	-2.390005	0	1.07217	0.630768
17	-13.23254	-11.1269	-2.105644	0	1.01406	0.47686
18	-12.73313	-11.38865	-1.344479	0	0.446555	0.47686
19	-12.92116	-11.09181	-1.829342	0	0.822182	0.462737
20	-15.51154	-12.03494	-3.476604	0	1.96199	0.55109
21	-13.86702	-11.42403	-2.442997	0	1.30199	0.440458
22	-14.27005	-11.04936	-3.220695	0	0.788981	1.5333
23	-14.68159	-10.77651	-3.905079	0	1.29924	1.5333
24	-13.94263	-11.60327	-2.339353	0	1.29924	0.365929
25	-12.69397	-11.31843	-1.375539	0	0.549158	0.397415
26	-13.21175	-10.88957	-2.322174	0	0.733068	0.919295
27	-14.18318	-11.05376	-3.129423	0	1.44482	0.809409
28	-14.42628	-11.15052	-3.275768	0	1.55393	0.809409
29	-13.25965	-10.82152	-2.438138	0	0.929415	0.809409
30	-13.59638	-10.87675	-2.719629	0	0.80135	1.14735
31	-14.47235	-11.07269	-3.399656	0	0.814654	1.64106
32	-12.92188	-11.16432	-1.757562	0	0.814654	0.416747
33	-12.79806	-11.02638	-1.771684	0	0.642289	0.599641
34	-15.29873	-10.7971	-4.501629	0	1.41524	1.86208
35	-15.29873	-10.7971	-4.501629	0	1.41524	1.86208
36	-14.81986	-11.23204	-3.587819	0	1.71008	0.885921
37	-15.21246	-11.54822	-3.664238	0	0.670831	1.98215
38	-12.77047	-11.3251	-1.445375	0	0.649615	0.349025
39	-13.75415	-11.09931	-2.654838	0	0.649615	1.25077
40	-12.8331	-11.46468	-1.368425	0	0.649615	0.291654
41	-12.69456	-11.24197	-1.452589	0	0.56046	0.44356
42	-15.00257	-12.83178	-2.170794	0	1.40193	0.137571
43	-13.01481	-11.30222	-1.712599	0	0.447968	0.74991
44	-13.04338	-11.36133	-1.682042	0	0.425185	0.74991
45	-12.93677	-11.35726	-1.579507	0	0.425185	0.673462
46	-12.87189	-11.06188	-1.810008	0	0.784517	0.485986
47	-12.86271	-10.96303	-1.899676	0	0.701041	0.636318
48	-13.15196	-10.91839	-2.233568	0	0.949983	0.636318
49	-12.9244	-11.59059	-1.333811	0	0.354195	0.561267
50	-12.76014	-11.07206	-1.688083	0	0.618332	0.561267
51	-13.0683	-11.00266	-2.065641	0	0.618332	0.842765
52	-13.28088	-10.81269	-2.468189	0	0.918463	0.842765
53	-13.89841	-11.0291	-2.869308	0	1.32839	0.731902
54	-12.9442	-11.18566	-1.758539	0	0.500228	0.731902
55	-16.70199	-11.06209	-5.639902	0	2.19616	1.92983
56	-16.07814	-11.13695	-4.941189	0	2.06897	1.53607
57	-16.78733	-10.81591	-5.971424	0	1.69126	2.6819
58	-13.99049	-11.0064	-2.984088	0	0.76306	1.38281
59	-13.37149	-11.06493	-2.30656	0	0.607804	1.03292
60	-16.25403	-10.85702	-5.397007	0	1.46684	2.47805
61	-16.01665	-11.30544	-4.711209	0	0.955528	2.47805
62	-17.4654	-11.1044	-6.361002	0	1.3411	3.32253
63	-17.98406	-12.10972	-5.874341	0	0.81803	3.48275
64	-15.01112	-11.13949	-3.871634	0	0.878946	1.92866
65	-13.01007	-10.98899	-2.02108	0	0.878946	0.548928
66	-12.86932	-11.5669	-1.302419	0	0.631644	0.260413
67	-13.10561	-11.91524	-1.190365	0	0.631644	0.176868
68	-13.01726	-11.13457	-1.882691	0	0.52938	0.795314
69	-15.99704	-12.24531	-3.751726	0	0.505149	2.21306
70	-15.57343	-11.41724	-4.156189	0	0.806707	2.21306
71	-12.90204	-11.0358	-1.866237	0	0.806707	0.505719
72	-13.0625	-10.86398	-2.198521	0	0.806707	0.753463
73	-13.38589	-11.94169	-1.444197	0	0.82298	0.174783
74	-13.1814	-10.91783	-2.263565	0	0.700187	0.908479
75	-13.2062	-11.01862	-2.187587	0	1.00118	0.550841
76	-13.23368	-10.93068	-2.303003	0	1.00118	0.636893
77	-13.12701	-10.89218	-2.234836	0	0.920978	0.666268
78	-13.31559	-10.8058	-2.509794	0	0.920978	0.871271
79	-15.31195	-11.80964	-3.502314	0	0.567294	1.96496
80	-16.37614	-10.94227	-5.433877	0	2.00742	1.96496
81	-14.35022	-12.07865	-2.271577	0	0.325902	1.28874
82	-13.46411	-11.74952	-1.714588	0	0.325902	0.873458
83	-13.14849	-10.88703	-2.261466	0	0.733642	0.873458
84	-15.69285	-11.59416	-4.098693	0	0.731796	2.2451
85	-16.93555	-10.90975	-6.025796	0	2.11504	2.29866
86	-16.1185	-10.81424	-5.304259	0	1.57708	2.29866
87	-15.74615	-11.48717	-4.258982	0	0.79774	2.29866
88	-19.02783	-12.43997	-6.587856	0	0.79774	4.03502
89	-18.6086	-11.08335	-7.525248	0	1.49664	4.03502
90	-17.9569	-10.87109	-7.085809	0	1.6858	3.51822
91	-17.16566	-11.88623	-5.279431	0	2.60204	1.25519
92	-20.10509	-10.676	-9.429095	0	2.79837	4.15275
93	-15.48313	-11.28368	-4.199455	0	1.94434	1.10768
94	-13.89444	-10.95783	-2.936616	0	1.30902	0.801455
95	-13.23864	-10.82482	-2.413817	0	0.919235	0.801455
96	-13.34325	-11.05105	-2.292209	0	1.07621	0.553814
97	-12.76968	-11.3395	-1.43018	0	0.643606	0.343706
98	-14.34819	-11.84493	-2.503254	0	1.44367	0.343706
99	-12.79811	-11.32545	-1.472665	0	0.675282	0.343706
100	-12.96667	-11.57051	-1.396164	0	0.708878	0.253073
101	-13.04617	-11.36734	-1.678823	0	0.84745	0.325245
102	-13.8661	-12.48384	-1.382261	0	0.84745	0.104135
103	-13.47013	-12.79859	-0.671531	0	0.210638	0.211042
104	-13.26764	-12.53687	-0.7307736	0	0.254808	0.211042
105	-13.11384	-12.12259	-0.9912539	0	0.254808	0.405251
106	-13.75642	-10.87805	-2.878372	0	0.8317	1.23535
107	-13.90683	-10.78142	-3.125406	0	1.01588	1.23535
108	-13.23038	-11.06682	-2.163555	0	1.01588	0.518217
109	-14.11011	-11.3998	-2.710304	0	1.42353	0.518217
110	-14.2474	-10.92694	-3.320458	0	1.42353	0.973135
111	-13.77898	-11.3096	-2.469384	0	0.534593	1.22753
112	-14.90309	-10.93207	-3.971021	0	1.62396	1.25775
113	-16.81602	-11.34881	-5.46721	0	2.37378	1.62345
114	-14.44296	-11.02786	-3.4151	0	0.843774	1.62345
115	-15.48349	-10.87073	-4.612759	0	1.70843	1.65175
116	-14.49601	-11.03388	-3.462131	0	0.850542	1.65175
117	-14.69231	-10.81252	-3.879794	0	1.16194	1.65175
118	-13.78605	-11.23664	-2.549411	0	1.2878	0.533991
119	-13.9029	-11.56752	-2.335378	0	1.2878	0.374413
120	-12.7844	-11.18703	-1.597375	0	0.699934	0.412035
121	-13.00401	-10.91973	-2.084279	0	0.699934	0.77506
122	-13.3804	-10.8461	-2.534302	0	1.03546	0.77506
123	-15.60446	-11.99638	-3.608071	0	2.00878	0.602319
124	-15.90613	-12.6082	-3.297931	0	2.00878	0.371085
125	-12.94126	-11.02433	-1.916926	0	0.835341	0.514879
126	-13.3529	-11.87428	-1.478615	0	0.835341	0.188083
127	-14.74663	-11.38848	-3.358155	0	1.69652	0.728245
128	-13.44356	-10.9395	-2.504064	0	1.1105	0.67748
129	-13.1582	-10.91476	-2.243437	0	0.952271	0.641388
130	-13.1582	-10.91476	-2.243437	0	0.952271	0.641388
131	-13.11921	-11.05882	-2.060396	0	0.952271	0.504916
132	-13.05529	-11.0151	-2.040188	0	0.608251	0.833869
133	-13.74542	-11.16339	-2.582023	0	0.608251	1.23785
134	-13.48483	-10.94405	-2.540778	0	1.13114	0.684208
135	-13.9925	-10.89587	-3.096634	0	0.864051	1.36573
136	-13.28145	-10.85707	-2.424383	0	0.779458	0.94911
137	-12.88209	-10.99214	-1.889951	0	0.779458	0.55065
138	-14.21148	-11.37232	-2.839152	0	1.47258	0.565228
139	-14.54022	-11.22986	-3.31036	0	0.720776	1.66836
140	-14.69103	-11.61219	-3.078843	0	0.548163	1.66836
141	-14.07984	-11.19875	-2.881095	0	1.42048	0.648602
