Iteration	Posterior	Likelihood	Prior	is_irreverisible	rates[1]	rates[2]
0	-14.6489	-10.83675	-3.812145	0	1.46954	1.29371
1	-16.19579	-10.85052	-5.345265	0	1.46954	2.43677
2	-16.40266	-10.86978	-5.532874	0	1.46954	2.57665
3	-18.25636	-10.79996	-7.4564	0	1.85639	3.62394
4	-17.93862	-11.38308	-6.555546	0	1.18473	3.62394
5	-15.05063	-11.13606	-3.914568	0	0.88975	1.94987
6	-16.1443	-10.8906	-5.253701	0	1.88818	1.94987
7	-15.09511	-10.96404	-4.131065	0	1.05117	1.94987
8	-15.09511	-10.96404	-4.131065	0	1.05117	1.94987
9	-12.77785	-11.12711	-1.650743	0	0.551916	0.599843
10	-13.02242	-11.0965	-1.92592	0	0.551916	0.805009
11	-14.28944	-10.81575	-3.47369	0	1.34838	1.16253
12	-13.39902	-10.91894	-2.480082	0	1.08286	0.687239
13	-13.68413	-12.38407	-1.300062	0	0.20306	0.687239
14	-13.89514	-13.33813	-0.5570089	0	0.163137	0.173158
15	-13.87051	-12.72397	-1.146541	0	0.163137	0.6127
16	-13.66575	-12.93008	-0.735672	0	0.163137	0.306365
17	-12.81873	-11.79054	-1.028182	0	0.381226	0.306365
18	-12.95455	-11.40419	-1.550357	0	0.770548	0.306365
19	-13.02692	-11.18876	-1.838165	0	0.500864	0.790633
20	-13.51016	-12.78594	-0.7242149	0	0.358828	0.102133
21	-13.14305	-11.69482	-1.448223	0	0.778748	0.222016
22	-17.18722	-13.76042	-3.426806	0	2.25394	0.222016
23	-15.28663	-12.33438	-2.952258	0	1.77905	0.343088
24	-15.28663	-12.33438	-2.952258	0	1.77905	0.343088
25	-15.74362	-12.97523	-2.768385	0	1.77905	0.205996
26	-15.23956	-12.21064	-3.028923	0	1.79294	0.386355
27	-13.94741	-10.79027	-3.157147	0	1.20836	1.06654
28	-13.43534	-10.91852	-2.51682	0	0.730944	1.06654
29	-13.08025	-10.89089	-2.189361	0	0.730944	0.822397
30	-14.42026	-11.82883	-2.591429	0	0.416877	1.43624
31	-13.36572	-11.44774	-1.917986	0	0.416877	0.934133
32	-13.36572	-11.44774	-1.917986	0	0.416877	0.934133
33	-12.71364	-11.48422	-1.229421	0	0.451553	0.386077
34	-13.12448	-12.20627	-0.9182062	0	0.451553	0.154043
35	-13.75582	-10.81774	-2.938082	0	1.17618	0.935389
36	-13.30698	-11.40214	-1.904833	0	0.4287	0.912503
37	-13.02222	-10.91984	-2.10238	0	0.863219	0.625271
38	-13.02222	-10.91984	-2.10238	0	0.863219	0.625271
39	-13.02222	-10.91984	-2.10238	0	0.863219	0.625271
40	-12.8606	-10.96357	-1.897031	0	0.710115	0.625271
41	-14.07058	-10.94255	-3.128029	0	0.835264	1.41793
42	-12.97798	-10.93269	-2.045293	0	0.835264	0.610663
43	-13.08038	-11.58939	-1.490989	0	0.350497	0.682153
44	-13.14289	-12.35948	-0.783412	0	0.312431	0.192665
45	-13.68698	-12.65404	-1.032934	0	0.17082	0.520314
46	-13.06605	-11.8556	-1.210452	0	0.290436	0.533052
47	-12.81914	-11.46129	-1.357859	0	0.40034	0.533052
48	-13.26371	-11.15256	-2.111154	0	0.540837	0.954195
49	-13.46226	-10.78711	-2.675145	0	0.961336	0.954195
50	-13.54921	-10.7841	-2.765114	0	1.02842	0.954195
51	-13.77694	-11.27801	-2.498926	0	0.550301	1.23384
52	-13.71694	-11.03665	-2.680291	0	0.685523	1.23384
53	-12.82232	-11.55554	-1.266779	0	0.376895	0.488588
54	-12.70603	-11.1923	-1.513724	0	0.561012	0.488588
55	-12.87204	-11.6414	-1.230641	0	0.349952	0.488588
56	-14.11824	-11.14921	-2.969028	0	0.687435	1.44721
57	-15.28066	-10.85175	-4.428909	0	1.24724	1.97585
58	-14.19352	-10.77546	-3.418066	0	1.24724	1.22219
59	-13.74307	-10.95462	-2.788449	0	1.24724	0.752764
60	-12.73914	-11.58883	-1.15031	0	0.452805	0.325842
61	-12.73836	-11.58596	-1.1524	0	0.454364	0.325842
62	-13.74719	-11.23402	-2.513174	0	0.56857	1.2262
63	-13.08323	-10.91222	-2.171008	0	0.702979	0.836678
64	-13.34687	-11.65796	-1.688915	0	0.343541	0.836678
65	-13.29151	-11.57245	-1.719066	0	0.366021	0.836678
66	-13.76919	-13.20524	-0.5639446	0	0.19911	0.142356
67	-13.87828	-12.40529	-1.47299	0	0.207513	0.811718
68	-15.51931	-13.29103	-2.228276	0	0.175223	1.40713
69	-17.30276	-13.9897	-3.313061	0	0.209527	2.18162
70	-16.72467	-13.11874	-3.605927	0	0.338492	2.27101
71	-13.81928	-10.84778	-2.971501	0	0.880988	1.2555
72	-14.16806	-11.02949	-3.138574	0	0.78253	1.47852
73	-14.88022	-11.24009	-3.640123	0	0.78253	1.85247
74	-13.31824	-12.35407	-0.9641735	0	0.214016	0.425852
75	-13.22046	-12.06728	-1.153183	0	0.249749	0.531041
76	-12.7983	-11.42374	-1.374556	0	0.415056	0.530784
77	-13.61315	-11.02969	-2.583454	0	0.671418	1.17575
78	-14.03491	-11.04343	-2.991474	0	0.743776	1.4076
79	-13.82652	-10.94499	-2.881536	0	1.27808	0.791329
80	-14.78959	-11.3284	-3.461182	0	1.71025	0.791329
81	-13.03239	-10.90558	-2.126812	0	0.715377	0.791329
82	-13.50749	-10.78946	-2.718029	0	1.02104	0.926461
83	-13.55713	-11.1191	-2.438026	0	1.18364	0.555097
84	-13.07572	-11.22954	-1.846178	0	0.904698	0.392773
85	-13.72126	-10.84051	-2.880744	0	0.86963	1.19919
86	-12.73745	-11.49007	-1.247376	0	0.4227	0.428317
87	-12.95725	-11.33786	-1.619394	0	0.432473	0.695913
88	-13.61168	-10.96968	-2.642	0	1.19491	0.695913
89	-14.65787	-11.30582	-3.352046	0	1.65845	0.761763
90	-14.40485	-11.19592	-3.208932	0	1.55175	0.761763
91	-14.39365	-11.19119	-3.202459	0	1.54692	0.761763
92	-14.81156	-10.78055	-4.031007	0	1.3266	1.59983
93	-14.95739	-10.78941	-4.167981	0	1.42873	1.59983
94	-14.66745	-11.23154	-3.435906	0	0.745245	1.73749
95	-12.73647	-11.13151	-1.604953	0	0.645323	0.472296
96	-12.82964	-11.66689	-1.162757	0	0.536808	0.251119
97	-13.33066	-11.76179	-1.568873	0	0.875639	0.21508
98	-13.80943	-11.60509	-2.204337	0	1.22668	0.337829
99	-12.97799	-11.8425	-1.135483	0	0.569208	0.198385
100	-13.45425	-10.98149	-2.472763	0	1.1248	0.639838
101	-13.00313	-11.14185	-1.861281	0	0.52475	0.783982
102	-13.92622	-11.09643	-2.829797	0	0.68429	1.34655
103	-14.04616	-10.81262	-3.233534	0	0.985307	1.34655
104	-13.29949	-10.83972	-2.459775	0	0.985307	0.769648
105	-13.29945	-10.83972	-2.459736	0	0.985278	0.769648
106	-14.17525	-11.23558	-2.939672	0	0.645594	1.46716
107	-15.90671	-10.93583	-4.970875	0	1.26426	2.36292
108	-12.95671	-10.96416	-1.992557	0	0.653634	0.752975
109	-13.05361	-10.86736	-2.186255	0	0.798051	0.752975
110	-12.92579	-11.25424	-1.671549	0	0.798051	0.369221
111	-13.87571	-10.77511	-3.100601	0	1.02814	1.2046
112	-13.70635	-11.22429	-2.482052	0	0.566961	1.2046
113	-14.85629	-10.7816	-4.074694	0	1.35234	1.60667
114	-15.08134	-10.78869	-4.292645	0	1.39206	1.72944
115	-14.28575	-10.83737	-3.448377	0	1.00726	1.48478
116	-14.19755	-10.94659	-3.250961	0	0.860067	1.48478
117	-14.35675	-10.80292	-3.553836	0	1.08588	1.48478
118	-12.83525	-11.19746	-1.637793	0	0.499263	0.642841
119	-13.57774	-10.78991	-2.787823	0	1.06092	0.938622
120	-13.72867	-10.81072	-2.917947	0	1.15794	0.938622
