Species,Accession#,Individual,AOI # (Sample per Replicate),Tissue,Measurement Date,Time,Fo,Fm,Ft,F'm,Fo',Fv/Fm,φPSII,ΦNPQ,"Φf,D",NPQ,1-qP,Comments,exclude,
C_costaricensis,CUCO,B,6,haustorium,2018-05-25,2:25:32 PM,0.0475,0.1015,0.048,0.0588,0.035451919,0.532019704,0.183673469,0.343420127,0.472906404,0.726190476,0.537435212,,,
C_sandwichiana,155,D,3,haustorium,2018-01-25,1:21:03 PM,0.0632,0.1598,0.0828,0.1015,0.051500786,0.604505632,0.184236453,0.297615862,0.518147685,0.574384236,0.625994119,,,
C_cephalanthii,1567,F,7,seed (old),2018-05-29,12:23:38 PM,0.2804,0.6225,0.2618,0.3211,0.197075295,0.549558233,0.184677671,0.39476008,0.420562249,0.938648396,0.521869452,,,
C_gracillima,CUGR,C,4,young,2018-07-06,12:55:48 PM,0.0451,0.1098,0.0191,0.0235,0.017979573,0.589253188,0.187234043,0.638813316,0.173952641,3.672340426,0.202960154,,,
C_monogyna,CUMO,D,2,flower,2018-02-16,3:51:56 PM,0.075,0.2353,0.0966,0.1191,0.057209072,0.681257969,0.188916877,0.400543387,0.410539737,0.975650714,0.636457221,,,
C_sandwichiana,155,C,2,old,2017-12-13,3:46:17 PM,0.0338,0.0701,0.0382,0.0471,0.027358369,0.517831669,0.18895966,0.266104534,0.544935806,0.488322718,0.549176045,,,
Ipomoea_nil,IPNI,E,1,young,2018-04-19,3:22:18 PM,0.223,0.7132,0.2127,0.2623,0.145041,0.687324734,0.189096454,0.512670231,0.298233315,1.719024018,0.57700475,,,
C_tasmanica,ss.17.15,D,2,haustorium,2018-05-03,1:52:11 PM,0.0642,0.2539,0.1642,0.2025,0.06032805,0.747144545,0.189135802,0.164152894,0.646711304,0.25382716,0.730607901,,,
C_monogyna,CUMO,D,3,haustorium,2018-03-08,11:37:26 AM,0.0745,0.1363,0.0804,0.0993,0.061894382,0.453411592,0.190332326,0.219792399,0.589875275,0.372608258,0.494728299,,,
C_polygonorum,1705,A,7,flower,2018-01-25,10:20:42 AM,0.0814,0.1853,0.125,0.1544,0.074822061,0.560712358,0.190414508,0.135003733,0.674581759,0.200129534,0.630550874,,,
C_californica,ss.17.105 ,D,2,flower,2018-07-06,2:13:32 PM,0.075,0.1784,0.1103,0.1363,0.066380305,0.579596413,0.190755686,0.190970771,0.618273543,0.308877476,0.628144831,,,
C_cephalanthii,1567,D,8,seed,2018-04-19,5:03:34 PM,0.1358,0.3838,0.1412,0.1745,0.095338831,0.64616988,0.190830946,0.441269107,0.367899948,1.199426934,0.579339206,,,
C_compacta,1566,D,3,seed,2018-03-23,3:29:35 PM,0.1186,0.2838,0.1309,0.1618,0.090182997,0.58210007,0.190976514,0.347783176,0.46124031,0.754017305,0.568538215,,,
C_costaricensis,CUCO,C,2,haustorium,2018-05-25,3:09:23 PM,0.0907,0.2,0.0809,0.1,0.062401101,0.5465,0.191,0.4045,0.4045,1,0.492006404,,,
C_tasmanica,ss.17.15,B,1,haustorium,2018-04-17,2:21:56 PM,0.0093,0.0319,0.0127,0.0157,0.007149333,0.70846395,0.191082803,0.410798075,0.398119122,1.031847134,0.649150175,,,
Ipomoea_nil,IPNI,D,1,young,2018-04-19,1:07:38 PM,0.2044,0.7191,0.2294,0.2838,0.142341685,0.715755806,0.191684285,0.489305842,0.319009873,1.533826638,0.615434413,,,
C_polygonorum,1705,D,3,old,2018-07-06,11:37:37 AM,0.0299,0.0721,0.0333,0.0412,0.022806559,0.585298197,0.191747573,0.346393897,0.46185853,0.75,0.570499068,,,
C_sandwichiana,155,C,2,haustorium,2017-12-13,3:55:12 PM,0.1324,0.3387,0.1485,0.1838,0.09959067,0.609093593,0.192056583,0.369502318,0.438441098,0.842763874,0.580806542,,,
Ipomoea_nil,IPNI,A,2,old,2018-04-19,11:31:34 AM,0.1696,0.5397,0.2162,0.2676,0.128530311,0.685751343,0.192077728,0.40732935,0.400592922,1.016816143,0.630401131,,,
C_monogyna,CUMO,D,4,seed,2018-02-16,3:51:56 PM,0.0412,0.0946,0.0475,0.0588,0.032564992,0.56448203,0.192176871,0.305708964,0.502114165,0.608843537,0.569277817,,,
Ipomoea_nil,IPNI,B,2,seed,2018-05-25,5:19:57 PM,0.1598,0.6176,0.3647,0.452,0.145963226,0.741256477,0.193141593,0.216346749,0.590511658,0.366371681,0.714740164,,,
C_gracillima,CUGR,C,4,old,2018-07-06,1:05:03 PM,0.0186,0.0446,0.0162,0.0201,0.012331496,0.582959641,0.194029851,0.44274145,0.3632287,1.218905473,0.497972822,,,
C_tasmanica,ss.17.15,C,3,old,2018-05-29,1:24:33 PM,0.0083,0.0142,0.0083,0.0103,0.006795936,0.415492958,0.194174757,0.2213182,0.584507042,0.378640777,0.429234213,,,
C_australis,1382,C,2,seed,2018-01-25,10:33:13 AM,0.1672,0.5216,0.2799,0.3475,0.144063548,0.679447853,0.194532374,0.268849528,0.536618098,0.501007194,0.667709502,,,
C_gracillima,CUGR,C,1,young,2018-07-06,12:55:48 PM,0.0299,0.0662,0.0181,0.0225,0.015927747,0.548338369,0.195555556,0.531030547,0.273413897,1.942222222,0.330518818,,,
C_cephalanthii,1567,D,7,flower,2018-04-03,4:33:24 PM,0.1534,0.5672,0.2515,0.3127,0.125725885,0.72954866,0.195714743,0.360879052,0.443406206,0.813879117,0.672681965,,,
C_cephalanthii,1567,G,1,young,2018-04-03,5:15:39 PM,0.0814,0.1946,0.052,0.0647,0.044243448,0.581706064,0.196290572,0.536494629,0.2672148,2.007727975,0.379172011,,,
C_sandwichiana,155,B,3,old,2018-01-25,12:49:08 PM,0.0279,0.0554,0.0319,0.0397,0.023266273,0.496389892,0.196473552,0.227714174,0.575812274,0.395465995,0.525366329,,,
Ipomoea_nil,IPNI,B,2,young,2018-04-19,11:42:08 AM,0.1868,0.7,0.2083,0.2593,0.128513487,0.733142857,0.196683378,0.505745193,0.297571429,1.699575781,0.610051535,,,
C_epithymum,CUEP,C,3,haustorium,2018-05-29,2:14:27 PM,0.0402,0.0696,0.05,0.0623,0.037651779,0.422413793,0.197431782,0.084177414,0.718390805,0.11717496,0.500978188,,,
Ipomoea_nil,IPNI,A,1,seed,2018-06-26,5:05:47 PM,0.0441,0.202,0.1069,0.1333,0.039639884,0.781683168,0.198049512,0.272742567,0.529207921,0.515378845,0.718129754,,,
Ipomoea_nil,IPNI,E,1,fruit,2018-05-25,3:55:26 PM,0.1118,0.4735,0.2221,0.277,0.095760494,0.763885956,0.198194946,0.332744864,0.46906019,0.709386282,0.69708591,,,
Ipomoea_nil,IPNI,A,1,young,2018-05-01,10:28:32 AM,0.2368,0.8034,0.1961,0.2446,0.141511361,0.705252676,0.198282911,0.557629462,0.244087628,2.284546198,0.529531086,,,
C_australis,1382,B,2,old,2017-12-13,3:17:31 PM,0.0363,0.076,0.0314,0.0392,0.025062331,0.522368421,0.198979592,0.387862513,0.413157895,0.93877551,0.448282464,,,
C_costaricensis,CUCO,C,4,haustorium,2018-05-25,3:09:23 PM,0.0833,0.2255,0.1162,0.1451,0.069146677,0.63059867,0.199172984,0.285527681,0.515299335,0.55410062,0.61950315,,,
C_tasmanica,ss.17.15,A,5,haustorium,2018-04-17,3:29:24 PM,0.0377,0.1471,0.0824,0.1029,0.033961306,0.743711761,0.199222546,0.2406143,0.560163154,0.429543246,0.702634345,,,
C_epithymum,CUEP,D,2,seed,8/20/18,17:50:06,0.0451,0.1235,0.0549,0.0686,0.034900308,0.634817814,0.199708455,0.355757132,0.444534413,0.800291545,0.593468098,,,
C_australis,1382,-,1,seedling,2017-11-02,3:16:57 PM,0.0951,0.3632,0.0392,0.049,0.035498623,0.738160793,0.2,0.692070485,0.107929515,6.412244898,0.274148087,,,
C_tasmanica,ss.17.15,B,3,haustorium,2018-04-17,2:21:56 PM,0.0539,0.2441,0.1441,0.1804,0.050001422,0.779188857,0.201219512,0.208448657,0.590331831,0.353104213,0.721622731,,,
C_cephalanthii,1567,D,2,young,2018-03-08,4:06:19 PM,0.0936,0.2926,0.0966,0.1211,0.064417367,0.680109364,0.202312139,0.467544321,0.330143541,1.416184971,0.567768845,,,
C_tasmanica,ss.17.15,B,3,haustorium,2018-03-15,4:54:21 PM,0.0338,0.1059,0.0657,0.0824,0.030980038,0.680830973,0.202669903,0.176933497,0.620396601,0.285194175,0.675223411,,,
C_californica,ss.17.105 ,C,4,flower,2018-05-25,1:42:20 PM,0.052,0.1314,0.0578,0.0725,0.03934913,0.604261796,0.202758621,0.357363145,0.439878234,0.812413793,0.556572726,,,
C_tasmanica,ss.17.15,B,2,haustorium,2018-03-15,4:54:21 PM,0.052,0.1324,0.0652,0.0819,0.041862178,0.607250755,0.203907204,0.303645666,0.49244713,0.616605617,0.582894393,,,
C_indecora,ss.16.77,A,2,haustorium,2017-12-13,1:34:11 PM,0.0235,0.0618,0.0324,0.0407,0.019630173,0.6197411,0.203931204,0.271796951,0.524271845,0.518427518,0.606071755,,,
C_californica,ss.17.105 ,B,4,old,2018-05-29,3:42:33 PM,0.0034,0.0074,0.0039,0.0049,0.002754334,0.540540541,0.204081633,0.26889134,0.527027027,0.510204082,0.53394419,,,
C_epithymum,CUEP,D,4,flower,8/20/18,18:10:01,0.0034,0.0078,0.0039,0.0049,0.002702745,0.564102564,0.204081633,0.295918367,0.5,0.591836735,0.5448866,,,
C_tasmanica,ss.17.15,-,3,seedling,8/24/18,12:55:20,0.0059,0.0132,0.0078,0.0098,0.005107911,0.553030303,0.204081633,0.205009276,0.590909091,0.346938776,0.573750663,,,
C_sandwichiana,155,B,2,haustorium,2018-01-25,12:57:24 PM,0.025,0.0426,0.0304,0.0382,0.023417102,0.41314554,0.204188482,0.082196495,0.713615023,0.115183246,0.47236326,,,
C_tasmanica,ss.17.15,B,3,young,2018-04-17,1:55:52 PM,0.0088,0.0157,0.0074,0.0093,0.006350457,0.439490446,0.204301075,0.324361345,0.47133758,0.688172043,0.355832374,,,
C_costaricensis,CUCO,B,5,old,2018-05-25,2:16:35 PM,0.0064,0.0103,0.0074,0.0093,0.005999178,0.378640777,0.204301075,0.077252323,0.718446602,0.107526882,0.424385804,,,
C_monogyna,CUMO,C,1,haustorium,2018-01-25,10:58:25 AM,0.0588,0.1691,0.0686,0.0863,0.044090491,0.652276759,0.205098494,0.389224392,0.405677114,0.959443801,0.580663215,,,
C_indecora,ss.16.77,A,6,seed,2018-01-15,10:19:56 AM,0.0632,0.1603,0.0701,0.0882,0.047795778,0.605739239,0.20521542,0.357479527,0.437305053,0.817460317,0.552027014,,,
C_gracillima,CUGR,C,3,old,2018-07-06,1:05:03 PM,0.0623,0.1441,0.0456,0.0574,0.03768843,0.567661346,0.205574913,0.477978175,0.316446912,1.510452962,0.40136681,,,
C_indecora,ss.16.77,B,2,fruit,2018-01-25,12:25:31 PM,0.0505,0.1407,0.0868,0.1093,0.0457796,0.641080313,0.205855444,0.177229133,0.616915423,0.287282708,0.645783085,,,
C_tasmanica,ss.17.15,A,1,haustorium,2018-04-17,3:29:24 PM,0.1025,0.2779,0.1191,0.15,0.077976677,0.631162289,0.206,0.365428571,0.428571429,0.852666667,0.570972311,,,
Ipomoea_nil,IPNI,E,1,old,2018-04-19,3:45:54 PM,0.1436,0.4505,0.2279,0.2873,0.121584765,0.681243063,0.206752523,0.287365124,0.505882353,0.568047337,0.641553778,,,
C_cephalanthii,1567,G,2,old,2018-04-03,5:27:45 PM,0.0201,0.0382,0.0206,0.026,0.016119992,0.47382199,0.207692308,0.253040677,0.539267016,0.469230769,0.45344176,,,
C_denticulata,ss.13.46,D,6,haustorium,2018-06-22,4:57:03 PM,0.0529,0.152,0.0819,0.1034,0.045463175,0.651973684,0.207930368,0.253253843,0.538815789,0.470019342,0.628906142,,,
C_polygonorum,1705,D,1,old,2018-07-06,11:37:37 AM,0.0392,0.1049,0.0598,0.0755,0.034220384,0.626310772,0.20794702,0.22198625,0.57006673,0.389403974,0.619667003,,,
C_indecora,ss.16.77,B,1,fruit,2018-01-25,12:25:31 PM,0.1044,0.4598,0.2569,0.3245,0.095371165,0.772944759,0.208320493,0.232958324,0.558721183,0.416949153,0.704969477,,,
C_cephalanthii,1567,D,4,old,2018-04-03,4:18:12 PM,0.0525,0.1088,0.0485,0.0613,0.038212195,0.517463235,0.208809135,0.345418806,0.445772059,0.774877651,0.445594771,,,
Ipomoea_nil,IPNI,B,1,seed,2018-05-25,5:19:57 PM,0.1426,0.5431,0.3206,0.4054,0.130923627,0.737433254,0.209176122,0.200509019,0.590314859,0.339664529,0.691048088,,,
C_sandwichiana,155,B,1,haustorium,2018-01-25,12:57:24 PM,0.1103,0.276,0.1593,0.2015,0.096100493,0.600362319,0.20942928,0.213396807,0.577173913,0.369727047,0.599618621,,,
C_monogyna,CUMO,D,2,seed,2018-02-16,3:51:56 PM,0.0534,0.1284,0.0623,0.0789,0.042350089,0.58411215,0.210392902,0.304404605,0.485202492,0.627376426,0.545826522,,,
C_indecora,ss.16.77,B,2,seed,2018-01-25,12:25:31 PM,0.0892,0.3809,0.2147,0.2721,0.081562604,0.7658178,0.210951856,0.22538314,0.563665004,0.399852995,0.698746802,,,
Ipomoea_nil,IPNI,E,1,leaf,2018-05-03,3:02:35 PM,0.2015,0.8113,0.1848,0.2343,0.125027789,0.751633181,0.211267606,0.560949823,0.227782571,2.462654716,0.547002853,,,
C_polygonorum,1705,X,6,fruit,2017-11-02,11:20:52 AM,0.1578,0.4471,0.1765,0.224,0.11675716,0.647058824,0.212053571,0.393180157,0.394766272,0.995982143,0.557079988,,,
C_australis,1382,B,3,old,2017-12-13,3:17:31 PM,0.0544,0.1324,0.0471,0.0598,0.03629515,0.589123867,0.212374582,0.431885237,0.355740181,1.214046823,0.45968599,,,
C_gracillima,CUGR,A,4,young,2018-07-06,1:21:34 PM,0.0382,0.073,0.0343,0.0436,0.028236495,0.476712329,0.213302752,0.316834234,0.469863014,0.674311927,0.394669372,,,
C_cephalanthii,1567,D,2,young,2018-02-16,2:57:26 PM,0.025,0.0426,0.0328,0.0417,0.024687312,0.41314554,0.213429257,0.016617692,0.769953052,0.021582734,0.476861023,,,
Ipomoea_nil,IPNI,B,1,seed,2018-07-06,1:58:18 PM,0.0799,0.3926,0.2539,0.3235,0.076571362,0.796484972,0.215146832,0.138138956,0.646714213,0.213601236,0.71813719,,,
C_tasmanica,ss.17.15,A,4,young,2018-04-17,2:43:56 PM,0.0191,0.0397,0.0142,0.0181,0.012133607,0.518891688,0.215469613,0.426847767,0.35768262,1.193370166,0.346338723,,,
C_gracillima,CUGR,A,2,young,2018-07-06,1:21:34 PM,0.0127,0.023,0.0142,0.0181,0.01104844,0.447826087,0.215469613,0.167139082,0.617391304,0.270718232,0.446930891,,,
C_costaricensis,CUCO,C,4,old,2018-05-25,2:54:09 PM,0.0064,0.0093,0.0069,0.0088,0.006159172,0.311827957,0.215909091,0.042155425,0.741935484,0.056818182,0.280528641,,,
C_indecora,ss.16.77,D,2,flower,2018-02-16,3:35:35 PM,0.0912,0.3059,0.1637,0.2088,0.080095203,0.701863354,0.215996169,0.248861628,0.535142203,0.465038314,0.649585709,,,
C_epithymum,CUEP,C,1,haustorium,2018-05-29,2:14:27 PM,0.073,0.1461,0.0784,0.1,0.059333085,0.500342231,0.216,0.247381246,0.536618754,0.461,0.468855705,,,
C_gracillima,CUGR,B,3,young,2018-07-06,10:33:15 AM,0.0196,0.0593,0.0196,0.025,0.013484903,0.669477234,0.216,0.453477234,0.330522766,1.372,0.531050398,,,
C_tasmanica,ss.17.15,B,2,old,2017-12-21,12:02:39 PM,0.0069,0.0186,0.0127,0.0162,0.006540544,0.629032258,0.216049383,0.101154918,0.682795699,0.148148148,0.637660769,,,
C_cephalanthii,1567,D,5,seed,2018-04-19,5:03:34 PM,0.1402,0.4804,0.1417,0.1809,0.094527028,0.708159867,0.216694306,0.488343163,0.294962531,1.655610835,0.546154325,,,
C_polygonorum,1705,A,1,young,2018-01-25,9:48:59 AM,0.0201,0.0431,0.023,0.0294,0.016511733,0.533642691,0.217687075,0.248670234,0.533642691,0.465986395,0.503424298,,,
C_polygonorum,1705,X,3,seed,2017-11-02,11:20:52 AM,0.2152,0.6005,0.2436,0.3118,0.161583641,0.641631973,0.218729955,0.375608097,0.405661948,0.925914047,0.545988197,,,
C_costaricensis,CUCO,B,4,haustorium,2018-05-25,2:25:32 PM,0.0647,0.1662,0.0873,0.1118,0.05439617,0.610709988,0.219141324,0.255587918,0.525270758,0.486583184,0.573199209,,,
C_denticulata,ss.13.46,A,5,young,2018-05-29,11:11:53 AM,0.0103,0.0157,0.0103,0.0132,0.009161646,0.343949045,0.21969697,0.124252075,0.656050955,0.189393939,0.281885564,,,
C_tasmanica,ss.17.15,B,1,haustorium,2018-03-15,4:54:21 PM,0.0647,0.1946,0.0917,0.1176,0.053133253,0.667523124,0.220238095,0.308538883,0.471223022,0.654761905,0.598242489,,,
C_tasmanica,ss.17.15,B,2,old,2018-03-15,4:32:42 PM,0.0142,0.0294,0.0191,0.0245,0.012949132,0.517006803,0.220408163,0.129931973,0.649659864,0.2,0.532502685,,,
C_sandwichiana,155,C,3,haustorium,2017-12-13,3:55:12 PM,0.1098,0.3103,0.2049,0.263,0.103230476,0.646148888,0.220912548,0.118758738,0.660328714,0.179847909,0.636351172,,,
C_tasmanica,ss.17.15,C,2,haustorium,2018-05-29,1:36:57 PM,0.0814,0.2255,0.0897,0.1152,0.060492489,0.63902439,0.221354167,0.380863128,0.397782705,0.957465278,0.533884848,,,
C_californica,ss.17.105 ,E,1,old,2018-05-25,6:05:05 PM,0.0127,0.0324,0.0172,0.0221,0.010738275,0.608024691,0.221719457,0.247416345,0.530864198,0.466063348,0.568727468,,,
C_tasmanica,ss.17.15,C,1,young,2018-05-29,1:12:22 PM,0.0172,0.0363,0.0172,0.0221,0.01318562,0.526170799,0.221719457,0.304451342,0.473829201,0.642533937,0.450326313,,,
C_tasmanica,ss.17.15,B,2,haustorium,2018-04-17,2:21:56 PM,0.0887,0.3495,0.1819,0.2338,0.078802909,0.74620887,0.221984602,0.257557601,0.520457797,0.494867408,0.665155005,,,
C_polygonorum,1705,D,2,old,2018-07-06,11:37:37 AM,0.0701,0.1985,0.1064,0.1368,0.060468656,0.646851385,0.222222222,0.241757627,0.536020151,0.451023392,0.601736345,,,
C_denticulata,ss.13.46,D,2,old,2018-06-22,4:47:32 PM,0.023,0.0539,0.0343,0.0441,0.021007908,0.573283859,0.222222222,0.141414141,0.636363636,0.222222222,0.57561229,,,
C_epithymum,CUEP,D,4,seed,8/20/18,17:50:06,0.0564,0.1539,0.0686,0.0882,0.044305347,0.633528265,0.222222222,0.332033788,0.44574399,0.744897959,0.553476365,,,
Ipomoea_nil,IPNI,B,3,seed,2018-05-25,5:19:57 PM,0.1373,0.5441,0.3118,0.401,0.125957444,0.747656681,0.22244389,0.204499686,0.573056423,0.356857855,0.67568655,,,
C_polygonorum,1705,B,4,old,2017-12-13,2:09:18 PM,0.0338,0.0691,0.0328,0.0422,0.025766089,0.510853835,0.222748815,0.3025768,0.474674385,0.637440758,0.428011977,,,
C_compacta,1566,A,2,old,2017-11-15,11:48:47 AM,0.0279,0.049,0.0324,0.0417,0.025371086,0.430612245,0.223021583,0.115753927,0.66122449,0.175059952,0.430458129,,,
C_polygonorum,1705,D,1,haustorium,2018-07-06,12:10:49 PM,0.1245,0.3436,0.174,0.224,0.104318218,0.63766007,0.223214286,0.27038292,0.506402794,0.533928571,0.582225473,,,
C_sandwichiana,155,C,3,young,2017-12-13,3:38:43 PM,0.0353,0.0755,0.0358,0.0461,0.027191977,0.532450331,0.223427332,0.302400483,0.474172185,0.637744035,0.455257685,,,
Ipomoea_nil,IPNI,D,1,old,2018-04-19,13:34:54,0.1534,0.5539,0.2735,0.3525,0.13244324,0.723054703,0.224113475,0.282115086,0.493771439,0.571347518,0.641001712,,,
C_denticulata,ss.13.46,D,1,old,2018-06-22,4:47:32 PM,0.0225,0.0529,0.0338,0.0436,0.020628496,0.574669187,0.224770642,0.136287959,0.638941399,0.213302752,0.573384494,,,
C_epithymum,CUEP,D,3,flower,8/20/18,17:36:48,0.0142,0.0358,0.0186,0.024,0.01188266,0.603351955,0.225,0.255446927,0.519553073,0.491666667,0.554357639,,,
C_californica,ss.17.105,A,1,old,2018-05-03,3:45:01 PM,0.0627,0.2848,0.0475,0.0613,0.03478147,0.779845506,0.225122349,0.608093943,0.166783708,3.646003263,0.47960916,,,
C_cephalanthii,1567,D,1,flower,2018-04-19,5:03:34 PM,0.048,0.123,0.0475,0.0613,0.034463191,0.609756098,0.225122349,0.388698789,0.386178862,1.006525285,0.485780892,,,
C_californica,ss.17.105 ,B,2,haustorium,2018-05-29,4:03:02 PM,0.0382,0.1093,0.052,0.0672,0.031338303,0.650503202,0.226190476,0.298054721,0.475754803,0.626488095,0.576149444,,,
C_gracillima,CUGR,A,5,young,2018-07-06,1:21:34 PM,0.0265,0.0539,0.0201,0.026,0.017347705,0.508348794,0.226923077,0.400164122,0.372912801,1.073076923,0.318099976,,,
C_cephalanthii,1567,D,8,flower,2018-04-03,4:33:24 PM,0.1358,0.5255,0.2255,0.2917,0.11249859,0.741579448,0.226945492,0.34393938,0.429115128,0.801508399,0.630583264,,,
Ipomoea_nil,IPNI,E,2,seed,2018-05-25,3:55:26 PM,0.0676,0.3348,0.1799,0.2328,0.062105729,0.798088411,0.227233677,0.2354306,0.537335723,0.43814433,0.690089189,,,
C_tasmanica,ss.17.15,D,3,haustorium,2018-05-03,1:52:11 PM,0.0475,0.1828,0.1083,0.1402,0.044024084,0.740153173,0.227532097,0.180017137,0.592450766,0.303851641,0.668316132,,,
C_cephalanthii,1567,F,5,seed (old),2018-05-29,12:23:38 PM,0.2382,0.6206,0.2608,0.3377,0.180244577,0.616177892,0.227716908,0.352044613,0.420238479,0.837725792,0.511607803,,,
C_cephalanthii,1567,D,12,seed,2018-04-19,5:03:34 PM,0.1554,0.5838,0.1461,0.1892,0.099925023,0.73381295,0.227801268,0.521941794,0.250256937,2.085623679,0.517221942,,,
C_denticulata,ss.13.46,B,3,old,2018-06-20,1:09:13 PM,0.0059,0.0162,0.0098,0.0127,0.005361836,0.635802469,0.228346457,0.166715272,0.604938272,0.275590551,0.604805792,,,
