Date.Extracted,Date.Run,Sample..,Subgenus,Species,Sample.Name,Accession.No,Tissue.code,Replicate,Weight..g.,FW.mg.,Dil..ul.,Inj.vol..ul.,Conversion,Pigment,FW.norm,Tissue.code_names,Subgenus.Tissue,Subgenus.Pigment,logFW.norm
7/10/18,7/11/18,AS-272,Grammica,C_californica,17105Dy,ss17-105,y,1,0.0518,51.8,1250,100,0.241312741,Violaxanthin,12.12049708853894,Young,Grammica__Young,Grammica__Violaxanthin,2.494898001956461
7/11/18,7/11/18,AS-312,Grammica,C_californica,17105Ey,ss17-105,y,1,0.0168,16.8,950,100,0.56547619,Violaxanthin,14.4708240949569,Young,Grammica__Young,Grammica__Violaxanthin,2.6721344978987607
6/5/18,6/11/18,AS-63,Grammica,C_californica,17105Do,ss17-105,o,1,0.049,49,2050,100,0.418367347,Violaxanthin,3.03288714330098,Old,Grammica__Old,Grammica__Violaxanthin,1.1095150513918945
6/5/18,6/11/18,AS-64,Grammica,C_californica,17105Do,ss17-105,o,2,0.0442,44.2,2050,100,0.463800905,Violaxanthin,3.47946685537335,Old,Grammica__Old,Grammica__Violaxanthin,1.2468791083107968
6/11/18,6/11/18,AS-102,Grammica,C_californica,17105Ao,ss17-105,o,1,0.0448,44.8,1250,100,0.279017857,Violaxanthin,3.1376060251792595,Old,Grammica__Old,Grammica__Violaxanthin,1.1434601286441877
6/11/18,6/11/18,AS-103,Grammica,C_californica,17105Ao,ss17-105,o,2,0.0492,49.2,1250,100,0.254065041,Violaxanthin,2.7880055932671897,Old,Grammica__Old,Grammica__Violaxanthin,1.0253265349575946
6/13/18,6/13/18,AS-146,Grammica,C_californica,17105Co,ss17-105,o,1,0.0465,46.5,1250,100,0.268817204,Violaxanthin,3.78689784522104,Old,Grammica__Old,Grammica__Violaxanthin,1.3315471998427877
6/13/18,6/13/18,AS-147,Grammica,C_californica,17105Co,ss17-105,o,2,0.0465,46.5,1250,100,0.268817204,Violaxanthin,2.63315322285732,Old,Grammica__Old,Grammica__Violaxanthin,0.9681821100597108
6/13/18,6/13/18,AS-171,Grammica,C_californica,17105Bo,ss17-105,o,1,0.0506,50.6,1250,100,0.247035573,Violaxanthin,2.31356966288409,Old,Grammica__Old,Grammica__Violaxanthin,0.8387916836040665
6/13/18,6/13/18,AS-152,Grammica,C_californica,17105Ch,ss17-105,h,1,0.0448,44.8,1250,100,0.279017857,Violaxanthin,10.407767851814079,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,2.3425524457862283
6/13/18,6/13/18,AS-153 ,Grammica,C_californica,17105Ch,ss17-105,h,2,0.0152,15.2,1250,100,0.822368421,Violaxanthin,7.38166940742231,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.9989998335463064
6/13/18,6/13/18,AS-156,Grammica,C_californica,17105Ah,ss17-105,h,1,0.0448,44.8,1250,100,0.279017857,Violaxanthin,5.48410434987071,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.701853807811671
6/13/18,6/13/18,AS-157,Grammica,C_californica,17105Ah,ss17-105,h,2,0.0429,42.9,1250,100,0.291375291,Violaxanthin,5.7439568690586595,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.748148340258715
6/13/18,6/13/18,AS-167,Grammica,C_californica,17105Bh,ss17-105,h,1,0.05,50,1250,100,0.25,Violaxanthin,7.290415,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.986560485414578
7/2/18,6/3/18,AS-239,Grammica,C_californica,17105Eh,ss17-105,h,1,0.0431,43.1,1250,100,0.290023202,Violaxanthin,5.52673434148836,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.709597124200582
7/10/18,7/11/18,AS-298,Grammica,C_californica,17105Dh,ss17-105,h,1,0.0455,45.5,1250,100,0.274725275,Violaxanthin,6.29802473157275,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.8402360654422176
6/14/18,6/14/18,AS-179,Grammica,C_californica,17105Cf,ss17-105,f,1,0.0459,45.9,1250,100,0.272331155,Violaxanthin,5.39391885157285,Flower,Grammica__Flower,Grammica__Violaxanthin,1.6852721989414798
7/4/18,7/4/18,AS-251,Grammica,C_californica,17105Af,ss17-105,f,1,0.0549,54.9,1250,100,0.227686703,Violaxanthin,2.9002959914843,Flower,Grammica__Flower,Grammica__Violaxanthin,1.0648128322923534
7/4/18,7/4/18,AS-252,Grammica,C_californica,17105Bf,ss17-105,f,1,0.0456,45.6,1250,100,0.274122807,Violaxanthin,3.16013431997319,Flower,Grammica__Flower,Grammica__Violaxanthin,1.1506145646603063
7/4/18,7/4/18,AS-253,Grammica,C_californica,17105Bf,ss17-105,f,2,0.0521,52.1,1250,100,0.239923225,Violaxanthin,3.7091554769259996,Flower,Grammica__Flower,Grammica__Violaxanthin,1.3108042434152976
7/10/18,7/11/18,AS-279,Grammica,C_californica,17105Df,ss17-105,f,1,0.0484,48.4,1250,100,0.258264463,Violaxanthin,3.9982954574882004,Flower,Grammica__Flower,Grammica__Violaxanthin,1.3858681596810092
7/10/18,7/11/18,AS-280,Grammica,C_californica,17105Ef,ss17-105,f,1,0.0462,46.2,1250,100,0.270562771,Violaxanthin,4.71665044052254,Flower,Grammica__Flower,Grammica__Violaxanthin,1.5510989164448061
6/5/18,6/11/18,AS-73,Grammica,C_californica,17105Eo,ss17-105,o,1,0.0481,48.1,2050,100,0.426195426,Violaxanthin,2.6845836786026998,Old,Grammica__Old,Grammica__Violaxanthin,0.9875256986642212
6/5/18,6/11/18,AS-74,Grammica,C_californica,17105Eo,ss17-105,o,2,0.0476,47.6,2050,100,0.430672269,Violaxanthin,2.48087037868374,Old,Grammica__Old,Grammica__Violaxanthin,0.9086094980602376
6/11/18,6/11/18,AS-83,Cuscuta,C_epithymum,CUEPCy,CUEP,y,1,0.0487,48.7,1250,100,0.256673511,Violaxanthin,8.22137062714506,Young,Cuscuta__Young,Cuscuta__Violaxanthin,2.106736950293134
6/11/18,6/11/18,AS-84,Cuscuta,C_epithymum,CUEPCy,CUEP,y,2,0.0417,41.7,1250,100,0.299760192,Violaxanthin,7.894400483658239,Young,Cuscuta__Young,Cuscuta__Violaxanthin,2.066153721286096
6/13/18,6/13/18,AS-160,Cuscuta,C_epithymum,CUEPBy,CUEP,y,1,0.0415,41.5,1250,100,0.301204819,Violaxanthin,9.97359035227008,Young,Cuscuta__Young,Cuscuta__Violaxanthin,2.299940644747905
6/13/18,6/13/18,AS-162,Cuscuta,C_epithymum,CUEPAy,CUEP,y,1,0.0392,39.2,1250,100,0.318877551,Violaxanthin,6.408638392446989,Young,Cuscuta__Young,Cuscuta__Violaxanthin,1.857646844697307
7/10/18,7/11/18,AS-271,Cuscuta,C_epithymum,CUEPDy,CUEP,y,1,0.0364,36.4,1250,100,0.343406593,Violaxanthin,5.38563872988714,Young,Cuscuta__Young,Cuscuta__Violaxanthin,1.6837359349347227
6/5/18,6/11/18,AS-65,Cuscuta,C_epithymum,CUEPAo,CUEP,o,1,0.047,47,2050,100,0.436170213,Violaxanthin,1.6186756391664299,Old,Cuscuta__Old,Cuscuta__Violaxanthin,0.48160836999497997
6/5/18,6/11/18,AS-66,Cuscuta,C_epithymum,CUEPAo,CUEP,o,2,0.0497,49.7,2050,100,0.412474849,Violaxanthin,1.5045680077033399,Old,Cuscuta__Old,Cuscuta__Violaxanthin,0.408505885390915
6/5/18,6/11/18,AS-75,Cuscuta,C_epithymum,CUEPBo,CUEP,o,1,0.0429,42.9,2050,100,0.477855478,Violaxanthin,2.62045909170162,Old,Cuscuta__Old,Cuscuta__Violaxanthin,0.9633495664243154
6/5/18,6/11/18,AS-76,Cuscuta,C_epithymum,CUEPBo,CUEP,o,2,0.044,44,2050,100,0.465909091,Violaxanthin,2.79855750054606,Old,Cuscuta__Old,Cuscuta__Violaxanthin,1.0291041417874698
6/11/18,6/11/18,AS-81,Cuscuta,C_epithymum,CUEPCo,CUEP,o,1,0.0425,42.5,1250,100,0.294117647,Violaxanthin,2.49548529361855,Old,Cuscuta__Old,Cuscuta__Violaxanthin,0.9144832568222587
6/11/18,6/11/18,AS-82,Cuscuta,C_epithymum,CUEPCo,CUEP,o,2,0.0461,46.1,1250,100,0.271149675,Violaxanthin,2.469154016472,Old,Cuscuta__Old,Cuscuta__Violaxanthin,0.9038756290192507
7/4/18,7/4/18,AS-259,Cuscuta,C_epithymum,CUEPDo,CUEP,o,1,0.0415,41.5,1250,100,0.301204819,Violaxanthin,2.1148795161266,Old,Cuscuta__Old,Cuscuta__Violaxanthin,0.7489978917892103
6/13/18,6/13/18,AS-163,Cuscuta,C_epithymum,CUEPAh,CUEP,h,1,0.0302,30.2,1250,100,0.413907285,Violaxanthin,3.2246937104151003,Haustorium,Cuscuta__Haustorium,Cuscuta__Violaxanthin,1.170838003233465
6/14/18,6/14/18,AS-177,Cuscuta,C_epithymum,CUEPCh,CUEP,h,1,0.041,41,1250,100,0.304878049,Violaxanthin,4.6668292716528,Haustorium,Cuscuta__Haustorium,Cuscuta__Violaxanthin,1.540479905693538
6/14/18,6/14/18,AS-185,Cuscuta,C_epithymum,CUEPBh,CUEP,h,1,0.0406,40.6,1250,100,0.307881773,Violaxanthin,5.35129617533073,Haustorium,Cuscuta__Haustorium,Cuscuta__Violaxanthin,1.6773388260136965
7/10/18,7/11/18,AS-297,Cuscuta,C_epithymum,CUEPDh,CUEP,h,1,0.0332,33.2,1250,100,0.376506024,Violaxanthin,5.299853161293839,Haustorium,Cuscuta__Haustorium,Cuscuta__Violaxanthin,1.6676791336264645
6/11/18,6/11/18,AS-104,Grammica,C_indecora,1677Dy,ss16-17,y,1,0.0464,46.4,1250,100,0.269396552,Violaxanthin,2.72969019676072,Young,Grammica__Young,Grammica__Violaxanthin,1.0041881583515717
6/11/18,6/11/18,AS-105,Grammica,C_indecora,1677Dy,ss16-17,y,2,0.0431,43.1,1250,100,0.290023202,Violaxanthin,3.24989559325928,Young,Grammica__Young,Grammica__Violaxanthin,1.1786229014448504
6/11/18,6/11/18,AS-106,Grammica,C_indecora,1677By,ss16-17,y,1,0.0505,50.5,1250,100,0.247524752,Violaxanthin,1.1059430671835198,Young,Grammica__Young,Grammica__Violaxanthin,0.1006985158698237
6/11/18,6/11/18,AS-107,Grammica,C_indecora,1677By,ss16-17,y,2,0.051,51,1250,100,0.245098039,Violaxanthin,1.08822794021883,Young,Grammica__Young,Grammica__Violaxanthin,0.08455072226098798
6/11/18,6/11/18,AS-100,Grammica,C_indecora,1677Do,ss16-17,o,1,0.0497,49.7,1250,100,0.251509054,Violaxanthin,0.5757218302397801,Old,Grammica__Old,Grammica__Violaxanthin,0
6/11/18,6/11/18,AS-101,Grammica,C_indecora,1677Do,ss16-17,o,2,0.043,43,1250,100,0.290697674,Violaxanthin,0,Old,Grammica__Old,Grammica__Violaxanthin,0
6/14/18,6/14/18,AS-188,Grammica,C_indecora,1677Co,ss16-17,o,1,0.0495,49.5,1250,100,0.252525253,Violaxanthin,0.33291414204002,Old,Grammica__Old,Grammica__Violaxanthin,0
7/11/18,7/11/18,AS-308,Grammica,C_indecora,1677Bo,ss16-17,o,1,0.0472,47.2,1250,100,0.264830508,Violaxanthin,1.0213453371528,Old,Grammica__Old,Grammica__Violaxanthin,0.0211208141381851
7/2/18,6/3/18,AS-223,Grammica,C_indecora,1677Dh,ss16-17,h,1,0.0416,41.6,1250,100,0.300480769,Violaxanthin,1.4734164652145698,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,0.3875838980529549
7/10/18,7/11/18,AS-283,Grammica,C_indecora,1677Bh,ss16-17,h,1,0.0454,45.4,1250,100,0.275330396,Violaxanthin,2.1559306130146396,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,0.7682225157096839
6/14/18,6/14/18,AS-189,Grammica,C_indecora,1677Df,ss16-17,f,1,0.0435,43.5,1250,100,0.287356322,Violaxanthin,3.3385660938236197,Flower,Grammica__Flower,Grammica__Violaxanthin,1.205541431533819
6/14/18,6/14/18,AS-195,Grammica,C_indecora,1677Af,ss16-17,f,1,0.054,54,1250,100,0.231481481,Violaxanthin,1.88622453311369,Flower,Grammica__Flower,Grammica__Violaxanthin,0.634577282693357
7/2/18,6/3/18,AS-243,Grammica,C_indecora,1677Bf,ss16-17,f,1,0.0441,44.1,1250,100,0.283446712,Violaxanthin,5.634206348845759,Flower,Grammica__Flower,Grammica__Violaxanthin,1.7288563121704321
7/10/18,7/11/18,AS-276,Grammica,C_denticulata,1346sdlg,ss13-46,sdlg,1,0.0462,46.2,1250,100,0.270562771,Violaxanthin,4.68677489934872,Seedling,Grammica__Seedling,Grammica__Violaxanthin,1.544744712528779
7/2/18,6/3/18,AS-204,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0447,44.7,1250,100,0.279642058,Violaxanthin,10.229723148306421,Young,Grammica__Young,Grammica__Violaxanthin,2.3252975266461235
7/4/18,7/4/18,AS-268,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0427,42.7,1250,100,0.292740047,Violaxanthin,16.24617975135665,Young,Grammica__Young,Grammica__Violaxanthin,2.7878577950683248
7/10/18,7/11/18,AS-278,Grammica,C_denticulata,1346By,ss13-46,y,1,0.0437,43.7,1250,100,0.28604119,Violaxanthin,8.663415333887,Young,Grammica__Young,Grammica__Violaxanthin,2.15910903672611
7/10/18,7/11/18,AS-289,Grammica,C_denticulata,1346Ay,ss13-46,y,1,0.0426,42.6,1250,100,0.29342723,Violaxanthin,15.9520715936918,Young,Grammica__Young,Grammica__Violaxanthin,2.7695887075481367
7/10/18,7/11/18,AS-292,Grammica,C_denticulata,1346Cy,ss13-46,y,1,0.0516,51.6,1350,100,0.261627907,Violaxanthin,11.92937965222318,Young,Grammica__Young,Grammica__Violaxanthin,2.4790042441650715
7/10/18,7/11/18,AS-294,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0493,49.3,1250,100,0.253549696,Violaxanthin,12.42141989101568,Young,Grammica__Young,Grammica__Violaxanthin,2.519422400969694
7/11/18,7/11/18,AS-315,Grammica,C_denticulata,1346y (trial) ,ss13-46,y,1,0.0461,46.1,1250,100,0.271149675,Violaxanthin,3.54474241277175,Young,Grammica__Young,Grammica__Violaxanthin,1.2654655234312402
6/13/18,6/13/18,AS-170,Grammica,C_denticulata,1346Ao,ss13-46,o,1,0.0493,49.3,1250,100,0.253549696,Violaxanthin,1.92744422104064,Old,Grammica__Old,Grammica__Violaxanthin,0.6561949394184791
7/2/18,6/3/18,AS-233,Grammica,C_denticulata,1346Do,ss13-46,o,1,0.0465,46.5,1250,100,0.268817204,Violaxanthin,2.89025806127904,Old,Grammica__Old,Grammica__Violaxanthin,1.0613458272970262
7/4/18,7/4/18,AS-257,Grammica,C_denticulata,1346Bo,ss13-46,o,1,0.0493,49.3,1250,100,0.253549696,Violaxanthin,2.14185598596608,Old,Grammica__Old,Grammica__Violaxanthin,0.7616727830112268
7/4/18,7/4/18,AS-269,Grammica,C_denticulata,1346Ao,ss13-46,o,1,0.0447,44.7,1250,100,0.279642058,Violaxanthin,2.7111661057775405,Old,Grammica__Old,Grammica__Violaxanthin,0.9973788765596429
7/10/18,7/11/18,AS-293,Grammica,C_denticulata,1346Do,ss13-46,o,1,0.051,51,1250,100,0.245098039,Violaxanthin,2.26211029212699,Old,Grammica__Old,Grammica__Violaxanthin,0.8162981793886017
6/14/18,6/14/18,AS-176,Grammica,C_denticulata,1346Ah,ss13-46,h,1,0.0499,49.9,1250,100,0.250501002,Violaxanthin,2.8613126252047194,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.0512805143526827
7/4/18,7/4/18,AS-256,Grammica,C_denticulata,1346Bh,ss13-46,h,1,0.0505,50.5,1250,100,0.247524752,Violaxanthin,3.65602969595072,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.296377803435805
7/10/18,7/11/18,AS-277,Grammica,C_denticulata,13466Dh,ss13-46,h,1,0.0425,42.5,1250,100,0.294117647,Violaxanthin,6.695326469249169,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.901409756034057
7/10/18,7/11/18,AS-291,Grammica,C_denticulata,1346Ch,ss13-46,h,1,0.0428,42.8,1250,100,0.292056075,Violaxanthin,4.39962325118325,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.4815189352563483
7/10/18,7/11/18,AS-274,Grammica,C_denticulata,1346Cf,ss13-46,f,1,0.045,45,1250,100,0.277777778,Violaxanthin,9.3062361185561,Flower,Grammica__Flower,Grammica__Violaxanthin,2.230684736568613
7/10/18,7/11/18,AS-290,Grammica,C_denticulata,1346Af,ss13-46,f,1,0.0421,42.1,1250,100,0.296912114,Violaxanthin,6.06401128236926,Flower,Grammica__Flower,Grammica__Violaxanthin,1.8023715253780945
7/10/18,7/11/18,AS-275,Grammica,C_gracillima,CUGRAy,CUGR,y,1,0.0448,44.8,1250,100,0.279017857,Violaxanthin,3.4196595964634198,Young,Grammica__Young,Grammica__Violaxanthin,1.2295410421656021
7/11/18,7/11/18,AS-313,Grammica,C_gracillima,CUGRCy,CUGR,y,1,0.0084,8.4,950,100,1.130952381,Violaxanthin,11.734547024303609,Young,Grammica__Young,Grammica__Violaxanthin,2.4625372366796143
7/4/18,7/4/18,AS-258,Grammica,C_gracillima,CUGRAo,CUGR,o,1,0.0473,47.3,1250,100,0.264270613,Violaxanthin,0.7867124732519599,Old,Grammica__Old,Grammica__Violaxanthin,0
7/10/18,7/11/18,AS-301,Grammica,C_gracillima,CUGRCo,CUGR,o,1,0.0476,47.6,1250,100,0.262605042,Violaxanthin,1.6261922267866802,Old,Grammica__Old,Grammica__Violaxanthin,0.48624128628746605
7/10/18,7/11/18,AS-299,Grammica,C_gracillima,CUGRAh,CUGR,h,1,0.0142,14.2,950,100,0.669014085,Violaxanthin,5.0856845107896,Haustorium,Grammica__Haustorium,Grammica__Violaxanthin,1.626429653828547
6/11/18,6/11/18,AS-120,Ipomoea_nil,Ipomoea_nil,IPNICy,IPNI,y,1,0.0404,40.4,1250,100,0.309405941,Violaxanthin,2.45683478045109,Young,Ipomoea_nil__Young,Ipomoea_nil__Violaxanthin,0.8988738875571606
6/11/18,6/11/18,AS-121,Ipomoea_nil,Ipomoea_nil,IPNICy,IPNI,y,2,0.0552,55.2,1250,100,0.226449275,Violaxanthin,2.213324271821,Young,Ipomoea_nil__Young,Ipomoea_nil__Violaxanthin,0.7944956259359818
7/2/18,6/3/18,AS-206,Ipomoea_nil,Ipomoea_nil,IPNIEy,IPNI,y,1,0.0463,46.3,1250,100,0.269978402,Violaxanthin,4.36708693744738,Young,Ipomoea_nil__Young,Ipomoea_nil__Violaxanthin,1.474096205023239
7/2/18,6/3/18,AS-217,Ipomoea_nil,Ipomoea_nil,IPNIAy,IPNI,y,1,0.0418,41.8,1250,100,0.299043062,Violaxanthin,2.2487230846132604,Young,Ipomoea_nil__Young,Ipomoea_nil__Violaxanthin,0.8103625816370819
7/2/18,6/3/18,AS-219,Ipomoea_nil,Ipomoea_nil,IPNIBy,IPNI,y,1,0.0511,51.1,1250,100,0.244618395,Violaxanthin,3.1608561604641,Young,Ipomoea_nil__Young,Ipomoea_nil__Violaxanthin,1.1508429593947844
6/5/18,6/11/18,AS-33,Ipomoea_nil,Ipomoea_nil,IPNIEo,IPNI,o,1,0.0456,45.6,2050,100,0.449561404,Violaxanthin,4.35910921528944,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.4722677510077478
6/5/18,6/11/18,AS-34,Ipomoea_nil,Ipomoea_nil,IPNIEo,IPNI,o,2,0.0442,44.2,2050,100,0.463800905,Violaxanthin,6.2011943441939,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.8247419257853155
6/11/18,6/11/18,AS-116,Ipomoea_nil,Ipomoea_nil,IPNIDo,IPNI,o,1,0.0533,53.3,1250,100,0.234521576,Violaxanthin,3.45272748614968,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.2391645233610806
6/11/18,6/11/18,AS-117,Ipomoea_nil,Ipomoea_nil,IPNIDo,IPNI,o,2,0.0504,50.4,1250,100,0.248015873,Violaxanthin,3.82728918626299,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.3421567944576338
6/11/18,6/11/18,AS-118,Ipomoea_nil,Ipomoea_nil,IPNIAo,IPNI,o,1,0.0415,41.5,1250,100,0.301204819,Violaxanthin,3.2205752982418905,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.1695600386984253
6/11/18,6/11/18,AS-119,Ipomoea_nil,Ipomoea_nil,IPNIAo,IPNI,o,2,0.046,46,1250,100,0.27173913,Violaxanthin,2.8703233649727,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.0544247289861353
7/2/18,6/3/18,AS-218,Ipomoea_nil,Ipomoea_nil,IPNIBo,IPNI,o,1,0.0411,41.1,1250,100,0.304136253,Violaxanthin,3.1336313864351406,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.1421925513261328
7/2/18,6/3/18,AS-220,Ipomoea_nil,Ipomoea_nil,IPNICo,IPNI,o,1,0.0431,43.1,1250,100,0.290023202,Violaxanthin,4.2025493060287795,Old,Ipomoea_nil__Old,Ipomoea_nil__Violaxanthin,1.4356913425738913
6/5/18,6/11/18,AS-35,Ipomoea_nil,Ipomoea_nil,IPNIEl,IPNI,l,1,0.0409,40.9,2050,100,0.501222494,Violaxanthin,34.292039127499194,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,3.534913234741529
6/5/18,6/11/18,AS-36,Ipomoea_nil,Ipomoea_nil,IPNIEl,IPNI,l,2,0.0443,44.3,2050,100,0.46275395,Violaxanthin,48.8506438694475,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,3.8887675609903876
6/11/18,6/11/18,AS-108,Ipomoea_nil,Ipomoea_nil,IPNIAl,IPNI,l,1,0.0428,42.8,1250,100,0.292056075,Violaxanthin,56.53258474148775,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,4.034817194769872
6/11/18,6/11/18,AS-109,Ipomoea_nil,Ipomoea_nil,IPNIAl,IPNI,l,2,0.045,45,1250,100,0.277777778,Violaxanthin,55.20269726638438,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,4.0110118174222285
6/11/18,6/11/18,AS-112,Ipomoea_nil,Ipomoea_nil,IPNICl,IPNI,l,1,0.0477,47.7,1250,100,0.262054507,Violaxanthin,32.29800572359933,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,3.4750054891152167
6/11/18,6/11/18,AS-113,Ipomoea_nil,Ipomoea_nil,IPNICl,IPNI,l,2,0.0465,46.5,1250,100,0.268817204,Violaxanthin,36.93353759304304,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,3.609120018834902
6/11/18,6/11/18,AS-114,Ipomoea_nil,Ipomoea_nil,IPNIBl,IPNI,l,1,0.0495,49.5,1250,100,0.252525253,Violaxanthin,74.46772236222154,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,4.3103657759625635
6/11/18,6/11/18,AS-115,Ipomoea_nil,Ipomoea_nil,IPNIBl,IPNI,l,2,0.0415,41.5,1250,100,0.301204819,Violaxanthin,79.25626498732521,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,4.372686464362385
6/11/18,6/11/18,AS-124,Ipomoea_nil,Ipomoea_nil,IPNIGl,IPNI,l,1,0.0455,45.5,1250,100,0.274725275,Violaxanthin,62.773824238598,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,4.139538176689827
6/11/18,6/11/18,AS-125,Ipomoea_nil,Ipomoea_nil,IPNIGl,IPNI,l,2,0.042,42,1250,100,0.297619048,Violaxanthin,67.43925901489368,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,4.211227327792414
7/2/18,6/3/18,AS-221,Ipomoea_nil,Ipomoea_nil,IPNIDl,IPNI,l,1,0.0526,52.6,1250,100,0.237642586,Violaxanthin,57.23723394836807,Leaf,Ipomoea_nil__Leaf,Ipomoea_nil__Violaxanthin,4.047204631514556
-,12/6/17,AS-01,Grammica,C_sandwichiana,155sdlg,155,sdlg,1,0.0344,34.4,2050,100,0.595930233,Neoxanthin,0,Seedling,Grammica__Seedling,Grammica__Neoxanthin,0
-,12/6/17,AS-06,Grammica,C_sandwichiana,155sdlg,155,sdlg,2,0.0328,32.8,2050,100,0.625,Neoxanthin,0,Seedling,Grammica__Seedling,Grammica__Neoxanthin,0
6/14/18,6/14/18,AS-197,Grammica,C_sandwichiana,155Cy,155,y,1,0.0435,43.5,1250,100,0.287356322,Neoxanthin,0,Young,Grammica__Young,Grammica__Neoxanthin,0
7/14/18,6/3/18,AS-228,Grammica,C_sandwichiana,155Ay,155,y,1,0.0464,46.4,1250,100,0.269396552,Neoxanthin,0,Young,Grammica__Young,Grammica__Neoxanthin,0
7/2/18,6/3/18,AS-231,Grammica,C_sandwichiana,155Dy,155,y,1,0.053900000000000003,53.9,1250,100,0.231910946,Neoxanthin,0,Young,Grammica__Young,Grammica__Neoxanthin,0
7/2/18,6/3/18,AS-241,Grammica,C_sandwichiana,155By,155,y,1,0.0448,44.8,1250,100,0.279017857,Neoxanthin,0,Young,Grammica__Young,Grammica__Neoxanthin,0
7/11/18,7/11/18,AS-309,Grammica,C_sandwichiana,155Cy,155,y,1,0.084,84,1250,100,0.148809524,Neoxanthin,0,Young,Grammica__Young,Grammica__Neoxanthin,0
6/14/18,6/14/18,AS-184,Grammica,C_sandwichiana,155Ao,155,o,1,0.0484,48.4,1250,100,0.258264463,Neoxanthin,0,Old,Grammica__Old,Grammica__Neoxanthin,0
6/14/18,6/14/18,AS-186,Grammica,C_sandwichiana,155Do,155,o,1,0.0455,45.5,1250,100,0.274725275,Neoxanthin,0,Old,Grammica__Old,Grammica__Neoxanthin,0
6/14/18,6/14/18,AS-187,Grammica,C_sandwichiana,155Bo,155,o,1,0.0477,47.7,1250,100,0.262054507,Neoxanthin,0,Old,Grammica__Old,Grammica__Neoxanthin,0
7/2/18,6/3/18,AS-203,Grammica,C_sandwichiana,155Co,155,o,1,0.0498,49.8,1250,100,0.251004016,Neoxanthin,0,Old,Grammica__Old,Grammica__Neoxanthin,0
7/2/18,6/3/18,AS-229,Grammica,C_sandwichiana,155Bh,155,h,1,0.045,45,1250,100,0.277777778,Neoxanthin,0,Haustorium,Grammica__Haustorium,Grammica__Neoxanthin,0
7/2/18,6/3/18,AS-230,Grammica,C_sandwichiana,155Ch,155,h,1,0.0446,44.6,1250,100,0.280269058,Neoxanthin,0,Haustorium,Grammica__Haustorium,Grammica__Neoxanthin,0
7/2/18,6/3/18,AS-232,Grammica,C_sandwichiana,155Dh,155,h,1,0.0408,40.8,1250,100,0.306372549,Neoxanthin,0,Haustorium,Grammica__Haustorium,Grammica__Neoxanthin,0
7/2/18,6/3/18,AS-245,Grammica,C_sandwichiana,155Ch,155,h,1,0.0482,48.2,1250,100,0.2593361,Neoxanthin,0,Haustorium,Grammica__Haustorium,Grammica__Neoxanthin,0
7/10/18,7/11/18,AS-281,Grammica,C_sandwichiana,155Ah,155,h,1,0.0488,48.8,1250,100,0.256147541,Neoxanthin,0,Haustorium,Grammica__Haustorium,Grammica__Neoxanthin,0
6/14/18,6/14/18,AS-196,Grammica,C_sandwichiana,155Cf,155,f,1,0.0441,44.1,1250,100,0.283446712,Neoxanthin,0,Flower,Grammica__Flower,Grammica__Neoxanthin,0
7/4/18,7/4/18,AS-247,Grammica,C_sandwichiana,155Af,155,f,1,0.0445,44.5,1250,100,0.280898876,Neoxanthin,0,Flower,Grammica__Flower,Grammica__Neoxanthin,0
