Date.Extracted,Date.Run,Sample..,Subgenus,Species,Sample.Name,Accession.No,Tissue.code,Replicate,Weight..g.,FW.mg.,Dil..ul.,Inj.vol..ul.,Conversion,Pigment,FW.norm,Tissue.code_names,Subgenus.Tissue,Subgenus.Pigment,logFW.norm,drop,Species.Pigment
7/2/18,6/3/18,AS-243,Grammica,C_indecora,1677Bf,ss16-17,f,1,0.0441,44.1,1250,100,0.283446712,VAZ.Car,0.36975941305200294,Flower,Grammica__Flower,Grammica__VAZ.Car,0,ss16-17f,C_indecora__VAZ.Car
7/2/18,6/3/18,AS-204,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0447,44.7,1250,100,0.279642058,VAZ.Car,0.404669159411104,Young,Grammica__Young,Grammica__VAZ.Car,0,ss13-46y,C_denticulata__VAZ.Car
7/4/18,7/4/18,AS-268,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0427,42.7,1250,100,0.292740047,VAZ.Car,0.39102907314667634,Young,Grammica__Young,Grammica__VAZ.Car,0,ss13-46y,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-278,Grammica,C_denticulata,1346By,ss13-46,y,1,0.0437,43.7,1250,100,0.28604119,VAZ.Car,0.5019597083211113,Young,Grammica__Young,Grammica__VAZ.Car,0,ss13-46y,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-289,Grammica,C_denticulata,1346Ay,ss13-46,y,1,0.0426,42.6,1250,100,0.29342723,VAZ.Car,0.49500339446922703,Young,Grammica__Young,Grammica__VAZ.Car,0,ss13-46y,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-292,Grammica,C_denticulata,1346Cy,ss13-46,y,1,0.0516,51.6,1350,100,0.261627907,VAZ.Car,0.5090338335553736,Young,Grammica__Young,Grammica__VAZ.Car,0,ss13-46y,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-294,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0493,49.3,1250,100,0.253549696,VAZ.Car,0.42684811415256074,Young,Grammica__Young,Grammica__VAZ.Car,0,ss13-46y,C_denticulata__VAZ.Car
7/11/18,7/11/18,AS-315,Grammica,C_denticulata,1346y (trial) ,ss13-46,y,1,0.0461,46.1,1250,100,0.271149675,VAZ.Car,0.5043236374464114,Young,Grammica__Young,Grammica__VAZ.Car,0,ss13-46y,C_denticulata__VAZ.Car
6/13/18,6/13/18,AS-170,Grammica,C_denticulata,1346Ao,ss13-46,o,1,0.0493,49.3,1250,100,0.253549696,VAZ.Car,0.35396542923980845,Old,Grammica__Old,Grammica__VAZ.Car,0,ss13-46o,C_denticulata__VAZ.Car
7/2/18,6/3/18,AS-233,Grammica,C_denticulata,1346Do,ss13-46,o,1,0.0465,46.5,1250,100,0.268817204,VAZ.Car,0.29978132627032383,Old,Grammica__Old,Grammica__VAZ.Car,0,ss13-46o,C_denticulata__VAZ.Car
7/4/18,7/4/18,AS-257,Grammica,C_denticulata,1346Bo,ss13-46,o,1,0.0493,49.3,1250,100,0.253549696,VAZ.Car,0.21591347749072523,Old,Grammica__Old,Grammica__VAZ.Car,0,ss13-46o,C_denticulata__VAZ.Car
7/4/18,7/4/18,AS-269,Grammica,C_denticulata,1346Ao,ss13-46,o,1,0.0447,44.7,1250,100,0.279642058,VAZ.Car,0.28282900739537115,Old,Grammica__Old,Grammica__VAZ.Car,0,ss13-46o,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-293,Grammica,C_denticulata,1346Do,ss13-46,o,1,0.051,51,1250,100,0.245098039,VAZ.Car,0.2564997085068105,Old,Grammica__Old,Grammica__VAZ.Car,0,ss13-46o,C_denticulata__VAZ.Car
6/14/18,6/14/18,AS-176,Grammica,C_denticulata,1346Ah,ss13-46,h,1,0.0499,49.9,1250,100,0.250501002,VAZ.Car,0.3787344253200225,Haustorium,Grammica__Haustorium,Grammica__VAZ.Car,0,ss13-46h,C_denticulata__VAZ.Car
7/4/18,7/4/18,AS-256,Grammica,C_denticulata,1346Bh,ss13-46,h,1,0.0505,50.5,1250,100,0.247524752,VAZ.Car,0.29488434456485213,Haustorium,Grammica__Haustorium,Grammica__VAZ.Car,0,ss13-46h,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-277,Grammica,C_denticulata,13466Dh,ss13-46,h,1,0.0425,42.5,1250,100,0.294117647,VAZ.Car,0.23367933477154357,Haustorium,Grammica__Haustorium,Grammica__VAZ.Car,0,ss13-46h,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-291,Grammica,C_denticulata,1346Ch,ss13-46,h,1,0.0428,42.8,1250,100,0.292056075,VAZ.Car,0.3275544389085679,Haustorium,Grammica__Haustorium,Grammica__VAZ.Car,0,ss13-46h,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-274,Grammica,C_denticulata,1346Cf,ss13-46,f,1,0.045,45,1250,100,0.277777778,VAZ.Car,0.32254485541064337,Flower,Grammica__Flower,Grammica__VAZ.Car,0,ss13-46f,C_denticulata__VAZ.Car
7/10/18,7/11/18,AS-290,Grammica,C_denticulata,1346Af,ss13-46,f,1,0.0421,42.1,1250,100,0.296912114,VAZ.Car,0.26399143164808525,Flower,Grammica__Flower,Grammica__VAZ.Car,0,ss13-46f,C_denticulata__VAZ.Car
-,12/6/17,AS-01,Grammica,C_sandwichiana,155sdlg,155,sdlg,1,0.0344,34.4,2050,100,0.595930233,NVZ.Car,0.22295708928151073,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,155sdlg,C_sandwichiana__NVZ.Car
-,12/6/17,AS-06,Grammica,C_sandwichiana,155sdlg,155,sdlg,2,0.0328,32.8,2050,100,0.625,NVZ.Car,0.2231558108703958,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,155sdlg,C_sandwichiana__NVZ.Car
6/14/18,6/14/18,AS-197,Grammica,C_sandwichiana,155Cy,155,y,1,0.0435,43.5,1250,100,0.287356322,NVZ.Car,0.5172068089635715,Young,Grammica__Young,Grammica__NVZ.Car,0,155y,C_sandwichiana__NVZ.Car
7/14/18,6/3/18,AS-228,Grammica,C_sandwichiana,155Ay,155,y,1,0.0464,46.4,1250,100,0.269396552,NVZ.Car,0.4179961187290556,Young,Grammica__Young,Grammica__NVZ.Car,0,155y,C_sandwichiana__NVZ.Car
7/2/18,6/3/18,AS-231,Grammica,C_sandwichiana,155Dy,155,y,1,0.053900000000000003,53.9,1250,100,0.231910946,NVZ.Car,0.41789165288849145,Young,Grammica__Young,Grammica__NVZ.Car,0,155y,C_sandwichiana__NVZ.Car
7/2/18,6/3/18,AS-241,Grammica,C_sandwichiana,155By,155,y,1,0.0448,44.8,1250,100,0.279017857,NVZ.Car,0.39150740916598825,Young,Grammica__Young,Grammica__NVZ.Car,0,155y,C_sandwichiana__NVZ.Car
7/11/18,7/11/18,AS-309,Grammica,C_sandwichiana,155Cy,155,y,1,0.084,84,1250,100,0.148809524,NVZ.Car,0.37166879201102926,Young,Grammica__Young,Grammica__NVZ.Car,0,155y,C_sandwichiana__NVZ.Car
6/14/18,6/14/18,AS-184,Grammica,C_sandwichiana,155Ao,155,o,1,0.0484,48.4,1250,100,0.258264463,NVZ.Car,0.28122346239686363,Old,Grammica__Old,Grammica__NVZ.Car,0,155o,C_sandwichiana__NVZ.Car
6/14/18,6/14/18,AS-186,Grammica,C_sandwichiana,155Do,155,o,1,0.0455,45.5,1250,100,0.274725275,NVZ.Car,0.4485301935951064,Old,Grammica__Old,Grammica__NVZ.Car,0,155o,C_sandwichiana__NVZ.Car
6/14/18,6/14/18,AS-187,Grammica,C_sandwichiana,155Bo,155,o,1,0.0477,47.7,1250,100,0.262054507,NVZ.Car,0.33854630917711936,Old,Grammica__Old,Grammica__NVZ.Car,0,155o,C_sandwichiana__NVZ.Car
7/2/18,6/3/18,AS-203,Grammica,C_sandwichiana,155Co,155,o,1,0.0498,49.8,1250,100,0.251004016,NVZ.Car,0.4039255579927152,Old,Grammica__Old,Grammica__NVZ.Car,0,155o,C_sandwichiana__NVZ.Car
7/2/18,6/3/18,AS-229,Grammica,C_sandwichiana,155Bh,155,h,1,0.045,45,1250,100,0.277777778,NVZ.Car,0.25398857608464764,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,155h,C_sandwichiana__NVZ.Car
7/2/18,6/3/18,AS-230,Grammica,C_sandwichiana,155Ch,155,h,1,0.0446,44.6,1250,100,0.280269058,NVZ.Car,0.22265454816239974,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,155h,C_sandwichiana__NVZ.Car
7/2/18,6/3/18,AS-232,Grammica,C_sandwichiana,155Dh,155,h,1,0.0408,40.8,1250,100,0.306372549,NVZ.Car,0.28851874301018066,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,155h,C_sandwichiana__NVZ.Car
7/2/18,6/3/18,AS-245,Grammica,C_sandwichiana,155Ch,155,h,1,0.0482,48.2,1250,100,0.2593361,NVZ.Car,0.33382494457140266,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,155h,C_sandwichiana__NVZ.Car
7/10/18,7/11/18,AS-281,Grammica,C_sandwichiana,155Ah,155,h,1,0.0488,48.8,1250,100,0.256147541,NVZ.Car,0.2867514730839314,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,155h,C_sandwichiana__NVZ.Car
6/14/18,6/14/18,AS-196,Grammica,C_sandwichiana,155Cf,155,f,1,0.0441,44.1,1250,100,0.283446712,NVZ.Car,0.4267442341094257,Flower,Grammica__Flower,Grammica__NVZ.Car,0,155f,C_sandwichiana__NVZ.Car
7/4/18,7/4/18,AS-247,Grammica,C_sandwichiana,155Af,155,f,1,0.0445,44.5,1250,100,0.280898876,NVZ.Car,0.3392170790933558,Flower,Grammica__Flower,Grammica__NVZ.Car,0,155f,C_sandwichiana__NVZ.Car
-,12/6/17,AS-02,Grammica,C_polygonorum,1705sdlg,1705,sdlg,1,0.0142,14.2,2050,100,1.443661972,NVZ.Car,0.4092530178365953,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1705sdlg,C_polygonorum__NVZ.Car
-,12/6/17,AS-04,Grammica,C_polygonorum,1705sdlg,1705,sdlg,2,0.0369,36.9,2050,100,0.555555556,NVZ.Car,0.21487887324652044,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1705sdlg,C_polygonorum__NVZ.Car
-,12/6/17,AS-05,Grammica,C_polygonorum,1705sdlg,1705,sdlg,3,0.0501,50.1,2050,100,0.409181637,NVZ.Car,0.2205412766321847,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1705sdlg,C_polygonorum__NVZ.Car
7/11/18,7/11/18,AS-304,Grammica,C_polygonorum,1705sdlg,1705,sdlg,1,0.0338,33.8,950,100,0.281065089,NVZ.Car,0.14427597562420527,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1705sdlg,C_polygonorum__NVZ.Car
7/11/18,7/11/18,AS-310,Grammica,C_polygonorum,1705sdlg,1705,sdlg,1,0.0298,29.8,950,100,0.318791946,NVZ.Car,0.19469586151670124,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1705sdlg,C_polygonorum__NVZ.Car
6/14/18,6/14/18,AS-183,Grammica,C_polygonorum,1705Ay,1705,y,1,0.0408,40.8,1250,100,0.306372549,NVZ.Car,0.2780558345724081,Young,Grammica__Young,Grammica__NVZ.Car,0,1705y,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-288,Grammica,C_polygonorum,1705Cy,1705,y,1,0.0524,52.4,1250,100,0.238549618,NVZ.Car,0.2976538837256261,Young,Grammica__Young,Grammica__NVZ.Car,0,1705y,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-295,Grammica,C_polygonorum,1705Dy,1705,y,1,0.0432,43.2,1250,100,0.289351852,NVZ.Car,0.26957694773026497,Young,Grammica__Young,Grammica__NVZ.Car,0,1705y,C_polygonorum__NVZ.Car
7/11/18,7/11/18,AS-303,Grammica,C_polygonorum,1705By,1705,y,1,0.0672,67.2,1250,100,0.186011905,NVZ.Car,0.27200362212751567,Young,Grammica__Young,Grammica__NVZ.Car,0,1705y,C_polygonorum__NVZ.Car
6/14/18,6/14/18,AS-182,Grammica,C_polygonorum,1705Ao,1705,o,1,0.048,48,1250,100,0.260416667,NVZ.Car,0.16872905233398575,Old,Grammica__Old,Grammica__NVZ.Car,0,1705o,C_polygonorum__NVZ.Car
7/2/18,6/3/18,AS-201,Grammica,C_polygonorum,1705Bo,1705,o,1,0.0499,49.9,1250,100,0.250501002,NVZ.Car,0.14942148850392406,Old,Grammica__Old,Grammica__NVZ.Car,0,1705o,C_polygonorum__NVZ.Car
7/2/18,6/3/18,AS-202,Grammica,C_polygonorum,1705Co,1705,o,1,0.0421,42.1,1250,100,0.296912114,NVZ.Car,0.2320816276043582,Old,Grammica__Old,Grammica__NVZ.Car,0,1705o,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-300,Grammica,C_polygonorum,1705Do,1705,o,1,0.0494,49.4,1250,100,0.253036437,NVZ.Car,0.2262539650668046,Old,Grammica__Old,Grammica__NVZ.Car,0,1705o,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-302,Grammica,C_polygonorum,1705Do,1705,o,1,0.042,42,1250,100,0.297619048,NVZ.Car,0.19485263125858165,Old,Grammica__Old,Grammica__NVZ.Car,0,1705o,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-282,Grammica,C_polygonorum,1705Ch,1705,h,1,0.0389,38.9,1250,100,0.321336761,NVZ.Car,0.14010695634005382,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1705h,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-287,Grammica,C_polygonorum,1705Ah,1705,h,1,0.029,29,950,100,0.327586207,NVZ.Car,0.11715963009955171,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1705h,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-296,Grammica,C_polygonorum,1705Dh,1705,h,1,0.0482,48.2,1250,100,0.2593361,NVZ.Car,0.1863929543267821,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1705h,C_polygonorum__NVZ.Car
7/2/18,6/3/18,AS-235,Grammica,C_polygonorum,1705Af,1705,f,1,0.0488,48.8,1250,100,0.256147541,NVZ.Car,0.25210186572348,Flower,Grammica__Flower,Grammica__NVZ.Car,0,1705f,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-286,Grammica,C_polygonorum,1705Cf,1705,f,1,0.045,45,1250,100,0.277777778,NVZ.Car,0.2868927105974886,Flower,Grammica__Flower,Grammica__NVZ.Car,0,1705f,C_polygonorum__NVZ.Car
7/4/18,7/4/18,AS-248,Grammica,C_polygonorum,1705As,1705,s,1,0.0428,42.8,1250,100,0.292056075,NVZ.Car,0.2422036706710492,Seed,Grammica__Seed,Grammica__NVZ.Car,0,1705s,C_polygonorum__NVZ.Car
7/10/18,7/11/18,AS-285,Grammica,C_polygonorum,1705Cs,1705,s,1,0.0289,28.9,950,100,0.328719723,NVZ.Car,0.2704470716526073,Seed,Grammica__Seed,Grammica__NVZ.Car,0,1705s,C_polygonorum__NVZ.Car
7/2/18,6/3/18,AS-207,Grammica,C_compacta,1566sdlg,1566,sdlg,1,0.0414,41.4,1250,100,0.301932367,NVZ.Car,0.2468662934455435,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1566sdlg,C_compacta__NVZ.Car
-,12/6/17,AS-03,Grammica,C_compacta,1566sdlg,1566,sdlg,1,0.0391,39.1,2050,100,0.524296675,NVZ.Car,0.22756609139433984,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1566sdlg,C_compacta__NVZ.Car
-,12/6/17,AS-07,Grammica,C_compacta,1566sdlg,1566,sdlg,2,0.0384,38.4,2050,100,0.533854167,NVZ.Car,0.23927819016701538,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1566sdlg,C_compacta__NVZ.Car
-,12/6/17,AS-08,Grammica,C_compacta,1566sdlg,1566,sdlg,3,0.0362,36.2,2050,100,0.566298343,NVZ.Car,0.2411494742387821,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1566sdlg,C_compacta__NVZ.Car
-,12/6/17,AS-09,Grammica,C_compacta,1566sdlg,1566,sdlg,4,0.0425,42.5,2050,100,0.482352941,NVZ.Car,0.21142010096385477,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1566sdlg,C_compacta__NVZ.Car
7/4/18,7/4/18,AS-249,Grammica,C_compacta,1566sdlg,1566,sdlg,1,0.0532,53.2,1250,100,0.234962406,NVZ.Car,0.2385970261844977,Seedling,Grammica__Seedling,Grammica__NVZ.Car,0,1566sdlg,C_compacta__NVZ.Car
-,12/6/17,AS-21,Grammica,C_compacta,1566Ay,1566,y,1,0.0422,42.2,2050,100,0.485781991,NVZ.Car,0.335995740912093,Young,Grammica__Young,Grammica__NVZ.Car,0,1566y,C_compacta__NVZ.Car
-,12/6/17,AS-22,Grammica,C_compacta,1566Ay,1566,y,2,0.0419,41.9,2050,100,0.489260143,NVZ.Car,0.3222255007089594,Young,Grammica__Young,Grammica__NVZ.Car,0,1566y,C_compacta__NVZ.Car
7/2/18,6/3/18,AS-244,Grammica,C_compacta,1566Ay,1566,y,1,0.0421,42.1,1250,100,0.296912114,NVZ.Car,0.3105191715988281,Young,Grammica__Young,Grammica__NVZ.Car,0,1566y,C_compacta__NVZ.Car
7/4/18,7/4/18,AS-250,Grammica,C_compacta,1566Ay,1566,y,1,0.0486,48.6,1250,100,0.257201646,NVZ.Car,0.365852471241335,Young,Grammica__Young,Grammica__NVZ.Car,0,1566y,C_compacta__NVZ.Car
7/4/18,7/4/18,AS-265,Grammica,C_compacta,1566Ey,1566,y,1,0.0452,45.2,1250,100,0.276548673,NVZ.Car,0.3127898302174581,Young,Grammica__Young,Grammica__NVZ.Car,0,1566y,C_compacta__NVZ.Car
7/2/18,6/3/18,AS-199,Grammica,C_compacta,1566Ao,1566,o,1,0.0424,42.4,1250,100,0.294811321,NVZ.Car,0.15335052014046657,Old,Grammica__Old,Grammica__NVZ.Car,0,1566o,C_compacta__NVZ.Car
7/2/18,6/3/18,AS-200,Grammica,C_compacta,1566Eo,1566,o,1,0.0495,49.5,1250,100,0.252525253,NVZ.Car,0.036932351190792544,Old,Grammica__Old,Grammica__NVZ.Car,0,1566o,C_compacta__NVZ.Car
7/4/18,7/4/18,AS-264,Grammica,C_compacta,1566Ao,1566,o,1,0.0408,40.8,1250,100,0.306372549,NVZ.Car,0.10882434426186115,Old,Grammica__Old,Grammica__NVZ.Car,0,1566o,C_compacta__NVZ.Car
7/4/18,7/4/18,AS-266,Grammica,C_compacta,1566Eo,1566,o,1,0.0415,41.5,1250,100,0.301204819,NVZ.Car,0.07518031303835107,Old,Grammica__Old,Grammica__NVZ.Car,0,1566o,C_compacta__NVZ.Car
6/14/18,6/14/18,AS-198,Grammica,C_compacta,1566Ah,1566,h,1,0.0523,52.3,1250,100,0.239005736,NVZ.Car,0.28251969760520174,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1566h,C_compacta__NVZ.Car
7/4/18,7/4/18,AS-267,Grammica,C_compacta,1566Eh,1566,h,1,0.0517,51.7,1250,100,0.241779497,NVZ.Car,0.20082517884668966,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1566h,C_compacta__NVZ.Car
7/11/18,7/11/18,AS-307,Grammica,C_australis,1382Cy,1382,y,1,0.0773,77.3,1250,100,0.161707633,NVZ.Car,0.3386634270942464,Young,Grammica__Young,Grammica__NVZ.Car,0,1382y,C_australis__NVZ.Car
7/11/18,7/11/18,AS-311,Grammica,C_australis,1382Ay,1382,y,1,0.0152,15.2,950,100,0.625,NVZ.Car,0.3072733683552573,Young,Grammica__Young,Grammica__NVZ.Car,0,1382y,C_australis__NVZ.Car
6/14/18,6/14/18,AS-190,Grammica,C_australis,1382Ao,1382,o,1,0.0464,46.4,1250,100,0.269396552,NVZ.Car,0.4553116759972462,Old,Grammica__Old,Grammica__NVZ.Car,0,1382o,C_australis__NVZ.Car
6/14/18,6/14/18,AS-194,Grammica,C_australis,1382Co,1382,o,1,0.0494,49.4,1250,100,0.253036437,NVZ.Car,0.4139002606849922,Old,Grammica__Old,Grammica__NVZ.Car,0,1382o,C_australis__NVZ.Car
7/4/18,7/4/18,AS-261,Grammica,C_australis,1382Bo,1382,o,1,0.0486,48.6,1250,100,0.257201646,NVZ.Car,0.29091499498765777,Old,Grammica__Old,Grammica__NVZ.Car,0,1382o,C_australis__NVZ.Car
7/2/18,6/3/18,AS-240,Grammica,C_australis,1382Bh,1382,h,1,0.0417,41.7,1250,100,0.299760192,NVZ.Car,0.07759381112623676,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1382h,C_australis__NVZ.Car
7/2/18,6/3/18,AS-246,Grammica,C_australis,1382Ch,1382,h,1,0.0469,46.9,1250,100,0.26652452,NVZ.Car,0.11476023456084304,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1382h,C_australis__NVZ.Car
-,12/6/17,AS-23,Grammica,C_cephalanthii,1567Ay,1567,y,1,0.0418,41.8,2050,100,0.490430622,NVZ.Car,0.3247037101085014,Young,Grammica__Young,Grammica__NVZ.Car,0,1567y,C_cephalanthii__NVZ.Car
-,12/6/17,AS-24,Grammica,C_cephalanthii,1567Ay,1567,y,2,0.0394,39.4,2050,100,0.520304569,NVZ.Car,0.2990463551546837,Young,Grammica__Young,Grammica__NVZ.Car,0,1567y,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-39,Grammica,C_cephalanthii,1567Gy,1567,y,1,0.0443,44.3,2050,100,0.46275395,NVZ.Car,0.3083756399011554,Young,Grammica__Young,Grammica__NVZ.Car,0,1567y,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-40,Grammica,C_cephalanthii,1567Gy,1567,y,2,0.0457,45.7,2050,100,0.448577681,NVZ.Car,0.31916383358444356,Young,Grammica__Young,Grammica__NVZ.Car,0,1567y,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-47,Grammica,C_cephalanthii,1567Fy,1567,y,1,0.043,43,2050,100,0.476744186,NVZ.Car,0.32708006620476865,Young,Grammica__Young,Grammica__NVZ.Car,0,1567y,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-48,Grammica,C_cephalanthii,1567Fy,1567,y,2,0.0423,42.3,2050,100,0.48463357,NVZ.Car,0.3357843086141899,Young,Grammica__Young,Grammica__NVZ.Car,0,1567y,C_cephalanthii__NVZ.Car
7/2/18,6/3/18,AS-222,Grammica,C_cephalanthii,1567Dy,1567,y,1,0.0269,26.9,1250,100,0.464684015,NVZ.Car,0.33996222772309437,Young,Grammica__Young,Grammica__NVZ.Car,0,1567y,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-31,Grammica,C_cephalanthii,1567Go,1567,o,1,0.0425,42.5,2050,100,0.482352941,NVZ.Car,0.17408719342906148,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-32,Grammica,C_cephalanthii,1567Go,1567,o,2,0.0598,59.8,2050,100,0.342809365,NVZ.Car,0.15083538693756712,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-37,Grammica,C_cephalanthii,1567Fo,1567,o,1,0.0417,41.7,2050,100,0.491606715,NVZ.Car,0.21001583094500734,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-38,Grammica,C_cephalanthii,1567Fo,1567,o,2,0.0533,53.3,2050,100,0.384615385,NVZ.Car,0.17328280342885294,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-45,Grammica,C_cephalanthii,1567Do,1567,o,1,0.0475,47.5,2050,100,0.431578947,NVZ.Car,0.22057323512321855,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/5/18,6/11/18,AS-46,Grammica,C_cephalanthii,1567Do,1567,o,2,0.048,48,2050,100,0.427083333,NVZ.Car,0.17262921391102354,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/11/18,6/11/18,AS-126,Grammica,C_cephalanthii,1567Fo,1567,o,1,0.046,46,1250,100,0.27173913,NVZ.Car,0.11347164121751321,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/13/18,6/13/18,AS-127,Grammica,C_cephalanthii,1567Fo,1567,o,2,0.0499,49.9,1250,100,0.250501002,NVZ.Car,0.12351873416202766,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/13/18,6/13/18,AS-130,Grammica,C_cephalanthii,1567Go,1567,o,1,0.0496,49.6,1250,100,0.252016129,NVZ.Car,0.17406810662407396,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/13/18,6/13/18,AS-131,Grammica,C_cephalanthii,1567Go,1567,o,2,0.0414,41.4,1250,100,0.301932367,NVZ.Car,0.1055851498771802,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/13/18,6/13/18,AS-132,Grammica,C_cephalanthii,1567Do,1567,o,1,0.0511,51.1,1250,100,0.244618395,NVZ.Car,0.12121631634762796,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/13/18,6/13/18,AS-133,Grammica,C_cephalanthii,1567Do,1567,o,2,0.0409,40.9,1250,100,0.305623472,NVZ.Car,0.10590285098110559,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
7/2/18,6/3/18,AS-214,Grammica,C_cephalanthii,1567Ao,1567,o,1,0.0422,42.2,1250,100,0.296208531,NVZ.Car,0.11365664922568953,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
7/4/18,7/4/18,AS-263,Grammica,C_cephalanthii,1567Bo,1567,o,1,0.0508,50.8,1250,100,0.246062992,NVZ.Car,0.16060606710710598,Old,Grammica__Old,Grammica__NVZ.Car,0,1567o,C_cephalanthii__NVZ.Car
6/13/18,6/13/18,AS-134,Grammica,C_cephalanthii,1567Gh,1567,h,1,0.0406,40.6,1250,100,0.307881773,NVZ.Car,0.19544690420712837,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1567h,C_cephalanthii__NVZ.Car
6/13/18,6/13/18,AS-135,Grammica,C_cephalanthii,1567Gh,1567,h,2,0.0512,51.2,1250,100,0.244140625,NVZ.Car,0.2698724243946218,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1567h,C_cephalanthii__NVZ.Car
7/2/18,6/3/18,AS-236,Grammica,C_cephalanthii,1567Dh,1567,h,1,0.0475,47.5,1250,100,0.263157895,NVZ.Car,0.2781938193662643,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1567h,C_cephalanthii__NVZ.Car
7/2/18,6/3/18,AS-237,Grammica,C_cephalanthii,1567Fh,1567,h,1,0.0492,49.2,1250,100,0.254065041,NVZ.Car,0.2042522233503887,Haustorium,Grammica__Haustorium,Grammica__NVZ.Car,0,1567h,C_cephalanthii__NVZ.Car
6/11/18,6/11/18,AS-122,Grammica,C_cephalanthii,1567Df,1567,f,1,0.0465,46.5,1250,100,0.268817204,NVZ.Car,0.2846054367143586,Flower,Grammica__Flower,Grammica__NVZ.Car,0,1567f,C_cephalanthii__NVZ.Car
