Subgenus,Tissue.code,Pigment,Mean,n,sd
Ipomoea_nil,l,Antheraxanthin,24.987765935754098,11,7.203924418811789
Ipomoea_nil,l,Lutein,129.10586869192105,11,27.95309570340777
Ipomoea_nil,l,Zeaxanthin,10.315077664790428,11,3.717734442140212
Ipomoea_nil,l,a.Carotene,2.9732879954634135,11,0.9018978696380169
Ipomoea_nil,l,b.Carotene,45.086298682199995,11,10.178062933672944
Ipomoea_nil,l,cis.B.carotene,7.220345963429574,11,1.667744470813231
Ipomoea_nil,l,Chl.b,331.1130817534756,11,82.47182979225649
Ipomoea_nil,l,Chl.a,977.8441603910122,11,259.2799838459922
Ipomoea_nil,l,Car.Chl31,122.17811914595339,11,33.86875679175764
Ipomoea_nil,l,Tot.Chl,1308.9572421444877,11,338.16658925386855
Ipomoea_nil,l,Chl.a.b,2.950956118634344,11,0.2406059909025314
Ipomoea_nil,l,Tot.Car,307.7407394221014,11,73.06688131140893
Ipomoea_nil,l,VAZ,90.32864477080523,11,24.595069301935403
Ipomoea_nil,l,VAZ.Chl,0.0691256177918339,11,0.007426907002992545
Ipomoea_nil,l,VAZ.Car,0.2915183022848107,11,0.02313472900475858
Ipomoea_nil,l,NVZ,105.58751811676282,11,29.88167411623368
Ipomoea_nil,l,NVZ.Car,0.3397192987744376,11,0.021900487336968186
Ipomoea_nil,l,Lut.Chl,0.10003773486670328,11,0.008802963963272613
Ipomoea_nil,l,Lut.Car,0.42193666708101746,11,0.022880081366709274
Ipomoea_nil,l,Lut.epo.Car,0.0066488934473917915,11,0.010756931382828773
Ipomoea_nil,l,a.Car.Car,0.009827309030183017,11,0.0027157085073544183
Ipomoea_nil,l,b.Car.Car,0.14778530163090536,11,0.014707684690926232
Ipomoea_nil,l,Zea.Car,0.03395599425577294,11,0.011469134361341247
Ipomoea_nil,l,Vio.Car,0.17683088454558113,11,0.013854193713068442
Ipomoea_nil,l,Neo.Car,0.12893241997308352,11,0.01610344465336265
Ipomoea_nil,l,Ant.Car,0.0807314234834566,11,0.011854548106705713
Ipomoea_nil,l,DEPS,25.313709530445962,11,4.398771089986974
Ipomoea_nil,y,a.Tocopherol,0,5,0
Ipomoea_nil,y,Violaxanthin,2.889365046959366,5,0.909932016053065
Ipomoea_nil,y,Neoxanthin,2.450084408886386,5,0.8883442421690788
Ipomoea_nil,y,Lutein.epoxide,0,5,0
Ipomoea_nil,y,Antheraxanthin,2.119655125514832,5,0.363045257610117
Ipomoea_nil,y,Lutein,11.029429248743208,5,2.0445275706541737
Ipomoea_nil,y,Zeaxanthin,1.114622231872286,5,0.23550731694334223
Ipomoea_nil,y,a.Carotene,0.030034866946,5,0.059183194938571416
Ipomoea_nil,y,b.Carotene,4.399672268715392,5,1.0380156247606531
Ipomoea_nil,y,cis.B.carotene,0.515612092946662,5,0.05468061363900925
Ipomoea_nil,y,Chl.b,41.868125342548574,5,9.062309531553568
Ipomoea_nil,y,Chl.a,99.83135215172834,5,21.642138548548257
Ipomoea_nil,y,Car.Chl31,72.3849133276431,5,11.931221838987314
Ipomoea_nil,y,Tot.Chl,141.69947749427692,5,30.68143465698382
Ipomoea_nil,y,Chl.a.b,2.383994644485154,5,0.04795215284767595
Ipomoea_nil,y,Tot.Car,24.03286319763747,5,4.938959332403871
Ipomoea_nil,y,VAZ,6.1236424043464845,5,0.9896474168620677
Ipomoea_nil,y,VAZ.Chl,0.04365593074289536,5,0.003289414870238283
Ipomoea_nil,y,VAZ.Car,0.2568650212099485,5,0.015120509542366585
Ipomoea_nil,y,NVZ,6.454071687718038,5,1.6049248003398815
Ipomoea_nil,y,NVZ.Car,0.26681403324260405,5,0.015066341810182245
Ipomoea_nil,y,Lut.Chl,0.07824532254394989,5,0.0029652120292348342
Ipomoea_nil,y,Lut.Car,0.46070179757505114,5,0.013342762732879576
Ipomoea_nil,y,Lut.epo.Car,0,5,0
Ipomoea_nil,y,a.Car.Car,0.001093046648379212,5,0.0020139437390535955
Ipomoea_nil,y,b.Car.Car,0.1820822584578559,5,0.008383438814653674
Ipomoea_nil,y,Zea.Car,0.04794298762403177,5,0.013017026854775187
Ipomoea_nil,y,Vio.Car,0.11961316950980709,5,0.021571706717275728
Ipomoea_nil,y,Neo.Car,0.09925787610876519,5,0.01845852906320562
Ipomoea_nil,y,Ant.Car,0.08930886407610963,5,0.011298268977507015
Ipomoea_nil,y,DEPS,35.98318901409565,5,6.436186428886367
Ipomoea_nil,o,a.Tocopherol,0,8,0
Ipomoea_nil,o,Violaxanthin,3.908424948446815,8,1.0631326513025665
Ipomoea_nil,o,Neoxanthin,3.3234921593151387,8,1.0224661703810305
Ipomoea_nil,o,Lutein.epoxide,0,8,0
Ipomoea_nil,o,Antheraxanthin,1.698717483489635,8,0.34247013459207504
Ipomoea_nil,o,Lutein,14.268818380791695,8,3.6366298653880262
Ipomoea_nil,o,Zeaxanthin,0.8053378519730787,8,0.24644564558692011
Ipomoea_nil,o,a.Carotene,0,8,0
Ipomoea_nil,o,b.Carotene,5.641366157335956,8,1.6754529739237571
Ipomoea_nil,o,cis.B.carotene,3.3038873301926963,8,7.303135024283214
Ipomoea_nil,o,Chl.b,51.02185649877953,8,8.641517876814284
Ipomoea_nil,o,Chl.a,115.46621111803721,8,23.005204057607283
Ipomoea_nil,o,Car.Chl31,90.83165893460799,8,33.07509785849452
Ipomoea_nil,o,Tot.Chl,166.48806761681675,8,31.522116537034414
Ipomoea_nil,o,Chl.a.b,2.2543503070821482,8,0.09879331198559886
Ipomoea_nil,o,Tot.Car,29.64615698135232,8,7.20468689839963
Ipomoea_nil,o,VAZ,6.412480283909529,8,1.10735404972545
Ipomoea_nil,o,VAZ.Chl,0.03907850180259949,8,0.005491928572830351
Ipomoea_nil,o,VAZ.Car,0.22043904198002,8,0.02629046824300073
Ipomoea_nil,o,NVZ,8.037254959735032,8,1.8746562495374886
Ipomoea_nil,o,NVZ.Car,0.27163788060643973,8,0.0053322051608382225
Ipomoea_nil,o,Lut.Chl,0.08534393295864276,8,0.009372179011353772
Ipomoea_nil,o,Lut.Car,0.4804684945176606,8,0.015228118656277729
Ipomoea_nil,o,Lut.epo.Car,0,8,0
Ipomoea_nil,o,a.Car.Car,0,8,0
Ipomoea_nil,o,b.Car.Car,0.18836861309993944,8,0.012570758847088227
Ipomoea_nil,o,Zea.Car,0.02906758695455491,8,0.012140468668628137
Ipomoea_nil,o,Vio.Car,0.1318464432495048,8,0.012594533248640759
Ipomoea_nil,o,Neo.Car,0.11072385040237999,8,0.013374405306949309
Ipomoea_nil,o,Ant.Car,0.0595250117759603,8,0.015006377283087732
Ipomoea_nil,o,DEPS,26.172463700612862,8,6.545343305711692
Monogynella,sdlg,a.Tocopherol,0,9,0
Monogynella,sdlg,Violaxanthin,9.590264390368052,9,2.9013933473908318
Monogynella,sdlg,Neoxanthin,2.092842324390251,9,0.6720239365746313
Monogynella,sdlg,Lutein.epoxide,3.3671221473726978,9,1.7556473474531027
Monogynella,sdlg,Antheraxanthin,1.6806882137817645,9,0.5186845587104848
Monogynella,sdlg,Lutein,13.390780594314704,9,4.379147912735429
Monogynella,sdlg,Zeaxanthin,1.0619475736262922,9,0.45388383394136067
Monogynella,sdlg,a.Carotene,0.7695247273408755,9,0.6238420113044769
Monogynella,sdlg,b.Carotene,7.515142384194886,9,2.705898925373827
Monogynella,sdlg,cis.B.carotene,2.1658352703805224,9,1.2338627714552064
Monogynella,sdlg,Chl.b,15.188771919522415,9,4.561394184498775
Monogynella,sdlg,Chl.a,59.16714224818834,9,19.178258147710103
Monogynella,sdlg,Car.Chl31,362.78371714863596,9,78.31113119395887
Monogynella,sdlg,Tot.Chl,74.35591416771076,9,23.65338773317176
Monogynella,sdlg,Chl.a.b,3.8609982057800556,9,0.3145392331585905
Monogynella,sdlg,Tot.Car,36.101190208016824,9,11.748977011084836
Monogynella,sdlg,VAZ,12.332900177776109,9,3.7223943442718315
Monogynella,sdlg,VAZ.Chl,0.16808670773755408,9,0.021767974421066417
Monogynella,sdlg,VAZ.Car,0.3459043045523705,9,0.02040723264094711
Monogynella,sdlg,NVZ,12.745054288384596,9,3.870121751995016
Monogynella,sdlg,NVZ.Car,0.3571818390390026,9,0.020400069029153246
Monogynella,sdlg,Lut.Chl,0.180023979232212,9,0.029134109088037822
Monogynella,sdlg,Lut.Car,0.36962891417634525,9,0.02919636354394136
Monogynella,sdlg,Lut.epo.Car,0.09343135688598547,9,0.03368443636845269
Monogynella,sdlg,a.Car.Car,0.01877021229271168,9,0.011982984727702336
Monogynella,sdlg,b.Car.Car,0.2071538500465068,9,0.01957090365843608
Monogynella,sdlg,Zea.Car,0.028829474927122792,9,0.007777697837818969
Monogynella,sdlg,Vio.Car,0.269809645179814,9,0.021510636192591085
Monogynella,sdlg,Neo.Car,0.05854271893206577,9,0.00619693400441147
Monogynella,sdlg,Ant.Car,0.04726518444543368,9,0.005222742060761324
Monogynella,sdlg,DEPS,15.22270047455236,9,2.6688468427493452
Monogynella,y,a.Tocopherol,0,9,0
Monogynella,y,Violaxanthin,8.574164034390753,9,4.14893460421522
Monogynella,y,Neoxanthin,0.8831035623334345,9,0.33774926847154657
Monogynella,y,Lutein.epoxide,2.3490900168755067,9,1.2320379388297418
Monogynella,y,Antheraxanthin,2.5708606084200514,9,1.3742835840601912
Monogynella,y,Lutein,15.567768224206528,9,6.80805618389422
Monogynella,y,Zeaxanthin,1.2556376035543455,9,0.9188585300602706
Monogynella,y,a.Carotene,0.56675946052666,9,1.0143520474380172
Monogynella,y,b.Carotene,5.753264823559071,9,2.0950055253855546
Monogynella,y,cis.B.carotene,0.8776094645481212,9,0.2608065014379899
Monogynella,y,Chl.b,17.043962310903922,9,2.5950762720307483
Monogynella,y,Chl.a,69.35227274774687,9,14.981873572564487
Monogynella,y,Car.Chl31,254.10125501890408,9,143.98914891179186
Monogynella,y,Tot.Chl,86.39623505865079,9,17.462988380000564
Monogynella,y,Chl.a.b,4.043935077216964,9,0.32435909565842247
Monogynella,y,Tot.Car,35.17155831699085,9,15.027432822141979
Monogynella,y,VAZ,12.400662246365151,9,6.038010969243096
Monogynella,y,VAZ.Chl,0.13929610679248883,9,0.049766112211024914
Monogynella,y,VAZ.Car,0.3444098850397501,9,0.03232592088353368
Monogynella,y,NVZ,10.712905200278534,9,5.094721735760118
Monogynella,y,NVZ.Car,0.2999573873096386,9,0.025390465450927876
Monogynella,y,Lut.Chl,0.17571858537711252,9,0.053998276108356155
Monogynella,y,Lut.Car,0.441783957281349,9,0.021849040410776507
Monogynella,y,Lut.epo.Car,0.06844502681161847,9,0.021266382291472114
Monogynella,y,a.Car.Car,0.018085519729821316,9,0.03553159363500831
Monogynella,y,b.Car.Car,0.16977550027148133,9,0.021963668279264072
Monogynella,y,Zea.Car,0.032815557672018665,9,0.014882709474994423
Monogynella,y,Vio.Car,0.24119669196002178,9,0.028928168891228803
Monogynella,y,Neo.Car,0.02594513767759818,9,0.0034513635627192985
Monogynella,y,Ant.Car,0.07039763540770969,9,0.013710326173632874
Monogynella,y,DEPS,19.62199108228804,9,5.313839288109311
Monogynella,o,a.Tocopherol,0,7,0
Monogynella,o,Violaxanthin,1.6967749371473713,7,0.4833643144369805
Monogynella,o,Neoxanthin,0,7,0
Monogynella,o,Lutein.epoxide,0.5973578074695857,7,0.18056222482169715
Monogynella,o,Antheraxanthin,0.4599546792070357,7,0.44746346562511313
Monogynella,o,Lutein,4.068530870548376,7,1.2032351906681096
Monogynella,o,Zeaxanthin,0.19243772779622714,7,0.22967344056994562
Monogynella,o,a.Carotene,0.5554154873491157,7,0.4323829116359034
Monogynella,o,b.Carotene,6.21382509776772,7,7.97092435565086
Monogynella,o,cis.B.carotene,1.24832906597053,7,0.6984671570092278
Monogynella,o,Chl.b,4.529177373532788,7,2.485219181143894
Monogynella,o,Chl.a,13.845089645544956,7,11.014391603435548
Monogynella,o,Car.Chl31,470.1973548258744,7,312.9824300905883
Monogynella,o,Tot.Chl,18.37426701907774,7,13.4888964400667
Monogynella,o,Chl.a.b,2.77608369956821,7,0.7798671938807039
Monogynella,o,Tot.Car,13.186938799815845,7,9.3908075673953455
Monogynella,o,VAZ,2.349167344150634,7,1.1227911021772103
Monogynella,o,VAZ.Chl,0.14973266537046614,7,0.04715651366254194
Monogynella,o,VAZ.Car,0.2042197553922278,7,0.06367359672696911
Monogynella,o,NVZ,1.8892126649435985,7,0.6888053623504407
Monogynella,o,NVZ.Car,0.1698247011251296,7,0.04919594900119995
Monogynella,o,Lut.Chl,0.2797466256399912,7,0.10896808412448805
Monogynella,o,Lut.Car,0.3692970263647368,7,0.10264189658003774
Monogynella,o,Lut.epo.Car,0.05652472371379799,7,0.025911502010838125
Monogynella,o,a.Car.Car,0.04308126017117429,7,0.011578248276975562
Monogynella,o,b.Car.Car,0.38340195807186106,7,0.15786421750376575
Monogynella,o,Zea.Car,0.013227647486029977,7,0.015014541561745818
Monogynella,o,Vio.Car,0.15659705363909962,7,0.049532878348882294
Monogynella,o,Neo.Car,0,7,0
Monogynella,o,Ant.Car,0.03439505426709822,7,0.02934834292981903
Monogynella,o,DEPS,14.421805492060882,7,11.268313069368384
Monogynella,h,a.Tocopherol,0,5,0
Monogynella,h,Violaxanthin,1.414081562296822,5,0.484524442151351
Monogynella,h,Neoxanthin,0,5,0
Monogynella,h,Lutein.epoxide,0.923525684284602,5,0.3257887729279084
Monogynella,h,Antheraxanthin,0.337802669951986,5,0.31980184645344467
Monogynella,h,Lutein,2.763756689584016,5,1.0476856288896534
Monogynella,h,Zeaxanthin,0.30840304871881197,5,0.3511113886074325
Monogynella,h,a.Carotene,3.445331335252226,5,5.3058696330933675
Monogynella,h,b.Carotene,10.353580032957533,5,7.744435799576684
Monogynella,h,cis.B.carotene,2.454613493806572,5,2.1199474805669904
Monogynella,h,Chl.b,3.484669346653062,5,1.1969659309524128
Monogynella,h,Chl.a,8.310977205589317,5,3.7421316308576067
Monogynella,h,Car.Chl31,804.2227528768084,5,463.53083080288786
Monogynella,h,Tot.Chl,11.79564655224238,5,4.934795626127309
Monogynella,h,Chl.a.b,2.322499157553864,5,0.23283943854250905
Monogynella,h,Tot.Car,18.622955338761393,5,9.250033016486414
Monogynella,h,VAZ,2.06028728096762,5,1.102486955079295
Monogynella,h,VAZ.Chl,0.17132783241865476,5,0.05606159406812123
Monogynella,h,VAZ.Car,0.11897312181187221,5,0.04810475842051663
Monogynella,h,NVZ,1.722484611015634,5,0.809393612777046
Monogynella,h,NVZ.Car,0.10107403949981233,5,0.03714949544140512
Monogynella,h,Lut.Chl,0.24330846496357825,5,0.05888911403892904
Monogynella,h,Lut.Car,0.16513194010507554,5,0.058218289551787504
Monogynella,h,Lut.epo.Car,0.05933831153898949,5,0.03234011766531532
Monogynella,h,a.Car.Car,0.17197749064328796,5,0.23858354895647496
Monogynella,h,b.Car.Car,0.5439174474397643,5,0.1756339229338326
Monogynella,h,Zea.Car,0.014511480078334518,5,0.013497461497068782
Monogynella,h,Vio.Car,0.08656255942147782,5,0.03607808207551904
Monogynella,h,Neo.Car,0,5,0
Monogynella,h,Ant.Car,0.017899082312059868,5,0.01786458260315809
Monogynella,h,DEPS,17.185463733676574,5,16.0528451565507
Monogynella,f,a.Tocopherol,0,2,0
Monogynella,f,Violaxanthin,2.5725221324150604,2,0.3280711487734118
Monogynella,f,Neoxanthin,0,2,0
Monogynella,f,Lutein.epoxide,1.25315431571489,2,0.42126476613843145
Monogynella,f,Antheraxanthin,0.87320877636947,2,0.12339878810302378
Monogynella,f,Lutein,5.052470420303376,2,0.5080584771264806
Monogynella,f,Zeaxanthin,0.288952711415955,2,0.04937180876327194
Monogynella,f,a.Carotene,0.36877886865235,2,0.5215320775647596
Monogynella,f,b.Carotene,3.23729177764295,2,0.8495452332752829
Monogynella,f,cis.B.carotene,1.8324566221784901,2,1.9123606015032175
Monogynella,f,Chl.b,12.893282552624466,2,1.3852145399847708
Monogynella,f,Chl.a,40.01032566602939,2,9.112802723934184
Monogynella,f,Car.Chl31,97.8679716117847,2,2.5613159501210596
Monogynella,f,Tot.Chl,52.90360821865386,2,10.49801726391895
Monogynella,f,Chl.a.b,3.083017222287698,2,0.375556994181607
Monogynella,f,Tot.Car,12.39322468679916,2,1.0183193856206787
Monogynella,f,VAZ,3.734683620200485,2,0.1553005519071162
Monogynella,f,VAZ.Chl,0.07171482154511599,2,0.011295314306022645
Monogynella,f,VAZ.Car,0.30185297334300787,2,0.01227139717859739
Monogynella,f,NVZ,2.861474843831015,2,0.2786993400101398
Monogynella,f,NVZ.Car,0.23074530250412081,2,0.0035282927917753624
Monogynella,f,Lut.Chl,0.09839338888990429,2,0.029128334044422152
Monogynella,f,Lut.Car,0.41075085711662007,2,0.07474519836434046
Monogynella,f,Lut.epo.Car,0.10005735065834673,2,0.025770082796076288
Monogynella,f,a.Car.Car,0.028122538493612025,2,0.03977127534602556
Monogynella,f,b.Car.Car,0.2592736310467601,2,0.04724532019691223
Monogynella,f,Zea.Car,0.023558573379703365,2,0.005919521560158092
Monogynella,f,Vio.Car,0.20718672912441743,2,0.009447814351933452
Monogynella,f,Neo.Car,0,2,0
Monogynella,f,Ant.Car,0.07110767083888704,2,0.015799689970372753
Monogynella,f,DEPS,19.506238718910105,2,3.7851800467634305
