Subgenus,Species,Accession.No,Tissue.code,Pigment,Mean,n,sd
Grammica,C_compacta,1566,h,b.Car.Car,0.20583370339074492,2,0.2702666937436217
Grammica,C_compacta,1566,h,Neo.Car,0,2,0
Grammica,C_compacta,1566,f,Chl.b,1.78093347408676,1,NA
Grammica,C_compacta,1566,f,Chl.a,5.9655954858308204,1,NA
Grammica,C_compacta,1566,f,Tot.Chl,7.746528959917581,1,NA
Grammica,C_compacta,1566,f,Chl.a.b,3.3497014754523056,1,NA
Grammica,C_compacta,1566,f,Tot.Car,9.721947412293058,1,NA
Grammica,C_compacta,1566,f,VAZ.Car,0.31461655660530935,1,NA
Grammica,C_compacta,1566,f,Lut.Car,0.21247994808436954,1,NA
Grammica,C_compacta,1566,f,Lut.epo.Car,0,1,NA
Grammica,C_compacta,1566,f,a.Car.Car,0.2874632140123642,1,NA
Grammica,C_compacta,1566,f,b.Car.Car,0.185440281297957,1,NA
Grammica,C_compacta,1566,f,Neo.Car,0,1,NA
Grammica,C_costaricensis,CUCO,y,Chl.b,4.470956742981914,5,1.5899679279119248
Grammica,C_costaricensis,CUCO,y,Chl.a,26.98491883067031,5,11.985215091355405
Grammica,C_costaricensis,CUCO,y,Tot.Chl,31.455875573652225,5,13.53893313963859
Grammica,C_costaricensis,CUCO,y,Chl.a.b,5.857728621978459,5,0.796680503329318
Grammica,C_costaricensis,CUCO,y,Tot.Car,48.73806295230066,5,18.493885085183948
Grammica,C_costaricensis,CUCO,y,VAZ.Car,0.4053561895830336,5,0.05674485394667159
Grammica,C_costaricensis,CUCO,y,Lut.Car,0.10941092607850926,5,0.019914504585783425
Grammica,C_costaricensis,CUCO,y,Lut.epo.Car,0,5,0
Grammica,C_costaricensis,CUCO,y,a.Car.Car,0.0182206321290798,5,0.006900827840209914
Grammica,C_costaricensis,CUCO,y,b.Car.Car,0.46701225220937737,5,0.08071186300638952
Grammica,C_costaricensis,CUCO,y,Neo.Car,0,5,0
Grammica,C_costaricensis,CUCO,o,Chl.b,2.5601823886606576,8,0.4195114156955649
Grammica,C_costaricensis,CUCO,o,Chl.a,6.18806259900127,8,0.9659864574938531
Grammica,C_costaricensis,CUCO,o,Tot.Chl,8.748244987661927,8,1.3407453450158373
Grammica,C_costaricensis,CUCO,o,Chl.a.b,2.4288806037212782,8,0.221977481097459
Grammica,C_costaricensis,CUCO,o,Tot.Car,25.54073614399551,8,2.7146701690324146
Grammica,C_costaricensis,CUCO,o,VAZ.Car,0.18649472743375334,8,0.01837297856203905
Grammica,C_costaricensis,CUCO,o,Lut.Car,0.05266417400162527,8,0.00731020274862865
Grammica,C_costaricensis,CUCO,o,Lut.epo.Car,0,8,0
Grammica,C_costaricensis,CUCO,o,a.Car.Car,0.01982652921576925,8,0.011019670216244844
Grammica,C_costaricensis,CUCO,o,b.Car.Car,0.7410145693488521,8,0.02246761294476252
Grammica,C_costaricensis,CUCO,o,Neo.Car,0,8,0
Grammica,C_costaricensis,CUCO,h,Chl.b,9.097917529259874,6,1.7081256291935114
Grammica,C_costaricensis,CUCO,h,Chl.a,25.971250482769946,6,6.766884469108444
Grammica,C_costaricensis,CUCO,h,Tot.Chl,35.06916801202982,6,8.431094688370814
Grammica,C_costaricensis,CUCO,h,Chl.a.b,2.821570054184532,6,0.2739847140708247
Grammica,C_costaricensis,CUCO,h,Tot.Car,45.13231118099975,6,4.977424316188111
Grammica,C_costaricensis,CUCO,h,VAZ.Car,0.23520424873990972,6,0.02413392798200335
Grammica,C_costaricensis,CUCO,h,Lut.Car,0.09450308392568584,6,0.010284424640208307
Grammica,C_costaricensis,CUCO,h,Lut.epo.Car,0.001906811222811253,6,0.0029564890330298563
Grammica,C_costaricensis,CUCO,h,a.Car.Car,0.0392047408997446,6,0.007917836065945707
Grammica,C_costaricensis,CUCO,h,b.Car.Car,0.6310879264346598,6,0.02195202053479924
Grammica,C_costaricensis,CUCO,h,Neo.Car,0,6,0
Grammica,C_denticulata,ss13-46,sdlg,Chl.b,9.34214557786747,1,NA
Grammica,C_denticulata,ss13-46,sdlg,Chl.a,1.48567370369955,1,NA
Grammica,C_denticulata,ss13-46,sdlg,Tot.Chl,10.82781928156702,1,NA
Grammica,C_denticulata,ss13-46,sdlg,Chl.a.b,0.15902917497017688,1,NA
Grammica,C_denticulata,ss13-46,sdlg,Tot.Car,30.54378251689122,1,NA
Grammica,C_denticulata,ss13-46,sdlg,VAZ.Car,0.24905168597133026,1,NA
