Iteration	Posterior	Likelihood	Prior	is_irreverisible	rates[1]	rates[2]
0	-12.90336	-11.29527	-1.60809	0	0.622383	0.372134
1	-13.34555	-11.05958	-2.285963	0	0.622383	0.574296
2	-13.77087	-11.00257	-2.768297	0	0.622383	0.718143
3	-12.93456	-11.41939	-1.515166	0	0.4121	0.554704
4	-12.57441	-12.63564	0.06123081	0	0.200044	0.296628
5	-13.8524	-11.48257	-2.369832	0	0.925288	0.296403
6	-14.0731	-11.19793	-2.875175	0	0.504369	0.868031
7	-15.03574	-11.17486	-3.860881	0	1.1605	0.505871
8	-14.83168	-11.57032	-3.261358	0	1.1605	0.327074
9	-12.82238	-11.31417	-1.508209	0	0.482176	0.482552
10	-14.47565	-11.29228	-3.183375	0	0.482176	0.982139
11	-15.04927	-12.93313	-2.11614	0	0.163893	0.982139
12	-12.68178	-11.42339	-1.258391	0	0.444054	0.446171
13	-13.56022	-11.31103	-2.249183	0	0.444054	0.741656
14	-14.2212	-11.3636	-2.857598	0	0.444054	0.923105
15	-12.7156	-12.65804	-0.05756044	0	0.186057	0.346043
16	-13.90699	-11.9001	-2.006889	0	0.921025	0.192425
17	-12.55548	-12.89078	0.3352979	0	0.192349	0.222588
18	-12.64916	-13.25113	0.6019644	0	0.192349	0.14306
19	-12.85232	-13.10049	0.2481742	0	0.149387	0.291534
20	-12.61814	-11.64978	-0.9683607	0	0.357723	0.446006
21	-13.15908	-11.56286	-1.596225	0	0.736044	0.254934
22	-12.70457	-11.4596	-1.244976	0	0.418917	0.467307
23	-12.86896	-11.41459	-1.454365	0	0.418917	0.529753
24	-12.86896	-11.41459	-1.454365	0	0.418917	0.529753
25	-13.10449	-11.47252	-1.631974	0	0.71871	0.282929
26	-12.46388	-12.03905	-0.4248276	0	0.458554	0.183076
27	-12.33919	-12.42336	0.08417138	0	0.306755	0.183076
28	-13.37634	-14.29321	0.9168701	0	0.101629	0.139866
29	-12.74442	-11.35619	-1.38823	0	0.473108	0.455839
30	-15.64031	-10.9772	-4.66311	0	0.71604	1.18958
31	-13.91907	-10.92971	-2.989366	0	0.71604	0.690415
32	-13.20941	-12.90714	-0.302266	0	0.148705	0.456373
33	-13.56942	-13.39062	-0.1788003	0	0.111884	0.456373
34	-13.24213	-13.54062	0.2984932	0	0.111884	0.31403
35	-14.12707	-13.61064	-0.5164335	0	0.097428	0.571522
36	-12.86147	-13.60088	0.7394049	0	0.154997	0.139423
37	-12.43101	-12.76236	0.3313563	0	0.26161	0.154503
38	-12.87987	-12.79473	-0.08514204	0	0.166514	0.373811
39	-14.00425	-10.95875	-3.045496	0	0.657489	0.765706
40	-12.32219	-12.0706	-0.2515853	0	0.318965	0.270999
41	-12.32219	-12.0706	-0.2515853	0	0.318965	0.270999
