Iteration	Posterior	Likelihood	Prior	is_irreverisible	rates[1]	rates[2]
0	-14.15263	-11.08999	-3.062646	0	0.946724	0.481586
1	-12.60506	-11.51228	-1.092776	0	0.414028	0.426805
2	-12.92645	-11.22948	-1.696965	0	0.594216	0.426805
3	-13.85999	-11.16108	-2.698903	0	0.893026	0.426805
4	-13.41877	-11.03457	-2.384198	0	0.669637	0.556339
5	-13.98041	-13.31619	-0.6642289	0	0.669637	0.04339
6	-13.22872	-13.79368	0.5649582	0	0.303055	0.04339
7	-12.44937	-12.63779	0.1884225	0	0.325675	0.133065
8	-14.42719	-12.35007	-2.077122	0	1.00133	0.133065
9	-13.27489	-12.18259	-1.0923	0	0.707626	0.133065
10	-12.73079	-11.36282	-1.367967	0	0.472724	0.45018
11	-12.65408	-12.26779	-0.3862929	0	0.23102	0.399118
12	-12.61875	-12.18771	-0.4310439	0	0.244366	0.399118
13	-12.46391	-12.35084	-0.1130733	0	0.239548	0.309108
14	-12.54994	-11.49178	-1.058156	0	0.46891	0.361598
15	-13.0415	-11.30142	-1.740084	0	0.679747	0.354134
16	-13.1169	-12.05845	-1.058457	0	0.679747	0.150852
17	-12.77194	-12.64027	-0.1316663	0	0.457599	0.0966018
18	-12.77194	-12.64027	-0.1316663	0	0.457599	0.0966018
19	-12.67055	-12.75807	0.08752711	0	0.392228	0.0966018
20	-12.85445	-11.48481	-1.369641	0	0.392228	0.531175
21	-12.37843	-12.60178	0.2233504	0	0.260976	0.187348
22	-12.39445	-12.64909	0.2546484	0	0.251642	0.187348
23	-12.64296	-12.05778	-0.5851776	0	0.263006	0.426446
24	-13.341	-11.79665	-1.544355	0	0.300002	0.675506
25	-13.70092	-12.54919	-1.151726	0	0.182908	0.675506
26	-12.73831	-12.67898	-0.05933102	0	0.182908	0.34972
27	-12.41706	-11.80783	-0.6092344	0	0.346906	0.34972
28	-12.4408	-11.66566	-0.7751425	0	0.396385	0.34972
29	-12.5108	-11.53672	-0.9740844	0	0.455716	0.34972
30	-13.80658	-10.95139	-2.855186	0	0.756798	0.609641
31	-13.85619	-11.43965	-2.416539	0	0.405095	0.830526
32	-12.35231	-11.98435	-0.3679647	0	0.405095	0.219578
33	-12.44341	-11.86869	-0.5747128	0	0.466753	0.219578
34	-13.42786	-11.71274	-1.715117	0	0.806857	0.219578
35	-15.43047	-10.83337	-4.597101	0	0.834301	1.05163
36	-14.77757	-11.16497	-3.612597	0	0.552697	1.03963
37	-12.5369	-11.58631	-0.9505914	0	0.396545	0.401885
38	-13.34706	-11.06245	-2.284605	0	0.614596	0.581678
39	-12.82912	-11.38351	-1.445614	0	0.614596	0.331465
40	-14.83504	-11.05261	-3.782426	0	0.614596	1.02838
41	-13.06746	-11.86993	-1.197525	0	0.688832	0.183241
42	-13.13015	-11.21674	-1.913407	0	0.688832	0.39674
43	-17.815	-11.10292	-6.712082	0	0.815931	1.70076
44	-19.11298	-10.79114	-8.321839	0	1.29601	1.70076
45	-12.78429	-11.99464	-0.7896561	0	0.584013	0.166421
46	-12.36302	-12.15393	-0.2090856	0	0.390367	0.186923
47	-12.34043	-11.87801	-0.4624212	0	0.390367	0.262475
48	-12.33242	-12.20177	-0.1306541	0	0.291423	0.262475
49	-13.80252	-11.29421	-2.508309	0	0.455348	0.807642
50	-13.52032	-11.28238	-2.237941	0	0.455348	0.72701
51	-14.28972	-10.87317	-3.416544	0	0.806844	0.72701
52	-14.05096	-10.9128	-3.138161	0	0.723821	0.72701
53	-13.75859	-11.02294	-2.735658	0	0.603782	0.72701
54	-13.633	-11.11709	-2.515917	0	0.538249	0.72701
55	-12.62592	-11.91884	-0.7070821	0	0.538249	0.187559
56	-14.59802	-12.5947	-2.003319	0	1.00615	0.106239
57	-14.194	-11.40314	-2.790861	0	1.00615	0.341109
58	-14.22503	-11.19883	-3.026201	0	0.989605	0.427836
59	-14.63058	-10.93559	-3.694986	0	0.989605	0.627289
60	-14.20175	-11.23066	-2.971086	0	0.989605	0.411399
61	-12.48814	-11.59891	-0.8892304	0	0.409299	0.370831
62	-12.5343	-11.7623	-0.7719959	0	0.335568	0.409598
63	-12.59193	-12.43062	-0.1613136	0	0.439248	0.123794
64	-13.30531	-12.25449	-1.050821	0	0.704527	0.123794
65	-15.89633	-10.87097	-5.025361	0	1.18612	0.827532
66	-16.91827	-10.77086	-6.147407	0	1.18612	1.16216
67	-12.51862	-11.86204	-0.6565736	0	0.5017	0.209044
68	-12.31804	-12.32414	0.006092846	0	0.304073	0.209044
69	-14.94578	-10.98904	-3.956747	0	0.660927	1.03403
70	-15.07215	-10.92269	-4.149463	0	0.718401	1.03403
71	-13.16652	-11.87045	-1.296075	0	0.718401	0.183062
72	-14.66894	-10.9022	-3.766738	0	0.718401	0.919891
73	-13.00194	-11.83361	-1.168327	0	0.672562	0.190803
74	-13.61343	-11.09424	-2.519188	0	0.553289	0.712945
75	-13.48938	-11.85657	-1.632805	0	0.288942	0.712945
76	-12.33646	-12.18437	-0.1520887	0	0.29162	0.268671
77	-12.33535	-11.88749	-0.4478548	0	0.379826	0.268671
78	-12.61253	-13.17995	0.5674181	0	0.198904	0.146807
79	-14.42488	-15.72581	1.300922	0	0.0862154	0.0407425
80	-14.42488	-15.72581	1.300922	0	0.0862154	0.0407425
81	-13.09693	-12.31949	-0.7774399	0	0.630148	0.116642
82	-13.11759	-11.74113	-1.376462	0	0.715645	0.209792
83	-13.48806	-11.29053	-2.197529	0	0.816604	0.353702
84	-13.48806	-11.29053	-2.197529	0	0.816604	0.353702
85	-12.93787	-11.3181	-1.619772	0	0.644299	0.353702
86	-14.38594	-10.87957	-3.506366	0	0.749339	0.811302
87	-12.43999	-11.66007	-0.7799188	0	0.453572	0.293957
88	-14.61208	-11.92256	-2.689527	0	1.09874	0.218295
89	-14.68482	-11.23439	-3.450432	0	1.09874	0.445221
90	-15.29657	-11.43241	-3.86416	0	0.476499	1.19085
91	-19.13464	-10.85371	-8.28093	0	1.56675	1.41781
92	-18.8517	-10.82216	-8.029537	0	1.49178	1.41781
93	-15.03938	-10.80921	-4.230171	0	0.920488	0.856015
94	-14.86286	-11.34304	-3.519824	0	1.1522	0.412451
95	-12.61296	-11.45486	-1.158107	0	0.447866	0.412451
96	-12.72111	-11.3708	-1.350311	0	0.469691	0.447947
97	-16.55821	-10.90058	-5.657631	0	0.851856	1.35036
98	-12.78223	-11.78511	-0.99712	0	0.606274	0.206032
99	-12.34065	-12.08068	-0.2599712	0	0.386433	0.206032
100	-12.33772	-11.8842	-0.4535266	0	0.386433	0.263756
101	-13.03005	-11.53579	-1.494256	0	0.696811	0.263756
102	-13.03005	-11.53579	-1.494256	0	0.696811	0.263756
103	-13.03005	-11.53579	-1.494256	0	0.696811	0.263756
104	-12.422	-12.47007	0.04807259	0	0.23684	0.263756
105	-12.5552	-12.28132	-0.2738766	0	0.23684	0.359772
106	-14.19122	-12.87276	-1.318457	0	0.153728	0.754411
107	-14.19122	-12.87276	-1.318457	0	0.153728	0.754411
108	-13.1682	-13.14815	-0.02004873	0	0.132906	0.388006
109	-12.53402	-12.03443	-0.4995864	0	0.275919	0.388006
110	-13.49531	-11.21673	-2.278572	0	0.806468	0.388006
111	-12.41674	-11.94963	-0.4671114	0	0.446747	0.207494
112	-12.40163	-12.63188	0.2302488	0	0.241583	0.204684
113	-15.27028	-15.41298	0.1426947	0	0.466422	0.00595557
114	-14.18719	-14.66578	0.4785903	0	0.35688	0.0153234
115	-12.37513	-12.35614	-0.01899741	0	0.35688	0.16372
116	-13.41188	-11.07892	-2.332955	0	0.577811	0.632883
117	-13.49517	-13.78936	0.2941943	0	0.393327	0.0338682
118	-15.53232	-13.85486	-1.677457	0	0.983771	0.0314322
119	-14.81123	-10.87545	-3.935783	0	0.983771	0.704935
120	-13.89665	-10.94196	-2.954693	0	0.69118	0.704935
121	-13.40669	-11.42425	-1.982437	0	0.401223	0.704935
122	-12.85641	-12.98663	0.1302164	0	0.401223	0.0748762
123	-14.33619	-15.05233	0.7161392	0	0.288419	0.0129399
124	-14.86196	-14.54561	-0.3163452	0	0.596338	0.0129399
125	-13.05643	-12.73309	-0.3233364	0	0.530406	0.0809567
126	-13.68194	-12.68983	-0.9921126	0	0.729856	0.0809567
127	-12.46403	-12.84553	0.381505	0	0.229168	0.171989
128	-12.50229	-12.39836	-0.1039293	0	0.229168	0.31676
129	-12.63374	-12.05181	-0.5819289	0	0.26462	0.423863
130	-12.35638	-12.14802	-0.2083585	0	0.288818	0.288254
131	-14.3352	-12.47594	-1.859257	0	0.203038	0.866384
132	-13.80099	-13.21946	-0.5815288	0	0.640647	0.0477164
133	-15.33288	-13.79421	-1.538667	0	0.941894	0.0319179
134	-13.92864	-12.09794	-1.830698	0	0.90415	0.156755
135	-15.3994	-12.44694	-2.952455	0	1.23869	0.156755
136	-14.25227	-11.00298	-3.249292	0	0.619888	0.864086
137	-14.14467	-11.08803	-3.05664	0	0.562433	0.864086
138	-12.83976	-12.31705	-0.522713	0	0.54908	0.121743
139	-13.07018	-12.27728	-0.7929036	0	0.629659	0.121743
140	-15.5083	-12.36336	-3.14494	0	1.27618	0.176672
141	-16.18311	-12.5653	-3.617816	0	1.41721	0.176672
142	-12.34998	-12.30084	-0.04913823	0	0.352916	0.176672
143	-12.34998	-12.30084	-0.04913823	0	0.352916	0.176672
144	-13.48785	-11.92368	-1.564172	0	0.804746	0.176672
145	-15.02132	-10.91764	-4.103682	0	0.719791	1.01899
146	-13.30433	-11.07704	-2.227289	0	0.672751	0.50643
147	-12.78437	-11.30075	-1.48362	0	0.521031	0.436364
148	-13.85667	-10.93795	-2.918722	0	0.71739	0.667998
149	-13.06366	-12.49616	-0.567494	0	0.584946	0.099232
150	-13.6119	-12.4629	-1.149006	0	0.755775	0.101829
151	-13.52399	-12.45613	-1.067863	0	0.731575	0.101829
152	-12.39435	-12.15969	-0.2346602	0	0.407048	0.177868
153	-15.2144	-12.33054	-2.883861	0	0.252826	1.12216
154	-12.38213	-12.28577	-0.09635497	0	0.376635	0.167034
155	-13.03456	-13.77738	0.7428141	0	0.126369	0.167034
156	-12.3735	-12.31581	-0.0576935	0	0.365105	0.167034
157	-12.44127	-12.17477	-0.2665015	0	0.427378	0.167034
158	-13.15623	-11.8754	-1.280838	0	0.714826	0.182094
159	-12.68763	-13.12626	0.4386297	0	0.29553	0.0885902
160	-12.41976	-12.60831	0.1885436	0	0.231911	0.226793
161	-12.65823	-12.49666	-0.1615703	0	0.204499	0.35862
162	-12.43215	-11.80462	-0.6275235	0	0.34346	0.35862
163	-13.81293	-11.3043	-2.508637	0	0.904467	0.35862
164	-13.37628	-11.27614	-2.100143	0	0.782642	0.35862
165	-12.91286	-11.44862	-1.46424	0	0.402011	0.549604
166	-13.70097	-11.77997	-1.921002	0	0.309381	0.778456
167	-13.75287	-11.18337	-2.569506	0	0.502785	0.778456
168	-14.13159	-12.47219	-1.659391	0	0.900705	0.109111
169	-16.86808	-15.55637	-1.311714	0	0.900705	0.00542281
170	-15.34532	-14.59235	-0.7529726	0	0.726992	0.0125012
171	-14.36429	-14.95944	0.5951474	0	0.324941	0.0125012
172	-12.31448	-12.07585	-0.2386245	0	0.324941	0.261158
173	-12.39992	-11.71234	-0.6875812	0	0.403668	0.316324
174	-12.38964	-12.08417	-0.3054712	0	0.289711	0.316324
175	-12.38964	-12.08417	-0.3054712	0	0.289711	0.316324
176	-12.41832	-11.95859	-0.4597347	0	0.307579	0.344462
177	-12.32704	-12.113	-0.2140403	0	0.307579	0.271188
178	-12.78465	-13.50151	0.7168579	0	0.196886	0.104258
179	-12.73794	-13.26217	0.5242347	0	0.274442	0.0841483
180	-13.32383	-12.64555	-0.678281	0	0.63307	0.0841483
181	-12.82773	-13.52002	0.6922863	0	0.224324	0.0841483
182	-14.02706	-12.69342	-1.333635	0	0.828517	0.0841483
