Iteration	Replicate_ID	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
0	0	7.369468	4.465463	2.904004	-0.543862	0.0542146	0.945785	0.108429	1.89157	0.03653556
1	1	5.640033	4.184619	1.455414	0.445575	0.308468	0.691532	0.616935	1.38306	0.1555358
2	0	8.607708	6.294713	2.312995	-0.733761	0.0948894	0.905111	0.189779	1.81022	0.06597631
3	1	5.525886	4.317443	1.208443	0.566125	0.125602	0.874398	0.251204	1.7488	0.199108
4	0	7.32202	5.738259	1.583761	-0.410066	0.106857	0.893143	0.213714	1.78629	0.1368012
5	1	3.919193	3.308329	0.610864	-0.528945	0.636005	0.363995	1.27201	0.72799	0.3619211
6	0	5.641742	2.073495	3.568247	-0.542807	0.296811	0.703189	0.593622	1.40638	0.0188035
7	1	6.024536	4.294066	1.73047	0.210603	0.423303	0.576697	0.846605	1.15339	0.1181341
8	0	8.343379	5.395791	2.947589	-0.533541	0.100605	0.899395	0.20121	1.79879	0.03497738
9	1	4.162162	4.085173	0.07698935	-0.789839	0.140115	0.859885	0.280229	1.71977	0.6172665
10	0	8.109212	5.232104	2.877108	-0.269014	0.13073	0.86927	0.261461	1.73854	0.03753157
11	1	7.256026	5.258072	1.997954	0.0716936	0.152299	0.847701	0.304599	1.6954	0.09040831
12	0	6.049969	4.659884	1.390085	-0.041663	0.253023	0.746977	0.506046	1.49395	0.1660361
13	1	7.237152	6.07066	1.166491	-0.768658	0.0481775	0.951822	0.096355	1.90364	0.2076385
14	0	7.589468	5.478182	2.111286	-0.265262	0.21963	0.78037	0.439259	1.56074	0.08072147
15	1	6.846685	5.163592	1.683093	-0.332054	0.25239	0.74761	0.504779	1.49522	0.1238657
16	0	7.419082	5.444619	1.974463	-0.102078	0.16371	0.83629	0.32742	1.67258	0.09255726
17	1	7.449409	4.473969	2.97544	-0.101612	0.109569	0.890431	0.219137	1.78086	0.03401665
18	0	6.233277	4.258814	1.974463	-0.724847	0.475304	0.524696	0.950609	1.04939	0.09255726
19	1	4.58927	3.276842	1.312428	-0.42619	0.759097	0.240903	1.51819	0.481806	0.1794438
20	0	4.800986	4.19575	0.605236	-0.962369	0.274007	0.725993	0.548013	1.45199	0.3639637
21	1	7.709369	6.031814	1.677556	-0.793213	0.155981	0.844019	0.311963	1.68804	0.1245534
22	0	5.96113	5.347451	0.6136789	-0.869677	0.12076	0.87924	0.24152	1.75848	0.3609037
23	1	6.884764	5.426946	1.457818	-0.321241	0.125694	0.874306	0.251387	1.74861	0.1551623
24	0	5.64914	4.488196	1.160944	-0.584946	0.368149	0.631851	0.736297	1.2637	0.2087937
25	1	7.9022	4.911769	2.990431	-0.226232	0.148109	0.851891	0.296219	1.70378	0.03351051
26	0	4.160114	3.818451	0.3416632	-0.620264	0.201696	0.798304	0.403393	1.59661	0.473725
27	1	6.878214	4.906887	1.971327	-0.0400491	0.316607	0.683393	0.633214	1.36679	0.09284795
28	0	6.903425	4.635699	2.267727	-0.580663	0.431503	0.568497	0.863006	1.13699	0.06903154
29	1	6.831729	4.828549	2.00318	-0.44765	0.42244	0.57756	0.844881	1.15512	0.08993707
30	0	6.657315	4.66616	1.991155	0.275925	0.253821	0.746179	0.507643	1.49236	0.09102509
31	1	6.333179	5.101429	1.23175	-0.486965	0.174591	0.825409	0.349181	1.65082	0.1945211
32	0	7.096884	5.23708	1.859804	-0.419858	0.290943	0.709057	0.581887	1.41811	0.1038021
33	1	7.313511	6.026796	1.286715	-0.917337	0.116484	0.883516	0.232968	1.76703	0.1841177
34	0	6.953122	5.306624	1.646498	-0.44333	0.229571	0.770429	0.459143	1.54086	0.1284824
35	1	4.422501	3.069793	1.352708	0.66037	0.519293	0.480707	1.03859	0.961414	0.1723595
36	0	7.994829	6.267662	1.727167	-0.704295	0.0982238	0.901776	0.196448	1.80355	0.118525
