Subgenus,Species,Accession.,Individual,AOI....Sample.per.Replicate.,Tissue,Measurement.Date,Time,Comments,exclude,Tissue.edit,ID,Metric,Value,Subgenus.Metric,Tissue.edit_names,Subgenus.Tissue
Grammica,C_indecora,ss16-17,-,1,seedling,8/24/18,13:36:39,,,sdlg,775,Fv.Fm,0.759213759,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_tasmanica,17-15,C,6,young,2018-05-29,1:12:22 PM,,,y,776,Fv.Fm,0.573979592,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,E,5,haustorium,2018-05-25,6:16:41 PM,,,h,777,Fv.Fm,0.639282342,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_cephalanthii,1567,E,1,young,2018-03-08,12:56:48 PM,,,y,779,Fv.Fm,0.625336927,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_polygonorum,1705,C,4,seed,2017-12-13,1:00:53 PM,,,s,780,Fv.Fm,0.703191839,Grammica__Fv.Fm,Seed,Grammica__Seed
Grammica,C_californica,ss17-105,B,3,haustorium,2018-05-29,4:03:02 PM,,,h,781,Fv.Fm,0.673469388,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_indecora,ss16-17,A,2,old,2017-12-13,1:22:55 PM,,,o,782,Fv.Fm,0.62244898,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_tasmanica,17-15,A,5,young,2018-04-17,2:43:56 PM,,,y,784,Fv.Fm,0.605504587,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_costaricensis,CUCO,C,3,old,2018-05-25,2:54:09 PM,,,o,786,Fv.Fm,0.513157895,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,B,4,haustorium,2018-05-29,4:03:02 PM,,,h,787,Fv.Fm,0.679459844,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_cephalanthii,1567,A,3,seedling,8/24/18,14:03:55,,,sdlg,788,Fv.Fm,0.714285714,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_tasmanica,17-15,B,6,young,2018-04-17,1:55:52 PM,,,y,789,Fv.Fm,0.568,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,A,2,haustorium,2018-04-17,3:29:24 PM,,,h,790,Fv.Fm,0.714737508,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_australis,1382,-,2,seedling,2017-11-02,3:16:57 PM,,,sdlg,791,Fv.Fm,0.726327945,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_cephalanthii,1567,D,3,young,2018-03-08,12:22:11 PM,,,y,792,Fv.Fm,0.64374034,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_polygonorum,1705,C,2,seed,2017-12-13,1:00:53 PM,,,s,793,Fv.Fm,0.667514843,Grammica__Fv.Fm,Seed,Grammica__Seed
Grammica,C_californica,ss17-105,B,3,old,2018-05-29,3:42:33 PM,,,o,794,Fv.Fm,0.580645161,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_denticulata,ss13-46,C,4,old,2018-05-29,11:52:58 AM,,,o,796,Fv.Fm,0.742533471,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,E,9,haustorium,2018-05-25,6:16:41 PM,,,h,797,Fv.Fm,0.680839612,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_cephalanthii,1567,A,2,old,2017-11-15,1:40:51 PM,,,o,799,Fv.Fm,0.57841484,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,D,5,young,2018-05-25,12:42:05 PM,,,y,800,Fv.Fm,0.624260355,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,A,1,young,2018-05-03,3:35:43 PM,,,y,802,Fv.Fm,0.767045455,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_costaricensis,CUCO,B,5,young,2018-05-25,2:04:09 PM,,,y,803,Fv.Fm,0.553719008,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,D,2,young,2018-05-29,4:47:59 PM,,,y,804,Fv.Fm,0.581935484,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_costaricensis,CUCO,A,1,young,2018-05-03,1:03:52 PM,,,y,806,Fv.Fm,0.625782228,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,A,3,haustorium,2018-05-03,3:52:11 PM,,,h,807,Fv.Fm,0.762950173,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,E,4,young,2018-05-25,5:35:48 PM,,,y,808,Fv.Fm,0.541436464,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,B,1,haustorium,2018-06-20,1:19:35 PM,,,h,809,Fv.Fm,0.789182283,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,D,4,haustorium,2018-05-25,1:08:20 PM,,,h,811,Fv.Fm,0.688405797,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,E,7,haustorium,2018-05-25,6:16:41 PM,,,h,812,Fv.Fm,0.743663123,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,A,1,haustorium,2018-05-03,3:52:11 PM,,,h,813,Fv.Fm,0.744079656,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_costaricensis,CUCO,B,3,old,2018-05-25,2:16:35 PM,,,o,814,Fv.Fm,0.620689655,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_denticulata,ss13-46,C,1,old,2018-05-29,11:52:58 AM,,,o,815,Fv.Fm,0.766136576,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,C,3,flower,2018-05-25,1:42:20 PM,,,f,816,Fv.Fm,0.700152983,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,B,6,flower,2018-05-29,3:51:20 PM,,,f,817,Fv.Fm,0.711793705,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_tasmanica,17-15,D,3,young,2018-05-03,1:32:11 PM,,,y,818,Fv.Fm,0.524271845,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_costaricensis,CUCO,A,1,old,2018-05-03,1:13:39 PM,,,o,820,Fv.Fm,0.644513138,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,B,3,flower,2018-05-29,3:51:20 PM,,,f,821,Fv.Fm,0.723148961,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_cephalanthii,1567,A,3,old,2017-11-15,1:53:59 PM,,,o,824,Fv.Fm,0.584615385,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_denticulata,ss13-46,B,4,haustorium,2018-06-20,1:19:35 PM,,,h,825,Fv.Fm,0.762156448,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_costaricensis,CUCO,C,1,young,2018-05-25,2:39:54 PM,,,y,826,Fv.Fm,0.549751244,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,C,1,flower,2018-06-07,12:39:09 PM,,,f,827,Fv.Fm,0.708737864,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,C,1,young,2018-05-29,11:43:17 AM,,,y,829,Fv.Fm,0.578831312,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,D,2,young,2018-05-29,10:36:38 AM,,,y,830,Fv.Fm,0.602150538,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,B,1,old,2018-06-20,1:09:13 PM,,,o,831,Fv.Fm,0.706146927,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_denticulata,ss13-46,C,6,flower,2018-06-20,3:03:14 PM,,,f,832,Fv.Fm,0.708006279,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_costaricensis,CUCO,B,6,young,2018-05-25,2:04:09 PM,,,y,833,Fv.Fm,0.575418994,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,D,4,young,2018-05-25,12:42:05 PM,,,y,834,Fv.Fm,0.641114983,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,E,2,old,2018-05-25,6:05:05 PM,,,o,835,Fv.Fm,0.704791345,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,C,3,old,2018-05-03,12:43:03 PM,,,o,836,Fv.Fm,0.781329274,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,E,7,flower,2018-07-06,2:26:42 PM,,,f,837,Fv.Fm,0.615664845,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,A,5,flower,2018-05-29,4:21:52 PM,,,f,838,Fv.Fm,0.661637931,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,B,2,old,2018-06-20,1:09:13 PM,,,o,839,Fv.Fm,0.639810427,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_australis,1382,A,1,young,2018-01-25,11:09:17 AM,,,y,840,Fv.Fm,0.544901065,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_costaricensis,CUCO,B,5,haustorium,2018-05-25,2:25:32 PM,,,h,841,Fv.Fm,0.618251314,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,A,8,flower,2018-05-29,4:21:52 PM,,,f,842,Fv.Fm,0.709933775,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,B,3,young,2018-05-29,3:33:16 PM,,,y,843,Fv.Fm,0.5,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,A,4,flower,2018-07-06,11:02:42 AM,,,f,844,Fv.Fm,0.691935484,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,A,1,flower,2018-07-06,11:02:42 AM,,,f,845,Fv.Fm,0.745888158,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_tasmanica,17-15,A,1,young,2017-12-21,11:50:46 AM,,,y,846,Fv.Fm,0.629032258,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,E,4,old,2018-05-25,6:05:05 PM,,,o,847,Fv.Fm,0.687265918,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_cephalanthii,1567,D,2,young,2018-03-08,12:22:11 PM,,,y,848,Fv.Fm,0.666666667,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,E,1,flower,2018-07-06,2:26:42 PM,,,f,849,Fv.Fm,0.667527437,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,A,4,young,2018-05-29,11:11:53 AM,,,y,851,Fv.Fm,0.530712531,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,2,2,seedling,2018-05-01,2:22:18 PM,,,sdlg,852,Fv.Fm,0.812619503,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_indecora,ss16-17,-,2,seedling,8/24/18,13:36:39,,,sdlg,853,Fv.Fm,0.737244898,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_tasmanica,17-15,B,5,young,2018-04-17,1:55:52 PM,,,y,856,Fv.Fm,0.614250614,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,D,3,old,2018-05-25,12:53:49 PM,,,o,857,Fv.Fm,0.518518519,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,A,6,flower,2018-05-29,4:21:52 PM,,,f,858,Fv.Fm,0.722182596,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,A,2,flower,2018-05-29,4:21:52 PM,,,f,862,Fv.Fm,0.724691358,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,B,5,young,2018-05-29,3:33:16 PM,,,y,863,Fv.Fm,0.609467456,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,A,2,haustorium,2018-05-29,11:30:47 AM,,,h,865,Fv.Fm,0.688205128,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_costaricensis,CUCO,B,3,young,2018-05-25,2:04:09 PM,,,y,867,Fv.Fm,0.58685446,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,E,6,young,2018-05-25,5:35:48 PM,,,y,868,Fv.Fm,0.589385475,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,E,8,haustorium,2018-05-25,6:16:41 PM,,,h,870,Fv.Fm,0.72258533,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_denticulata,ss13-46,A,1,haustorium,2018-05-29,11:30:47 AM,,,h,871,Fv.Fm,0.636363636,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,E,6,flower,2018-07-06,2:26:42 PM,,,f,872,Fv.Fm,0.690626518,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,B,2,flower,2018-05-29,3:51:20 PM,,,f,873,Fv.Fm,0.733833512,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,C,2,flower,2018-06-20,3:03:14 PM,,,f,874,Fv.Fm,0.781916817,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,B,1,old,2018-05-29,3:42:33 PM,,,o,875,Fv.Fm,0.622589532,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_indecora,ss16-17,-,1,seedling,8/24/18,13:19:55,,,sdlg,876,Fv.Fm,0.737819026,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_californica,ss17-105,E,10,flower,2018-07-06,2:26:42 PM,,,f,878,Fv.Fm,0.6648,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,D,1,young,2018-06-22,4:36:43 PM,,,y,879,Fv.Fm,0.675989086,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,B,7,flower,2018-05-29,3:51:20 PM,,,f,880,Fv.Fm,0.737318841,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,A,3,haustorium,2018-05-29,11:30:47 AM,,,h,881,Fv.Fm,0.657004831,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,B,4,flower,2018-05-29,3:51:20 PM,,,f,882,Fv.Fm,0.709698997,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_costaricensis,CUCO,B,4,young,2018-05-25,2:04:09 PM,,,y,883,Fv.Fm,0.610281924,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,C,8,flower,2018-05-25,1:42:20 PM,,,f,884,Fv.Fm,0.706939799,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_cephalanthii,1567,A,2,seedling,8/24/18,14:03:55,,,sdlg,885,Fv.Fm,0.721568627,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_denticulata,ss13-46,C,2,old,2018-05-29,11:52:58 AM,,,o,886,Fv.Fm,0.767291911,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_tasmanica,17-15,B,7,young,2018-04-17,1:55:52 PM,,,y,887,Fv.Fm,0.622317597,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,B,5,flower,2018-05-29,3:51:20 PM,,,f,888,Fv.Fm,0.718096234,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,A,7,flower,2018-05-29,4:21:52 PM,,,f,889,Fv.Fm,0.713788487,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,E,5,flower,2018-07-06,2:26:42 PM,,,f,894,Fv.Fm,0.702818627,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,A,1,flower,2018-05-29,4:21:52 PM,,,f,896,Fv.Fm,0.71825695,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_indecora,ss16-17,-,3,seedling,8/24/18,13:19:55,,,sdlg,899,Fv.Fm,0.771349862,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_tasmanica,17-15,C,2,young,2018-05-29,1:12:22 PM,,,y,900,Fv.Fm,0.637462236,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,B,2,young,2018-04-17,1:55:52 PM,,,y,901,Fv.Fm,0.621315193,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_indecora,ss16-17,C,3,young,2018-01-25,11:41:52 AM,,,y,902,Fv.Fm,0.569444444,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,C,2,flower,2018-05-25,1:42:20 PM,,,f,903,Fv.Fm,0.706983113,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_denticulata,ss13-46,C,1,haustorium,2018-05-29,12:02:27 PM,,,h,904,Fv.Fm,0.810648669,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_denticulata,ss13-46,C,3,flower,2018-06-07,12:39:09 PM,,,f,905,Fv.Fm,0.718397997,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,E,3,flower,2018-07-06,2:26:42 PM,,,f,906,Fv.Fm,0.740711462,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,E,1,young,2018-05-25,5:35:48 PM,,,y,907,Fv.Fm,0.609467456,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,C,7,young,2018-05-29,1:12:22 PM,,,y,908,Fv.Fm,0.721320346,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,2,1,seedling,2018-05-01,2:22:18 PM,,,sdlg,910,Fv.Fm,0.75,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_denticulata,ss13-46,C,2,young,2018-05-29,11:43:17 AM,,,y,911,Fv.Fm,0.740698985,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,B,1,flower,2018-05-29,3:51:20 PM,,,f,912,Fv.Fm,0.737212864,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,C,5,flower,2018-05-25,1:42:20 PM,,,f,913,Fv.Fm,0.734148205,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,C,6,flower,2018-05-25,1:42:20 PM,,,f,916,Fv.Fm,0.75286757,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_tasmanica,17-15,A,7,young,2018-04-17,2:43:56 PM,,,y,917,Fv.Fm,0.697986577,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,D,1,haustorium,2018-05-25,1:08:20 PM,,,h,918,Fv.Fm,0.705300988,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,-,5,seedling,2018-04-17,1:20:53 PM,,,sdlg,919,Fv.Fm,0.7795,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_denticulata,ss13-46,D,3,young,2018-06-22,4:36:43 PM,,,y,920,Fv.Fm,0.663709677,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,D,5,young,2018-06-22,4:36:43 PM,,,y,921,Fv.Fm,0.678843227,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,C,1,flower,2018-06-20,3:03:14 PM,,,f,922,Fv.Fm,0.752310536,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,E,3,young,2018-05-25,5:35:48 PM,,,y,923,Fv.Fm,0.570909091,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_sandwichiana,155,D,1,young,2018-01-25,1:05:39 PM,,,y,924,Fv.Fm,0.723232323,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_polygonorum,1705,D,4,young,2018-07-06,11:29:21 AM,,,y,925,Fv.Fm,0.642371234,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,B,5,haustorium,2018-05-29,4:03:02 PM,,,h,926,Fv.Fm,0.765457543,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,B,4,young,2018-05-29,3:33:16 PM,,,y,927,Fv.Fm,0.695172414,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,A,2,young,2018-05-03,3:35:43 PM,,,y,928,Fv.Fm,0.733369984,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_polygonorum,1705,D,3,young,2018-07-06,11:29:21 AM,,,y,929,Fv.Fm,0.620889749,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,C,1,young,2018-05-03,12:32:45 PM,,,y,930,Fv.Fm,0.573737374,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_costaricensis,CUCO,C,5,young,2018-05-25,2:39:54 PM,,,y,931,Fv.Fm,0.625550661,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,A,6,young,2018-04-17,2:43:56 PM,,,y,932,Fv.Fm,0.664761905,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,C,2,flower,2018-06-07,12:39:09 PM,,,f,933,Fv.Fm,0.747536012,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_tasmanica,17-15,C,4,young,2018-05-29,1:12:22 PM,,,y,935,Fv.Fm,0.683673469,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,D,2,young,2018-06-22,4:36:43 PM,,,y,936,Fv.Fm,0.67366136,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,1,2,seedling,2018-05-01,3:53:06 PM,,,sdlg,937,Fv.Fm,0.779151943,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_polygonorum,1705,D,5,young,2018-07-06,11:29:21 AM,,,y,939,Fv.Fm,0.690120824,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,A,1,young,2018-04-17,2:43:56 PM,,,y,940,Fv.Fm,0.645360825,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,B,1,young,2018-05-29,3:33:16 PM,,,y,941,Fv.Fm,0.694772344,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,B,2,young,2018-06-20,12:55:09 PM,,,y,942,Fv.Fm,0.597014925,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_polygonorum,1705,D,2,young,2018-07-06,11:29:21 AM,,,y,946,Fv.Fm,0.661721068,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,A,8,young,2018-04-17,2:43:56 PM,,,y,947,Fv.Fm,0.692307692,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,B,1,young,2018-06-20,12:55:09 PM,,,y,949,Fv.Fm,0.684496827,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,A,3,flower,2018-07-06,11:02:42 AM,,,f,950,Fv.Fm,0.786860199,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_californica,ss17-105,A,3,young,2018-05-03,3:35:43 PM,,,y,951,Fv.Fm,0.718900675,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,-,2,seedling,2018-04-17,1:20:53 PM,,,sdlg,953,Fv.Fm,0.790560472,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_denticulata,ss13-46,C,3,haustorium,2018-05-29,12:02:27 PM,,,h,954,Fv.Fm,0.770995494,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_denticulata,ss13-46,2,3,seedling,2018-05-01,2:22:18 PM,,,sdlg,955,Fv.Fm,0.76444111,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_californica,ss17-105,E,5,old,2018-05-25,6:05:05 PM,,,o,956,Fv.Fm,0.737841044,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_denticulata,ss13-46,1,3,seedling,2018-05-01,3:53:06 PM,,,sdlg,957,Fv.Fm,0.766871166,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_polygonorum,1705,D,1,young,2018-07-06,11:29:21 AM,,,y,958,Fv.Fm,0.696219035,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,E,3,old,2018-05-25,6:05:05 PM,,,o,959,Fv.Fm,0.714025501,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_tasmanica,17-15,A,2,young,2018-04-17,2:43:56 PM,,,y,960,Fv.Fm,0.705307263,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_tasmanica,17-15,A,3,young,2018-04-17,2:43:56 PM,,,y,963,Fv.Fm,0.721682848,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,D,4,young,2018-06-22,4:36:43 PM,,,y,967,Fv.Fm,0.639585134,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,A,5,flower,2018-07-06,11:02:42 AM,,,f,969,Fv.Fm,0.777103867,Grammica__Fv.Fm,Flower,Grammica__Flower
Grammica,C_indecora,ss16-17,B,3,young,2018-01-25,12:01:11 PM,,,y,971,Fv.Fm,0.630824373,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,D,2,young,2018-05-25,12:42:05 PM,,,y,972,Fv.Fm,0.775770457,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_californica,ss17-105,-,4,seedling,2018-04-17,1:20:53 PM,,,sdlg,974,Fv.Fm,0.769266267,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_californica,ss17-105,D,2,haustorium,2018-05-25,1:08:20 PM,,,h,975,Fv.Fm,0.735183796,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_californica,ss17-105,E,2,young,2018-05-25,5:35:48 PM,,,y,978,Fv.Fm,0.708006279,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,C,3,old,2018-05-29,11:52:58 AM,,,o,979,Fv.Fm,0.780525502,Grammica__Fv.Fm,Old,Grammica__Old
Grammica,C_californica,ss17-105,E,4,haustorium,2018-05-25,6:16:41 PM,,,h,981,Fv.Fm,0.765673176,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_denticulata,ss13-46,1,4,seedling,2018-05-01,3:53:06 PM,,,sdlg,982,Fv.Fm,0.751838235,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_indecora,ss16-17,B,2,young,2018-01-25,12:01:11 PM,,,y,984,Fv.Fm,0.649659864,Grammica__Fv.Fm,Young,Grammica__Young
Grammica,C_denticulata,ss13-46,-,2,seedling,2018-04-17,1:38:52 PM,,,sdlg,990,Fv.Fm,0.756756757,Grammica__Fv.Fm,Seedling,Grammica__Seedling
Grammica,C_californica,ss17-105,E,3,haustorium,2018-05-25,6:16:41 PM,,,h,991,Fv.Fm,0.74916388,Grammica__Fv.Fm,Haustorium,Grammica__Haustorium
Grammica,C_denticulata,ss13-46,1,6,seedling,2018-05-01,3:53:06 PM,,,sdlg,992,Fv.Fm,0.791613723,Grammica__Fv.Fm,Seedling,Grammica__Seedling
