Subgenus,Species,Accession.,Individual,Tissue.edit,Metric,mean,n,sd
Grammica,C_australis,1382,C,h,ΦNPQ,0,2,0
Grammica,C_australis,1382,C,h,Φf.D,0.118483412,1,NA
Grammica,C_australis,1382,C,h,NPQ,0,2,0
Grammica,C_australis,1382,C,h,X1.qP,1,1,NA
Grammica,C_australis,1382,C,s,Fo,0.15,2,0.024324473272817223
Grammica,C_australis,1382,C,s,Fm,0.43899999999999995,2,0.11681404025201762
Grammica,C_australis,1382,C,s,Ft,0.22304999999999997,2,0.08039804102091044
Grammica,C_australis,1382,C,s,Fo.,0.1269613275,2,0.024186192177795187
Grammica,C_australis,1382,C,s,Fv.Fm,0.6534164069999999,2,0.03681402398138287
Grammica,C_australis,1382,C,s,φPSII,0.2334308105,2,0.055010696453408614
Grammica,C_australis,1382,C,s,ΦNPQ,0.2650951575,2,0.005309481679273448
Grammica,C_australis,1382,C,s,Φf.D,0.501474032,2,0.04970121477413521
Grammica,C_australis,1382,C,s,NPQ,0.5307137545,2,0.04201142075055684
Grammica,C_australis,1382,C,s,X1.qP,0.5714980295000001,2,0.13606356926538607
Grammica,C_californica,ss17-105,-,sdlg,Fo,0.050975,4,0.011278408575681232
Grammica,C_californica,ss17-105,-,sdlg,Fm,0.219475,4,0.026546735518075775
Grammica,C_californica,ss17-105,-,sdlg,Ft,0.050225,4,0.011387822443294419
Grammica,C_californica,ss17-105,-,sdlg,Fo.,0.036225587749999996,4,9.72562920371863e-4
Grammica,C_californica,ss17-105,-,sdlg,Fv.Fm,0.7696648887499999,4,0.02201172679329833
Grammica,C_californica,ss17-105,-,sdlg,φPSII,0.3434763855,2,0.14574639961317437
Grammica,C_californica,ss17-105,-,sdlg,ΦNPQ,0.257944082,3,0.05084027608213059
Grammica,C_californica,ss17-105,-,sdlg,Φf.D,0.23390543000000003,4,0.0718710571248028
Grammica,C_californica,ss17-105,-,sdlg,NPQ,1.107478405,3,0.5356199422127664
Grammica,C_californica,ss17-105,-,sdlg,X1.qP,0.2579319775,4,0.14289229517728874
Grammica,C_californica,ss17-105,A,y,Fo,0.050633333333333336,3,0.006853709457901852
Grammica,C_californica,ss17-105,A,y,Fm,0.1943,3,0.012764403628842201
Grammica,C_californica,ss17-105,A,y,Ft,0.0611,3,0.00908350152749478
Grammica,C_californica,ss17-105,A,y,Fo.,0.042260898666666664,3,0.008265948775559001
Grammica,C_californica,ss17-105,A,y,Fv.Fm,0.739772038,3,0.02470262499970979
Grammica,C_californica,ss17-105,A,y,φPSII,0.4370998146666667,3,0.06353089592849281
Grammica,C_californica,ss17-105,A,y,ΦNPQ,0.2481055256666667,3,0.10644864117337477
Grammica,C_californica,ss17-105,A,y,Φf.D,0.31479465933333334,3,0.045531882600123606
Grammica,C_californica,ss17-105,A,y,NPQ,0.834934548,3,0.4962575238605693
Grammica,C_californica,ss17-105,A,y,X1.qP,0.2893957936666667,3,0.07492694917811629
Grammica,C_californica,ss17-105,A,o,Fo,0.0528,4,0.015848659249286672
Grammica,C_californica,ss17-105,A,o,Fm,0.22255,4,0.08522779280649397
Grammica,C_californica,ss17-105,A,o,Ft,0.045575000000000004,4,0.008189169677079602
Grammica,C_californica,ss17-105,A,o,Fo.,0.0323992685,4,0.006684538826877515
Grammica,C_californica,ss17-105,A,o,Fv.Fm,0.75526879125,4,0.027635277364985306
Grammica,C_californica,ss17-105,A,o,φPSII,0.2614336815,4,0.04516194025553042
Grammica,C_californica,ss17-105,A,o,ΦNPQ,0.443106257,2,0.10939661881080492
Grammica,C_californica,ss17-105,A,o,Φf.D,0.2701909065,2,0.05177004021736631
Grammica,C_californica,ss17-105,A,o,NPQ,1.7101561015,2,0.7325615483856355
Grammica,C_californica,ss17-105,A,o,X1.qP,0.453795072,4,0.033585454075466904
Grammica,C_californica,ss17-105,A,h,Fo,0.0866,3,0.015596473960482228
Grammica,C_californica,ss17-105,A,h,Fm,0.36619999999999997,3,0.042160170777642725
Grammica,C_californica,ss17-105,A,h,Ft,0.12516666666666665,3,0.014879628131554003
Grammica,C_californica,ss17-105,A,h,Fo.,0.071352235,3,0.012423086728290478
Grammica,C_californica,ss17-105,A,h,Fv.Fm,0.7645737903333334,3,0.02135229044044395
Grammica,C_californica,ss17-105,A,h,φPSII,0.3494497936666667,3,0.03252654411280341
Grammica,C_californica,ss17-105,A,h,ΦNPQ,0.30835710866666666,3,0.024491468801912566
Grammica,C_californica,ss17-105,A,h,Φf.D,0.34219309800000003,3,0.020163109957252394
Grammica,C_californica,ss17-105,A,h,NPQ,0.9031666736666667,3,0.08731644572717102
Grammica,C_californica,ss17-105,A,h,X1.qP,0.4438821453333333,3,0.07425808033649983
Grammica,C_californica,ss17-105,A,f,Fo,0.075975,8,0.021690863777834468
Grammica,C_californica,ss17-105,A,f,Fm,0.2640375,8,0.08756514207801445
Grammica,C_californica,ss17-105,A,f,Ft,0.0755,8,0.023730390400737794
Grammica,C_californica,ss17-105,A,f,Fo.,0.05720898925,8,0.016669450424304615
Grammica,C_californica,ss17-105,A,f,Fv.Fm,0.706320252375,8,0.02380917112096214
Grammica,C_californica,ss17-105,A,f,φPSII,0.385143611875,8,0.03729605275747509
Grammica,C_californica,ss17-105,A,f,ΦNPQ,0.32557888275,8,0.03405723903510318
Grammica,C_californica,ss17-105,A,f,Φf.D,0.289277505125,8,0.020505374284349977
Grammica,C_californica,ss17-105,A,f,NPQ,1.130897066875,8,0.14138945335276734
Grammica,C_californica,ss17-105,A,f,X1.qP,0.2784200411428571,7,0.06040931835690497
Grammica,C_californica,ss17-105,B,y,Fo,0.014400000000000001,5,0.005666568626602877
Grammica,C_californica,ss17-105,B,y,Fm,0.03988,5,0.025306659202668374
Grammica,C_californica,ss17-105,B,y,Ft,0.01532,5,0.006374715679934283
Grammica,C_californica,ss17-105,B,y,Fo.,0.0124126868,5,0.004356094613123801
Grammica,C_californica,ss17-105,B,y,Fv.Fm,0.574124867,5,0.13885739027454916
Grammica,C_californica,ss17-105,B,y,φPSII,0.4061232662,5,0.06167211934747404
Grammica,C_californica,ss17-105,B,y,ΦNPQ,0.1548312322,5,0.05624083403716158
Grammica,C_californica,ss17-105,B,y,Φf.D,0.4390455018,5,0.10850736440863118
Grammica,C_californica,ss17-105,B,y,NPQ,0.398639303,5,0.24699637187272813
Grammica,C_californica,ss17-105,B,y,X1.qP,0.1715852278,5,0.08482612134805007
Grammica,C_californica,ss17-105,B,o,Fo,0.00626,5,0.0046263376444008065
Grammica,C_californica,ss17-105,B,o,Fm,0.01638,5,0.013217677556968925
Grammica,C_californica,ss17-105,B,o,Ft,0.00754,5,0.005485252956792421
Grammica,C_californica,ss17-105,B,o,Fo.,0.0053507406,5,0.004193769736275562
Grammica,C_californica,ss17-105,B,o,Fv.Fm,0.5897794754,5,0.05589710360685561
Grammica,C_californica,ss17-105,B,o,φPSII,0.257433744,5,0.1631123613693967
Grammica,C_californica,ss17-105,B,o,ΦNPQ,0.243950815,5,0.09217737696563524
Grammica,C_californica,ss17-105,B,o,Φf.D,0.4986154412,5,0.08369370243395788
Grammica,C_californica,ss17-105,B,o,NPQ,0.48423900799999997,5,0.14680567059870278
Grammica,C_californica,ss17-105,B,o,X1.qP,0.5029201314,5,0.2995729858348755
Grammica,C_californica,ss17-105,B,h,Fo,0.04482,5,0.008052142572011502
Grammica,C_californica,ss17-105,B,h,Fm,0.15136,5,0.05408796538972418
Grammica,C_californica,ss17-105,B,h,Ft,0.056,5,0.011727318534089535
Grammica,C_californica,ss17-105,B,h,Fo.,0.0365497326,5,0.0068453338213678655
Grammica,C_californica,ss17-105,B,h,Fv.Fm,0.6915997776,5,0.04366403401887859
Grammica,C_californica,ss17-105,B,h,φPSII,0.3325209958,5,0.08913806208891414
Grammica,C_californica,ss17-105,B,h,ΦNPQ,0.2812728074,5,0.024053144909704238
Grammica,C_californica,ss17-105,B,h,Φf.D,0.3862061966,5,0.07594837390372262
Grammica,C_californica,ss17-105,B,h,NPQ,0.7477912774000001,5,0.13837818390901746
Grammica,C_californica,ss17-105,B,h,X1.qP,0.413637977,5,0.13176033267614634
Grammica,C_californica,ss17-105,B,f,Fo,0.0765875,8,0.012612628308847561
Grammica,C_californica,ss17-105,B,f,Fm,0.2739,8,0.0516331012322245
Grammica,C_californica,ss17-105,B,f,Ft,0.087375,8,0.01396544204200395
Grammica,C_californica,ss17-105,B,f,Fo.,0.061037764,8,0.00913675043299664
Grammica,C_californica,ss17-105,B,f,Fv.Fm,0.7186674390000001,8,0.019656252793521907
Grammica,C_californica,ss17-105,B,f,φPSII,0.397619784375,8,0.03292746658464127
Grammica,C_californica,ss17-105,B,f,ΦNPQ,0.276826854,8,0.07648420491120762
Grammica,C_californica,ss17-105,B,f,Φf.D,0.3255533615,8,0.06496026532778264
Grammica,C_californica,ss17-105,B,f,NPQ,0.900998702125,8,0.3048409455587497
Grammica,C_californica,ss17-105,B,f,X1.qP,0.30858641725,8,0.044606822688670986
Grammica,C_californica,ss17-105,C,y,Fo,0.013266666666666666,3,0.007058564537732395
Grammica,C_californica,ss17-105,C,y,Fm,0.029066666666666668,3,0.01842995749678586
Grammica,C_californica,ss17-105,C,y,Ft,0.0134,3,0.006876772498781678
Grammica,C_californica,ss17-105,C,y,Fo.,0.011571113333333332,3,0.006549942366423717
Grammica,C_californica,ss17-105,C,y,Fv.Fm,0.5209193520000001,3,0.057387877794989425
Grammica,C_californica,ss17-105,C,y,φPSII,0.3512920113333333,3,0.10230241744844372
Grammica,C_californica,ss17-105,C,y,ΦNPQ,0.16571534933333334,3,0.06316533772701251
Grammica,C_californica,ss17-105,C,y,Φf.D,0.48299263933333336,3,0.059266929989309096
Grammica,C_californica,ss17-105,C,y,NPQ,0.341824767,3,0.11538615399459086
Grammica,C_californica,ss17-105,C,y,X1.qP,0.22713243,3,0.11384890764000485
Grammica,C_californica,ss17-105,C,o,Fo,0.050499999999999996,3,0.007163099887618488
Grammica,C_californica,ss17-105,C,o,Fm,0.22893333333333332,3,0.0351773127645267
Grammica,C_californica,ss17-105,C,o,Ft,0.08839999999999999,3,0.014798648586948739
Grammica,C_californica,ss17-105,C,o,Fo.,0.043454960333333334,3,0.005990538039512339
Grammica,C_californica,ss17-105,C,o,Fv.Fm,0.7791355416666667,3,0.007000932509636885
Grammica,C_californica,ss17-105,C,o,φPSII,0.3345748686666667,3,0.04653408873159179
Grammica,C_californica,ss17-105,C,o,ΦNPQ,0.2794282473333333,3,0.06358815583371716
Grammica,C_californica,ss17-105,C,o,Φf.D,0.38599688433333335,3,0.018209707978659468
Grammica,C_californica,ss17-105,C,o,NPQ,0.730096112,3,0.20211824763277686
Grammica,C_californica,ss17-105,C,o,X1.qP,0.5030948323333333,3,0.04653311861275895
Grammica,C_californica,ss17-105,C,f,Fo,0.0577125,8,0.014798690820474626
Grammica,C_californica,ss17-105,C,f,Fm,0.193325,8,0.07327443034822681
Grammica,C_californica,ss17-105,C,f,Ft,0.064875,8,0.017125815934680936
Grammica,C_californica,ss17-105,C,f,Fo.,0.04637118,8,0.012381406398255664
Grammica,C_californica,ss17-105,C,f,Fv.Fm,0.68484087775,8,0.05315570766931145
Grammica,C_californica,ss17-105,C,f,φPSII,0.36914447837500003,8,0.08396876542593719
Grammica,C_californica,ss17-105,C,f,ΦNPQ,0.277300214875,8,0.03888995236831958
Grammica,C_californica,ss17-105,C,f,Φf.D,0.35355530675,8,0.05814104697767898
Grammica,C_californica,ss17-105,C,f,NPQ,0.7960671876250001,8,0.1291854795290663
Grammica,C_californica,ss17-105,C,f,X1.qP,0.33671636125,8,0.10017762479402227
Grammica,C_californica,ss17-105,D,y,Fo,0.022216666666666666,6,0.009963014938594977
Grammica,C_californica,ss17-105,D,y,Fm,0.08408333333333333,6,0.06994724917154832
Grammica,C_californica,ss17-105,D,y,Ft,0.028683333333333335,6,0.013595795918837068
Grammica,C_californica,ss17-105,D,y,Fo.,0.020079705833333333,6,0.009115497726042575
Grammica,C_californica,ss17-105,D,y,Fv.Fm,0.7126447764,5,0.0827699176424081
Grammica,C_californica,ss17-105,D,y,φPSII,0.42658008183333335,6,0.19587346891699015
Grammica,C_californica,ss17-105,D,y,ΦNPQ,0.13089616016666666,6,0.06543794921237028
Grammica,C_californica,ss17-105,D,y,Φf.D,0.44252375783333336,6,0.1684788384998797
Grammica,C_californica,ss17-105,D,y,NPQ,0.335936236,6,0.20324533120255578
Grammica,C_californica,ss17-105,D,y,X1.qP,0.26078160283333335,6,0.11826246746007733
Grammica,C_californica,ss17-105,D,o,Fo,0.0154,2,0.010748023074035523
Grammica,C_californica,ss17-105,D,o,Fm,0.03655,2,0.028779245994292484
Grammica,C_californica,ss17-105,D,o,Ft,0.02035,2,0.018314065632731583
Grammica,C_californica,ss17-105,D,o,Fo.,0.013730055500000001,2,0.009847349347033064
Grammica,C_californica,ss17-105,D,o,Fv.Fm,0.5571502965,2,0.054633583679079806
Grammica,C_californica,ss17-105,D,o,φPSII,0.32586860650000005,2,0.10253808820548105
Grammica,C_californica,ss17-105,D,o,ΦNPQ,0.153117703,2,0.011712248022997123
Grammica,C_californica,ss17-105,D,o,Φf.D,0.5210136905,2,0.09082584018248396
Grammica,C_californica,ss17-105,D,o,NPQ,0.296428962,2,0.029195320352264704
Grammica,C_californica,ss17-105,D,o,X1.qP,0.320873746,2,0.2919753133374813
Grammica,C_californica,ss17-105,D,h,Fo,0.045,5,0.019536760222718604
Grammica,C_californica,ss17-105,D,h,Fm,0.13706,5,0.051488765764970516
Grammica,C_californica,ss17-105,D,h,Ft,0.05234,5,0.025529453578171234
Grammica,C_californica,ss17-105,D,h,Fo.,0.036347343,5,0.014105436219789392
Grammica,C_californica,ss17-105,D,h,Fv.Fm,0.6691716174,5,0.05833063192729279
Grammica,C_californica,ss17-105,D,h,φPSII,0.32010032499999996,4,0.12517135960144124
Grammica,C_californica,ss17-105,D,h,ΦNPQ,0.2561946936,5,0.07691152202192926
Grammica,C_californica,ss17-105,D,h,Φf.D,0.3825363676,5,0.08352528794740878
Grammica,C_californica,ss17-105,D,h,NPQ,0.675016536,5,0.17020127835750284
Grammica,C_californica,ss17-105,D,h,X1.qP,0.3583785136,5,0.19708038702775021
Grammica,C_californica,ss17-105,D,f,Fo,0.0563875,8,0.014190483481142262
Grammica,C_californica,ss17-105,D,f,Fm,0.1463875,8,0.04608056415515269
Grammica,C_californica,ss17-105,D,f,Ft,0.074575,8,0.02765810395319452
Grammica,C_californica,ss17-105,D,f,Fo.,0.04662770375,8,0.013226139395933588
Grammica,C_californica,ss17-105,D,f,Fv.Fm,0.60288248025,8,0.05945168066860856
Grammica,C_californica,ss17-105,D,f,φPSII,0.208711546375,8,0.10008820450505425
Grammica,C_californica,ss17-105,D,f,ΦNPQ,0.2762094405,8,0.057711475216191785
Grammica,C_californica,ss17-105,D,f,Φf.D,0.5150790132499999,8,0.09989900526488647
Grammica,C_californica,ss17-105,D,f,NPQ,0.563566775625,8,0.20014215223714088
Grammica,C_californica,ss17-105,D,f,X1.qP,0.5861811145,8,0.1825164475181586
Grammica,C_californica,ss17-105,E,y,Fo,0.0124,6,0.00406693988153255
Grammica,C_californica,ss17-105,E,y,Fm,0.032016666666666665,6,0.017829572812231558
Grammica,C_californica,ss17-105,E,y,Ft,0.014283333333333334,6,0.0052182053108963304
Grammica,C_californica,ss17-105,E,y,Fo.,0.011356315833333333,6,0.003716258591886061
Grammica,C_californica,ss17-105,E,y,Fv.Fm,0.5713826123333333,6,0.09764853062698235
Grammica,C_californica,ss17-105,E,y,φPSII,0.40946557716666665,6,0.0890167890627194
Grammica,C_californica,ss17-105,E,y,ΦNPQ,0.10507360433333333,6,0.020540140339749945
Grammica,C_californica,ss17-105,E,y,Φf.D,0.4854608188333333,6,0.09567738363228029
Grammica,C_californica,ss17-105,E,y,NPQ,0.22814071116666668,6,0.08553191299719007
Grammica,C_californica,ss17-105,E,y,X1.qP,0.22208426283333332,6,0.05582227283057409
Grammica,C_californica,ss17-105,E,o,Fo,0.01726,5,0.003547957158704147
Grammica,C_californica,ss17-105,E,o,Fm,0.05794,5,0.01885929479063308
Grammica,C_californica,ss17-105,E,o,Ft,0.02136,5,0.0035018566504070375
Grammica,C_californica,ss17-105,E,o,Fo.,0.0147047868,5,0.002942373380664443
Grammica,C_californica,ss17-105,E,o,Fv.Fm,0.6903896998,5,0.0495263597404896
Grammica,C_californica,ss17-105,E,o,φPSII,0.3301572343333333,3,0.09400422749919676
Grammica,C_californica,ss17-105,E,o,ΦNPQ,0.2155150972,5,0.04316640290987781
Grammica,C_californica,ss17-105,E,o,Φf.D,0.389438303,5,0.08928151833766512
Grammica,C_californica,ss17-105,E,o,NPQ,0.5688616906,5,0.14406970173582376
Grammica,C_californica,ss17-105,E,o,X1.qP,0.3382833522,5,0.1443949963029223
Grammica,C_californica,ss17-105,E,h,Fo,0.046677777777777776,9,0.01458481897194629
Grammica,C_californica,ss17-105,E,h,Fm,0.16257777777777777,9,0.059549470563930666
Grammica,C_californica,ss17-105,E,h,Ft,0.06213333333333333,9,0.021074332729650067
Grammica,C_californica,ss17-105,E,h,Fo.,0.040156772111111114,9,0.012421696019193147
Grammica,C_californica,ss17-105,E,h,Fv.Fm,0.7034609277777778,9,0.044661766397511085
Grammica,C_californica,ss17-105,E,h,φPSII,0.34862510385714285,7,0.03850864170051145
Grammica,C_californica,ss17-105,E,h,ΦNPQ,0.21116937633333333,9,0.056812820476195035
Grammica,C_californica,ss17-105,E,h,Φf.D,0.3966734424444444,9,0.08623595104418187
Grammica,C_californica,ss17-105,E,h,NPQ,0.559310922,9,0.2096100859850677
Grammica,C_californica,ss17-105,E,h,X1.qP,0.3563139548888889,9,0.11674870042129015
Grammica,C_californica,ss17-105,E,f,Fo,0.06652,10,0.026590842199691395
Grammica,C_californica,ss17-105,E,f,Fm,0.20383,10,0.08217036570443143
Grammica,C_californica,ss17-105,E,f,Ft,0.07994444444444444,9,0.04756304003927607
Grammica,C_californica,ss17-105,E,f,Fo.,0.0561870915,10,0.02366108411984541
Grammica,C_californica,ss17-105,E,f,Fv.Fm,0.6701039752,10,0.05924336171052641
Grammica,C_californica,ss17-105,E,f,φPSII,0.32960235520000003,10,0.1260538532291121
Grammica,C_californica,ss17-105,E,f,ΦNPQ,0.22924948,10,0.1018907807179299
Grammica,C_californica,ss17-105,E,f,Φf.D,0.38552141344444446,9,0.06484159317088119
Grammica,C_californica,ss17-105,E,f,NPQ,0.6149201753,10,0.3303584716480558
Grammica,C_californica,ss17-105,E,f,X1.qP,0.40115639322222224,9,0.24103135711094686
Grammica,C_cephalanthii,1567,A,sdlg,Fo,0.014616666666666667,6,0.004786822188745542
Grammica,C_cephalanthii,1567,A,sdlg,Fm,0.0518,6,0.017025157855362162
Grammica,C_cephalanthii,1567,A,sdlg,Ft,0.021166666666666667,6,0.00653656382716995
Grammica,C_cephalanthii,1567,A,sdlg,Fo.,0.012268261666666667,6,0.00426064342094523
Grammica,C_cephalanthii,1567,A,sdlg,Fv.Fm,0.7184136178333334,6,0.031767548061961234
Grammica,C_cephalanthii,1567,A,sdlg,φPSII,0.28368539816666666,6,0.11712338934493571
Grammica,C_cephalanthii,1567,A,sdlg,ΦNPQ,0.3041246008333333,6,0.10494920641993137
Grammica,C_cephalanthii,1567,A,sdlg,Φf.D,0.41219000100000003,6,0.030954276116899423
Grammica,C_cephalanthii,1567,A,sdlg,NPQ,0.7366913235,6,0.24409510340432725
Grammica,C_cephalanthii,1567,A,sdlg,X1.qP,0.52833346383333335,6,0.1834592639699851
Grammica,C_cephalanthii,1567,A,y,Fo,0.04955,2,0.003464823227814079
Grammica,C_cephalanthii,1567,A,y,Fm,0.1311,2,0.012162236636408611
Grammica,C_cephalanthii,1567,A,y,Ft,0.0451,2,0.0014142135623730963
Grammica,C_cephalanthii,1567,A,y,Fo.,0.035859849,2,2.4467591685329416e-4
Grammica,C_cephalanthii,1567,A,y,Fv.Fm,0.6216420025,2,0.008671672600439011
Grammica,C_cephalanthii,1567,A,y,φPSII,0.309852525,2,0.018670174507232077
Grammica,C_cephalanthii,1567,A,y,ΦNPQ,0.3441459855,2,0.061556258061845434
Grammica,C_cephalanthii,1567,A,y,Φf.D,0.3460014905,2,0.042886083554613395
Grammica,C_cephalanthii,1567,A,y,NPQ,1.013447716,2,0.3035219923076636
Grammica,C_cephalanthii,1567,A,y,X1.qP,0.312693105,2,0.0017625470907076512
Grammica,C_cephalanthii,1567,A,o,Fo,0.0159,7,0.00719027120489902
Grammica,C_cephalanthii,1567,A,o,Fm,0.030114285714285715,7,0.017286741409861736
Grammica,C_cephalanthii,1567,A,o,Ft,0.014714285714285714,7,0.003954924597439067
Grammica,C_cephalanthii,1567,A,o,Fo.,0.011873378142857143,7,0.003918721308596271
Grammica,C_cephalanthii,1567,A,o,Fv.Fm,0.4268560791428571,7,0.13381426926291565
Grammica,C_cephalanthii,1567,A,o,φPSII,0.16817333814285715,7,0.14783742217975157
Grammica,C_cephalanthii,1567,A,o,ΦNPQ,0.26630851814285716,7,0.10292761116294825
Grammica,C_cephalanthii,1567,A,o,Φf.D,0.580879127,7,0.19984085074044394
Grammica,C_cephalanthii,1567,A,o,NPQ,0.5610321897142857,7,0.42435622493789865
Grammica,C_cephalanthii,1567,A,o,X1.qP,0.4880792093333333,6,0.2951213164457196
Grammica,C_cephalanthii,1567,A,f,Fo,0.038599999999999995,4,0.00982683401033449
Grammica,C_cephalanthii,1567,A,f,Fm,0.103175,4,0.03772199844476254
Grammica,C_cephalanthii,1567,A,f,Ft,0.05355,4,0.01385171469530036
Grammica,C_cephalanthii,1567,A,f,Fo.,0.03016194425,4,0.006914819443199528
Grammica,C_cephalanthii,1567,A,f,Fv.Fm,0.6141856625,4,0.05213897771362667
Grammica,C_cephalanthii,1567,A,f,φPSII,0.07890465475,4,0.11402440458955687
Grammica,C_cephalanthii,1567,A,f,ΦNPQ,0.38144883075,4,0.04863686752526282
Grammica,C_cephalanthii,1567,A,f,Φf.D,0.5396465145,4,0.10192669840752813
Grammica,C_cephalanthii,1567,A,f,NPQ,0.725418282,4,0.16157256168225365
Grammica,C_cephalanthii,1567,A,f,X1.qP,0.845344101,4,0.22272314928652756
Grammica,C_cephalanthii,1567,A,s,Fo,0.1201,3,0.028456282258931855
Grammica,C_cephalanthii,1567,A,s,Fm,0.36516666666666664,3,0.11167543746649633
Grammica,C_cephalanthii,1567,A,s,Ft,0.1842,4,0.06562138878953011
Grammica,C_cephalanthii,1567,A,s,Fo.,0.09597572133333333,3,0.014613398736004993
Grammica,C_cephalanthii,1567,A,s,Fv.Fm,0.6382134939999999,4,0.063045699446155
Grammica,C_cephalanthii,1567,A,s,φPSII,0.096794179,3,0.019572135279591445
Grammica,C_cephalanthii,1567,A,s,ΦNPQ,0.34559760500000003,4,0.10597309505372632
Grammica,C_cephalanthii,1567,A,s,Φf.D,0.5963773130000001,4,0.13805467495306262
Grammica,C_cephalanthii,1567,A,s,NPQ,0.6442176595,4,0.3958648353376068
Grammica,C_cephalanthii,1567,A,s,X1.qP,0.8045040856666666,3,0.036154926426478926
Grammica,C_cephalanthii,1567,B,y,Fo,0.04413333333333333,3,0.010690806018880585
Grammica,C_cephalanthii,1567,B,y,Fm,0.09953333333333333,3,0.026867328362405758
Grammica,C_cephalanthii,1567,B,y,Ft,0.0397,3,0.012355970216862782
Grammica,C_cephalanthii,1567,B,y,Fo.,0.03147489866666667,3,0.008847695186172516
Grammica,C_cephalanthii,1567,B,y,Fv.Fm,0.554594436,3,0.011165796021623235
Grammica,C_cephalanthii,1567,B,y,φPSII,0.23928679966666666,3,0.009676400745856196
Grammica,C_cephalanthii,1567,B,y,ΦNPQ,0.3645485786666667,3,0.023394664971565844
Grammica,C_cephalanthii,1567,B,y,Φf.D,0.396164622,3,0.014989006316594033
Grammica,C_cephalanthii,1567,B,y,NPQ,0.9224724636666667,3,0.09171474946399248
Grammica,C_cephalanthii,1567,B,y,X1.qP,0.3912708053333333,3,0.020142224844810146
Grammica,C_cephalanthii,1567,B,o,Fo,0.017025,4,0.007317274082607539
Grammica,C_cephalanthii,1567,B,o,Fm,0.027225,4,0.014871757349643204
Grammica,C_cephalanthii,1567,B,o,Ft,0.016300000000000002,4,0.007037518502047911
Grammica,C_cephalanthii,1567,B,o,Fo.,0.013253626249999999,4,0.005666033108536246
Grammica,C_cephalanthii,1567,B,o,Fv.Fm,0.33570767225,4,0.0952037104900579
Grammica,C_cephalanthii,1567,B,o,φPSII,0.09311714725,4,0.08665466797801112
Grammica,C_cephalanthii,1567,B,o,ΦNPQ,0.27184876375,4,0.013803101110661563
Grammica,C_cephalanthii,1567,B,o,Φf.D,0.635034089,4,0.08924128347045499
Grammica,C_cephalanthii,1567,B,o,NPQ,0.43526131375,4,0.07106901668955222
Grammica,C_cephalanthii,1567,B,o,X1.qP,0.6958932365,4,0.25418555600419873
Grammica,C_cephalanthii,1567,B,h,Fo,0.11232857142857143,7,0.044627521937541124
Grammica,C_cephalanthii,1567,B,h,Fm,0.24845714285714285,7,0.12514715148100464
Grammica,C_cephalanthii,1567,B,h,Ft,0.10318333333333334,6,0.05139425713702521
Grammica,C_cephalanthii,1567,B,h,Fo.,0.07317660183333333,6,0.03050361339328876
Grammica,C_cephalanthii,1567,B,h,Fv.Fm,0.5219625874285715,7,0.09780077556009553
Grammica,C_cephalanthii,1567,B,h,φPSII,0.11905995028571428,7,0.04584642815140547
Grammica,C_cephalanthii,1567,B,h,ΦNPQ,0.3891373735714286,7,0.04183241317638448
Grammica,C_cephalanthii,1567,B,h,Φf.D,0.49180267628571434,7,0.06300195670270047
Grammica,C_cephalanthii,1567,B,h,NPQ,0.8114018802857142,7,0.1934013702797459
Grammica,C_cephalanthii,1567,B,h,X1.qP,0.674215259,7,0.13129215556027435
Grammica,C_cephalanthii,1567,B,f,Fo,0.06,5,0.012832186095907428
Grammica,C_cephalanthii,1567,B,f,Fm,0.13648,5,0.03649091667798988
Grammica,C_cephalanthii,1567,B,f,Ft,0.07432,5,0.017345806409619594
Grammica,C_cephalanthii,1567,B,f,Fo.,0.0459698192,5,0.009851776511615997
Grammica,C_cephalanthii,1567,B,f,Fv.Fm,0.553288768,5,0.04270157953960099
Grammica,C_cephalanthii,1567,B,f,φPSII,0.072411195,5,0.0410411790774639
Grammica,C_cephalanthii,1567,B,f,ΦNPQ,0.3735876352,5,0.041614844728655336
Grammica,C_cephalanthii,1567,B,f,Φf.D,0.5540011698,5,0.07734366990999662
Grammica,C_cephalanthii,1567,B,f,NPQ,0.6928403588000001,5,0.1721859250977586
Grammica,C_cephalanthii,1567,B,f,X1.qP,0.8319638402,5,0.09258500883721062
Grammica,C_cephalanthii,1567,B,s,Fo,0.1672857142857143,7,0.022591106551873356
Grammica,C_cephalanthii,1567,B,s,Fm,0.4797,7,0.06772222677969175
Grammica,C_cephalanthii,1567,B,s,Ft,0.21686,5,0.04673117802923439
Grammica,C_cephalanthii,1567,B,s,Fo.,0.12524060466666667,6,0.018963676849594917
Grammica,C_cephalanthii,1567,B,s,Fv.Fm,0.6502173504285714,7,0.021895170922302917
Grammica,C_cephalanthii,1567,B,s,φPSII,0.09458136842857143,7,0.0447130101885418
Grammica,C_cephalanthii,1567,B,s,ΦNPQ,0.38927066985714287,7,0.055920524657004374
Grammica,C_cephalanthii,1567,B,s,Φf.D,0.5161479617142857,7,0.09733101787259263
Grammica,C_cephalanthii,1567,B,s,NPQ,0.7925126124285714,7,0.24159844261652746
Grammica,C_cephalanthii,1567,B,s,X1.qP,0.8110204338571428,7,0.09868932052144502
Grammica,C_cephalanthii,1567,D,y,Fo,0.053644444444444446,9,0.03049533206537974
Grammica,C_cephalanthii,1567,D,y,Fm,0.1436111111111111,9,0.10299727477516632
